date,prcp(mm/day),tmean(C),dayl(day),srad(W/m2),vp(Pa),flow(mm),GW(feet)
9/11/1980,0,23.61,0.446459491,295.42,2053.4,0.088280177,15.1
10/11/1980,0,24.245,0.444000231,205.49,2398.75,0.082491313,14.8
11/11/1980,0,21.98,0.444000231,173.09,2200,0.079596881,14.5
12/11/1980,0,20.055,0.444000231,293.35,1679.28,0.076702449,14.7
13/11/1980,0,19.5,0.444000231,350.59,1439.61,0.079596881,14.9
14/11/1980,0,20.84,0.442459606,325.88,1639.31,0.094069041,15.2
15/11/1980,16,23.575,0.44,182.21,2224.09,0.104199554,15.45
16/11/1980,5.39,24.31,0.44,172.67,2338.63,0.137485522,15.5
17/11/1980,17.81,23.995,0.44,166.68,2325.28,0.173665923,15.6
18/11/1980,6.91,22.02,0.44,153.05,2125.65,0.246026724,15.7
19/11/1980,0,15.51,0.44,318.62,1227.66,0.246026724,15.8
20/11/1980,0,14.54,0.436,317.1,1156.21,0.188138083,15.95
21/11/1980,0,13.495,0.436,320.96,1062.47,0.159193762,16.2
22/11/1980,0,14.725,0.436,385.9,920,0.140379954,16.7
23/11/1980,0,20.005,0.436,322.6,1560.86,0.123013362,16.95
24/11/1980,5.8,22.825,0.436,155.25,2212.13,0.12011893,17.2
25/11/1980,0,21.18,0.436,277.8,1800,0.128802226,17.45
26/11/1980,0,20.48,0.434459375,334.42,1563.76,0.128802226,17.7
27/11/1980,7.31,21.6,0.431999884,183.92,1953.52,0.121566146,18.2
28/11/1980,29.81,15.75,0.431999884,202.66,1331.31,0.289443204,18.7
29/11/1980,2.64,11.85,0.431999884,234.38,974.91,0.593358569,19.2
30/11/1980,0,11.84,0.431999884,366.99,814.18,0.448636967,19.5
1/12/1980,0,16.72,0.431999884,344.46,1199.99,0.274971044,20
2/12/1980,0,18.27,0.431999884,339.44,1321.35,0.217082403,20.2
3/12/1980,0,18.97,0.431999884,317.92,1438.78,0.188138083,20.45
4/12/1980,0,17.5,0.431999884,342.68,1240,0.159193762,20.5
5/12/1980,0,18.34,0.430459259,327.54,1343.76,0.140379954,20.4
6/12/1980,0,17.66,0.427999884,329.13,1289.43,0.128802226,20.3
7/12/1980,0,18.24,0.427999884,333.21,1319.31,0.118671714,20.1
8/12/1980,0,19.395,0.427999884,332.97,1400,0.109988418,19.7
9/12/1980,0,19.725,0.427999884,326.61,1438.67,0.104199554,19.7
10/12/1980,0,19.415,0.427999884,340.48,1346.39,0.098410689,19.8
11/12/1980,0,19.52,0.427999884,252.55,1649.4,0.101305122,19.9
12/12/1980,0,14.07,0.427999884,336.96,972.09,0.096963473,20
13/12/1980,0,15.25,0.427999884,349.16,1000,0.094069041,20
14/12/1980,0,15.25,0.427999884,338.57,1040,0.092621825,20.1
15/12/1980,0,13.5,0.427999884,360.39,840,0.094069041,20
16/12/1980,7.58,15.035,0.427999884,252.51,1005.36,0.092621825,19.95
17/12/1980,7.87,15.275,0.427999884,179.95,1280,0.159193762,19.8
18/12/1980,0,10.59,0.427999884,349.41,720,0.202610243,19.5
19/12/1980,0,13.77,0.427999884,339.75,918.78,0.173665923,19.3
20/12/1980,0,15.94,0.427999884,302.56,1162.01,0.144721602,19.2
21/12/1980,0,14.495,0.427999884,243.38,1199.07,0.133143874,19.3
22/12/1980,5.12,15.065,0.427999884,171.19,1280.13,0.130249442,19.45
23/12/1980,2,16.99,0.427999884,222.82,1441.3,0.173665923,19.55
24/12/1980,0,15.285,0.427999884,282.22,1181.07,0.202610243,19.7
25/12/1980,2,13.65,0.427999884,261.96,1103.64,0.173665923,19.95
26/12/1980,0,10.05,0.427999884,333.75,720,0.159193762,20.2
27/12/1980,0,11.7,0.427999884,261.06,954.32,0.159193762,20.3
28/12/1980,0,8.01,0.427999884,235.51,800,0.133143874,20.2
29/12/1980,0,8.255,0.427999884,265.28,761.43,0.12735501,20.1
30/12/1980,0,11.545,0.427999884,318.71,847.5,0.123013362,20
31/12/1980,0,9.9,0.427999884,291.99,804.47,0.118671714,19.95
1/1/1981,0,10.95,0.427999884,332.66,683.79,0.115777282,19.7
2/1/1981,0,11.385,0.427999884,294.86,817.68,0.130249442,19.45
3/1/1981,0,9.2,0.427999884,350.01,569.09,0.133143874,19.2
4/1/1981,0,10.37,0.428586921,351.85,605.01,0.128802226,18.7
5/1/1981,0,10.86,0.431771991,312.04,742.49,0.115777282,18.5
6/1/1981,0,12.235,0.431999884,338.08,725.77,0.111435634,18.45
7/1/1981,0,14.965,0.431999884,274.82,1094.93,0.104199554,18.25
8/1/1981,0,11.09,0.431999884,275.2,860.54,0.107093986,18.2
9/1/1981,0,9.69,0.431999884,312.1,701.77,0.102752338,18.16
10/1/1981,0,9.49,0.431999884,328.59,649.93,0.104199554,18.125
11/1/1981,0,8.36,0.431999884,313.9,639.34,0.099857905,18.09
12/1/1981,0,5.645,0.431999884,292.64,569.38,0.099857905,18
13/1/1981,0,2.735,0.432586806,366.24,360.23,0.10564677,17.66
14/1/1981,0,5.69,0.436,388.69,396.36,0.117224498,17.36
15/1/1981,0,14.05,0.436,334.63,843.67,0.121566146,17.28
16/1/1981,0,17.06,0.436,293.98,1177.4,0.128802226,16.88
17/1/1981,0,12.565,0.436,331.92,799.54,0.14182717,16.17
18/1/1981,0,5.635,0.436,352.79,484.36,0.130249442,15.4
19/1/1981,0,7.22,0.436,377.84,476.55,0.118671714,15.15
20/1/1981,0,10.49,0.438459375,365.59,611.11,0.121566146,14.9
21/1/1981,8.29,14.5,0.44,204.87,1120,0.188138083,14.7
22/1/1981,0,10.285,0.44,303.41,792.69,0.217082403,14.2
23/1/1981,0,10.175,0.44,287.66,802.72,0.173665923,13.95
24/1/1981,5.06,12.335,0.44,176.38,1038.46,0.188138083,13.7
25/1/1981,0,11.12,0.44,355.29,718.28,0.202610243,13.5
26/1/1981,0,12.5,0.444000231,372.78,721.53,0.173665923,13.45
27/1/1981,0,13.025,0.444000231,390.15,695.4,0.144721602,13.6
28/1/1981,1,14.345,0.444000231,345.66,906.32,0.137485522,13.7
29/1/1981,0,13.19,0.444000231,373.62,762.71,0.13459109,13.8
30/1/1981,0,13.725,0.444000231,404.8,674.4,0.118671714,13.9
31/1/1981,0,15.435,0.448000116,370.02,878.01,0.11288285,13.8
1/2/1981,0,18.425,0.448000116,331.72,1201.66,0.125907794,13.79
2/2/1981,13.54,18.72,0.448000116,205.23,1480,0.159193762,13.765
3/2/1981,0,9.7,0.448000116,321.48,781.51,0.274971044,13.74
4/2/1981,0,7.51,0.450459375,364.84,561.96,0.274971044,13.52
5/2/1981,0,9.91,0.452,389.74,589.44,0.246026724,13.36
6/2/1981,0,14,0.452,409.86,675.48,0.246026724,12.96
7/2/1981,4.17,18.9,0.452,248.62,1342.43,0.260498884,12.78
8/2/1981,64.4,19.855,0.452,141.27,1833.86,1.707714905,12.79
9/2/1981,0,15.765,0.456000116,334.34,1162.05,5.629670324,12.79
10/2/1981,0,19.505,0.456000116,335.84,1440.46,2.879959883,12.74
11/2/1981,6.62,22.095,0.456000116,176.56,1997.14,1.548521143,12.76
12/2/1981,0,12.705,0.456000116,409.68,802.14,1.244605779,13.1
13/2/1981,0,14.365,0.46,355.67,1040,0.998579055,13.52
14/2/1981,0,17.37,0.46,312.85,1362.19,0.767024491,13.79
15/2/1981,0,18.715,0.46,282.07,1565.81,0.593358569,14.69
16/2/1981,0,20.835,0.46,281.8,1773.64,0.520997768,14.91
17/2/1981,0,22.34,0.464,310.23,1880,0.477581287,15.43
18/2/1981,9.03,22.25,0.464,227.27,2000,0.448636967,15.96
19/2/1981,0,21.065,0.464,324.43,1741.82,0.419692646,16.38
20/2/1981,0,19.05,0.464587037,376.37,1407.44,0.405220486,16.89
21/2/1981,0,17.625,0.468,394.39,1263.46,0.361804005,17.31
22/2/1981,0,17.355,0.468,443.82,1071.15,0.332859685,17.48
23/2/1981,0,17.86,0.468,357.89,1361.38,0.260498884,17.68
24/2/1981,0,13.685,0.472,437.01,903.5,0.188138083,18.02
25/2/1981,0,14.4,0.472,466.89,843.79,0.159193762,18.16
26/2/1981,0,16.55,0.472,442.15,1058.5,0.14182717,18.05
27/2/1981,0,16.65,0.472,479.58,907.82,0.144721602,17.94
28/2/1981,0,17.495,0.475999884,473.46,986.32,0.173665923,17.88
1/3/1981,0,18.14,0.475999884,448.29,1140.95,0.188138083,17.85
2/3/1981,0,19.345,0.475999884,398.81,1410.31,0.188138083,17.72
3/3/1981,0,18.07,0.478459259,414.35,1229.72,0.202610243,17.46
4/3/1981,0,18.735,0.48,441.6,1168.55,0.173665923,17.2
5/3/1981,6.22,22.145,0.48,191.38,2079.09,0.188138083,16.95
6/3/1981,0,17.925,0.48,428.15,1197.13,0.202610243,16.5
7/3/1981,0,15.445,0.484000116,460.58,946.83,0.202610243,16
8/3/1981,0,18.49,0.484000116,412.03,1306.65,0.188138083,15.5
9/3/1981,0,20.26,0.484000116,371.48,1594.96,0.159193762,14.95
10/3/1981,0,19.195,0.487772222,399.12,1404.7,0.143274386,14.5
11/3/1981,0,16.83,0.488000116,424.53,1155.82,0.144721602,14.2
12/3/1981,0,16.335,0.488000116,429.71,1112.1,0.143274386,13.7
13/3/1981,0,17.13,0.488000116,371.07,1331.58,0.13459109,13.45
14/3/1981,0,17.49,0.492,375.96,1356.66,0.123013362,13.1
15/3/1981,0,17.37,0.492,494.11,973.47,0.117224498,12.7
16/3/1981,5,18.5,0.492,283.86,1440,0.107093986,12.2
17/3/1981,0,14.585,0.496000231,482.63,860.8,0.098410689,11.95
18/3/1981,0,18.125,0.496000231,422.9,1244.49,0.095516257,11.45
19/3/1981,6.44,18.475,0.496000231,245.93,1548.99,0.108541202,10.7
20/3/1981,0,13.1,0.496000231,366.42,1049.34,0.144721602,10.45
21/3/1981,0,13.3,0.500000116,519.43,715.34,0.140379954,10.2
22/3/1981,12.91,16.315,0.500000116,307.2,1221.34,0.12735501,9.9
23/3/1981,2.89,17.395,0.500000116,253.39,1560,0.173665923,9.7
24/3/1981,0,12.98,0.503999884,404.25,997.04,0.202610243,9.45
25/3/1981,0,13.79,0.503999884,493.46,862.61,0.144721602,9.2
26/3/1981,0,17.01,0.503999884,460.66,1139.7,0.12011893,8.95
27/3/1981,0,19.11,0.503999884,489.02,1169.68,0.11288285,9
28/3/1981,0,20.035,0.508000116,475.95,1239.55,0.107093986,9.2
29/3/1981,0,21.175,0.508000116,452.61,1421.94,0.094069041,9.45
30/3/1981,0,22.515,0.508000116,417.15,1680.58,0.078149665,9.45
31/3/1981,0,25.135,0.511999884,397.98,2030.93,0.070913585,9.2
1/4/1981,0,25.09,0.511999884,396.38,2037.66,0.068019153,8.7
2/4/1981,0,24.39,0.511999884,382.98,2029.23,0.066571937,8.2
3/4/1981,0,21.04,0.512227778,526.99,1155.18,0.056441425,7.9
4/4/1981,0,23.75,0.515999769,454.27,1651.12,0.065124721,7.85
5/4/1981,0,23.06,0.515999769,470.69,1526.82,0.057888641,8.1
6/4/1981,0,21.885,0.515999769,401.46,1700.65,0.053546993,8.05
7/4/1981,0,18.77,0.52,512.95,1078.56,0.046310913,7.8
8/4/1981,0,20.09,0.52,511.32,1169.76,0.043416481,7.6
9/4/1981,0,22.175,0.52,468.2,1468.84,0.044863697,7.2
10/4/1981,0,22.225,0.521540741,466.57,1479.54,0.044863697,7
11/4/1981,0,22.705,0.523999884,482.44,1457.03,0.040522049,6.7
12/4/1981,0,22.53,0.523999884,493.71,1392.36,0.036180401,6.3
13/4/1981,0,22.39,0.523999884,512.12,1300.25,0.037627617,5.8
14/4/1981,0,22.75,0.528,516.66,1309.87,0.043416481,5.2
15/4/1981,0,23.82,0.528,491.97,1483.55,0.037627617,4.7
16/4/1981,0,24.93,0.528,390.57,2029.94,0.02894432,3.95
17/4/1981,0,23.75,0.528,438.53,1712.61,0.024602672,3.45
18/4/1981,0,23.015,0.532,502.52,1382.44,0.024602672,3.1
19/4/1981,0,23.815,0.532,492.7,1473.66,0.024602672,2.3
20/4/1981,0,23.285,0.532,459.56,1577.95,0.030391536,1.9
21/4/1981,0,23.34,0.535412963,442.69,1653.23,0.039074833,1.52
22/4/1981,0,24.18,0.536,429.75,1728.11,0.037627617,1.425
23/4/1981,0,24.245,0.536,455.81,1618.93,0.034733185,1.33
24/4/1981,0,23.495,0.536,450.1,1584.18,0.027497104,0.67
25/4/1981,0,23.745,0.54,445.01,1599.63,0.026049888,0.22
26/4/1981,0,23.98,0.54,430.21,1687.72,0.024602672,0.06
27/4/1981,0,23.435,0.54,345.41,1991.81,0.02170824,0.07
28/4/1981,0,23.75,0.54,423.33,1703.89,0.026049888,-0.02
29/4/1981,0,23.75,0.544000116,491.95,1417.2,0.026049888,-0.25
30/4/1981,0,23.685,0.544000116,487.85,1425.41,0.023155456,-0.46
1/5/1981,0,24.825,0.544000116,448.18,1676.77,0.018813808,-0.69
2/5/1981,0,25.54,0.544000116,373.55,2079.46,0.017366592,-1.04
3/5/1981,0,22,0.548000231,540.97,1103.54,0.024602672,-1.29
4/5/1981,0,22,0.548000231,543,1021.24,0.023155456,-1.52
5/5/1981,0,22.75,0.548000231,547.13,1042.42,0.02170824,-1.77
6/5/1981,0,24.875,0.548000231,459.36,1528.93,0.020261024,-2.03
7/5/1981,6,26.255,0.549540741,260.64,2412.1,0.020261024,-2.165
8/5/1981,0,24.42,0.552,385.41,1860.62,0.017366592,-2.3
9/5/1981,0,22.43,0.552,508.61,1188.4,0.017366592,-2.66
10/5/1981,0,24.305,0.552,470.09,839.85,0.020261024,-2.91
11/5/1981,0,23.895,0.552,490.44,773.24,0.018813808,-3.16
12/5/1981,0,22.185,0.556,533.83,627.57,0.015919376,-3.35
13/5/1981,0,21.98,0.556,582.64,520,0.013748552,-3.49
14/5/1981,0,24.79,0.556,521.23,735.74,0.012590779,-3.67
15/5/1981,0,24.895,0.556,519.67,745.39,0.012011893,-3.82
16/5/1981,0,24.41,0.556,543.18,689.09,0.011577728,-3.87
17/5/1981,0,26.47,0.560000116,526.1,800.65,0.010998842,-4.07
18/5/1981,0,26.77,0.560000116,511.27,857.73,0.010419955,-4.25
19/5/1981,0,26.32,0.560000116,502.92,848.14,0.010564677,-4.27
20/5/1981,0,26.935,0.560000116,439.78,957.51,0.010419955,-4.82
21/5/1981,0.11,25.545,0.560000116,414.79,890.95,0.009985791,-5.08
22/5/1981,0,22.245,0.561540856,547.8,600,0.009696347,-5.39
23/5/1981,0,22.86,0.564000231,549.57,600,0.009696347,-5.32
24/5/1981,0,24.3,0.564000231,547.62,668.57,0.009696347,-5.49
25/5/1981,0,24.96,0.564000231,531.64,720,0.010419955,-5.72
26/5/1981,47.36,26.01,0.564000231,354.13,886.1,0.02170824,-5.98
27/5/1981,31.82,26,0.564000231,301.47,1849.45,0.173665923,-6.19
28/5/1981,10.2,27.385,0.564000231,250.78,2657.3,0.434164806,-6.27
29/5/1981,0,25.24,0.567412963,466.99,1595.56,0.419692646,-6.355
30/5/1981,0,26.335,0.568000116,487.14,1590.11,0.188138083,-6.44
31/5/1981,0,27.095,0.568000116,493.48,1612.98,0.124460578,-6.61
1/6/1981,18.17,27.525,0.568000116,306.58,2314.95,0.390748326,-6.83
2/6/1981,0.7,27.005,0.568000116,435.59,1985.53,0.434164806,-7.06
3/6/1981,0,28.32,0.568000116,414.73,2264.05,0.303915365,-7.2
4/6/1981,20.46,27.75,0.568000116,299.86,2482.88,0.217082403,-7.14
5/6/1981,25.55,28.055,0.568000116,286.29,2657.93,0.144721602,-6.54
6/6/1981,0,28.34,0.568228009,367.42,2721.8,0.173665923,-5.8
7/6/1981,0,28.5,0.571412847,355.59,2797.96,0.159193762,-4.8
8/6/1981,17.55,28.13,0.571999884,257.08,2792.52,0.144721602,-3.8
9/6/1981,0,27.96,0.571999884,332.91,2800,0.332859685,-2.8
10/6/1981,0,28.75,0.571999884,347.08,2880,0.520997768,-2.2
11/6/1981,6.62,28.425,0.571999884,330.44,2718.35,0.289443204,-1.45
12/6/1981,0.04,28.09,0.571999884,416.93,2559.54,0.289443204,-0.3
13/6/1981,0,28.445,0.571999884,418.62,2603.59,0.260498884,0.7
14/6/1981,0,28.355,0.571999884,451.49,2421.38,0.188138083,2.5
15/6/1981,0,28.35,0.571999884,473.59,2285.08,0.131696658,3.95
16/6/1981,0,28.89,0.571999884,468.95,2372.11,0.096963473,4.95
17/6/1981,0,30.005,0.571999884,443.96,2650.76,0.075255233,5.7
18/6/1981,0,29.94,0.571999884,434.82,2674.23,0.057888641,6.5
19/6/1981,15.39,29.25,0.571999884,367.53,2679.15,0.056441425,7.2
20/6/1981,12.61,28.495,0.571999884,315.02,2638.46,0.063677505,7.7
21/6/1981,12.52,27.875,0.571999884,301.65,2620.1,0.069466369,8.2
22/6/1981,21.47,27.06,0.571999884,270.12,2640,0.347331845,8.7
23/6/1981,13.43,27.325,0.571999884,277.96,2661.66,0.217082403,9.45
24/6/1981,11.48,27.715,0.571999884,299.79,2640,0.535469928,9.95
25/6/1981,5.32,27.965,0.571999884,328.51,2548.82,0.535469928,10.45
26/6/1981,20.84,27.5,0.571999884,346.01,2400,0.376276166,11.1
27/6/1981,23.61,26.67,0.571999884,335.81,2320,0.636775049,11.7
28/6/1981,17.41,26.865,0.571999884,325.79,2400,0.940690414,12.2
29/6/1981,0,26.76,0.571999884,426.52,2419.09,0.578886409,12.7
30/6/1981,0,26.07,0.571999884,451.98,2280,0.318387525,13.2
1/7/1981,0,25,0.571999884,493.58,2000,0.202610243,13.7
2/7/1981,0,26.5,0.571999884,466.2,2280,0.144721602,14.2
3/7/1981,0,27.5,0.571999884,439.5,2480,0.115777282,14.7
4/7/1981,0,27.275,0.571999884,452,2400,0.107093986,15.2
5/7/1981,0,27.795,0.571999884,448.42,2480,0.217082403,15.7
6/7/1981,0,28.505,0.569540625,430.81,2640,0.128802226,16.2
7/7/1981,0,29.025,0.568000116,427.22,2719.97,0.094069041,16.45
8/7/1981,4.01,29.075,0.568000116,388.94,2701.97,0.082491313,16.7
9/7/1981,0,28.095,0.568000116,432.77,2558.55,0.070913585,17.1
10/7/1981,0,28.675,0.568000116,408.4,2720,0.068019153,17.3
11/7/1981,0,28.8,0.568000116,390.46,2796.16,0.059335857,17.5
12/7/1981,13.99,28.03,0.568000116,335.12,2489.64,0.053546993,17.8
13/7/1981,11.32,28.1,0.568000116,333.12,2508.61,0.052099777,18.2
14/7/1981,0,28.845,0.568000116,416.83,2714.09,0.079596881,18.45
15/7/1981,5.92,29.26,0.565540625,352.48,2880,0.115777282,18.7
16/7/1981,0,29.53,0.564000231,375.28,3000,0.143274386,18.95
17/7/1981,12.91,28.875,0.564000231,299.28,2800,0.124460578,19.2
18/7/1981,19.08,28.795,0.564000231,278.15,2880,0.107093986,19.4
19/7/1981,6.58,28.5,0.564000231,279.94,2834.63,0.69466369,19.7
20/7/1981,16.83,27.625,0.564000231,250.23,2822.08,1.678770585,19.85
21/7/1981,6.74,26.79,0.564000231,279.18,2603.22,1.548521143,20.1
22/7/1981,0,27.715,0.560000116,404.69,2640,1.172244977,20.2
23/7/1981,13.39,28.36,0.560000116,285.79,2801.4,0.839385292,20.3
24/7/1981,1.21,27.48,0.560000116,435.28,2480,0.853857453,20.34
25/7/1981,14.33,28.41,0.560000116,313.53,2691,0.709135851,20.38
26/7/1981,10.58,28.5,0.560000116,310.91,2720,1.027523375,20.52
27/7/1981,0,28.5,0.557540509,415.02,2720,1.244605779,20.61
28/7/1981,0,28.77,0.556,402.46,2800,0.767024491,20.64
29/7/1981,14.14,28.855,0.556,315.01,2753.46,0.69466369,20.62
30/7/1981,0,27.7,0.556,398.62,2665.05,1.490632502,20.68
31/7/1981,12.44,27.55,0.556,295.44,2665.23,0.607830729,20.89
1/8/1981,0,28.475,0.553540741,396.44,2795.97,0.781496652,21.07
2/8/1981,12.59,28.325,0.552,294.74,2786.86,0.998579055,21.35
3/8/1981,18.54,27.665,0.552,315.38,2613.27,2.619460999,21.58
4/8/1981,23.74,27.35,0.552,310.77,2592.79,2.648405319,21.8
5/8/1981,21.08,27.75,0.552,313.67,2640,4.283759424,22.03
6/8/1981,0,28.75,0.548000231,412.42,2800,3.154930927,22.27
7/8/1981,0,28.61,0.548000231,407.65,2800,1.36038306,22.56
8/8/1981,0,28.65,0.548000231,385.98,2875.03,1.056467696,22.88
9/8/1981,0,28.955,0.548000231,404,2864.86,0.810440972,23.01
10/8/1981,0,28.11,0.544000116,407.73,2736.2,0.492053447,23.17
11/8/1981,12.6,28.14,0.544000116,306.36,2742.74,0.361804005,23.4
12/8/1981,5.95,27.645,0.544000116,339.39,2527.01,0.303915365,23.65
13/8/1981,12.98,27.875,0.544000116,338.34,2560,0.492053447,23.81
14/8/1981,17.25,27.99,0.540227894,325.35,2637.33,4.153509982,23.92
15/8/1981,0,28.255,0.54,419.45,2720,4.428481026,24.05
16/8/1981,0,27.985,0.54,409.47,2715.04,1.852436508,24.23
17/8/1981,0,28,0.54,351.64,2880,0.955162574,24.42
18/8/1981,0.46,27.75,0.536,337.24,2880,0.607830729,24.5
19/8/1981,0,27.125,0.536,364.95,2720,0.434164806,24.51
20/8/1981,22.95,27.265,0.536,256.14,2800,0.376276166,24.5
21/8/1981,57.62,25.815,0.536,240.45,2640,12.28686402,24.5
22/8/1981,0,26.015,0.532,367.48,2560,16.64298425,24.54
23/8/1981,0,28,0.532,436.07,2640,7.076886345,24.55
24/8/1981,2.32,28,0.532,428.43,2640,3.603567894,24.66
25/8/1981,18.22,27.94,0.532,311.21,2700.09,2.228712673,24.79
26/8/1981,42.05,27.5,0.528,311.26,2640,2.214240513,24.84
27/8/1981,14.47,27.505,0.528,291.4,2721.81,3.545679253,24.93
28/8/1981,52.26,25.85,0.528,236.14,2666.5,14.22613349,24.97
29/8/1981,0.17,27.035,0.524227778,366.49,2720.46,19.8268595,24.87
30/8/1981,1.38,27.355,0.523999884,386.03,2685.3,8.335964284,24.67
31/8/1981,0.22,27.5,0.523999884,386.18,2720.67,6.353278335,24.73
1/9/1981,5.38,28,0.523999884,316.43,2799.67,4.02326054,24.85
2/9/1981,0,28,0.52,413.56,2720.46,7.858382997,25.1
3/9/1981,0,28.25,0.52,422.47,2719.22,4.819229352,25.32
4/9/1981,11.13,27.985,0.52,309.55,2714.48,2.358962115,25.56
5/9/1981,1.63,28.13,0.517540278,410.24,2681.75,2.055046751,25.74
6/9/1981,21.25,28.11,0.515999769,302.49,2755.77,2.141879712,25.92
7/9/1981,24.19,27.5,0.515999769,308.8,2640,5.977002169,26.12
8/9/1981,29.32,27.05,0.515999769,324.76,2495.57,20.2610243,26.33
