# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-02-08 06:35:27 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 272655080401601 STL-  42
# -----------------------------------------------------------------------------------
#
# Data provided for site 272655080401601
#            TS   parameter     statistic     Description
#         28838       62610     00001     Groundwater level above NGVD 1929, feet (Maximum)
#            00       72019     00011     Depth to water level, feet below land surface (Instantaneous)
#            00       62610     00011     Groundwater level above NGVD 1929, feet (Instantaneous)
#            00       62611     00011     Groundwater level above NAVD 1988, feet (Instantaneous)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
# 
# Discrete groundwater status codes included in this output:
#  '00_62610_00011_cd'
#  '00_62611_00011_cd'
#  '00_72019_00011_cd'
#
#     1          Not determined
#
#     A          Approved for publication -- Processing and review completed.
#
agency_cd	site_no	datetime	tz_cd	28838_62610_00001	28838_62610_00001_cd	00_62610_00011	00_62610_00011_cd	00_72019_00011	00_72019_00011_cd	00_62611_00011	00_62611_00011_cd
USGS	272655080401601	1980-05-13									
USGS	272655080401601	1980-05-14									
USGS	272655080401601	1980-05-15									
USGS	272655080401601	1980-05-16									
USGS	272655080401601	1980-05-17									
USGS	272655080401601	1980-05-18									
USGS	272655080401601	1980-05-19									
USGS	272655080401601	1980-05-20									
USGS	272655080401601	1980-05-21									
USGS	272655080401601	1980-05-22									
USGS	272655080401601	1980-05-23									
USGS	272655080401601	1980-05-24									
USGS	272655080401601	1980-05-25									
USGS	272655080401601	1980-05-26									
USGS	272655080401601	1980-05-27									
USGS	272655080401601	1980-05-28 14:50	UTC					2.66	1:A		
USGS	272655080401601	1980-05-29									
USGS	272655080401601	1980-05-30									
USGS	272655080401601	1980-05-31									
USGS	272655080401601	1980-06-01									
USGS	272655080401601	1980-06-02									
USGS	272655080401601	1980-06-03									
USGS	272655080401601	1980-06-04									
USGS	272655080401601	1980-06-05									
USGS	272655080401601	1980-06-06									
USGS	272655080401601	1980-06-07									
USGS	272655080401601	1980-06-08									
USGS	272655080401601	1980-06-09									
USGS	272655080401601	1980-06-10									
USGS	272655080401601	1980-06-11									
USGS	272655080401601	1980-06-12									
USGS	272655080401601	1980-06-13									
USGS	272655080401601	1980-06-14									
USGS	272655080401601	1980-06-15									
USGS	272655080401601	1980-06-16									
USGS	272655080401601	1980-06-17									
USGS	272655080401601	1980-06-18									
USGS	272655080401601	1980-06-19									
USGS	272655080401601	1980-06-20									
USGS	272655080401601	1980-06-21									
USGS	272655080401601	1980-06-22									
USGS	272655080401601	1980-06-23									
USGS	272655080401601	1980-06-24									
USGS	272655080401601	1980-06-25									
USGS	272655080401601	1980-06-26 15:25	UTC					2.59	1:A		
USGS	272655080401601	1980-06-27									
USGS	272655080401601	1980-06-28									
USGS	272655080401601	1980-06-29									
USGS	272655080401601	1980-06-30									
USGS	272655080401601	1980-07-01									
USGS	272655080401601	1980-07-02									
USGS	272655080401601	1980-07-03									
USGS	272655080401601	1980-07-04									
USGS	272655080401601	1980-07-05									
USGS	272655080401601	1980-07-06									
USGS	272655080401601	1980-07-07									
USGS	272655080401601	1980-07-08									
USGS	272655080401601	1980-07-09									
USGS	272655080401601	1980-07-10									
USGS	272655080401601	1980-07-11									
USGS	272655080401601	1980-07-12									
USGS	272655080401601	1980-07-13									
USGS	272655080401601	1980-07-14									
USGS	272655080401601	1980-07-15									
USGS	272655080401601	1980-07-16									
USGS	272655080401601	1980-07-17									
USGS	272655080401601	1980-07-18									
USGS	272655080401601	1980-07-19									
USGS	272655080401601	1980-07-20									
USGS	272655080401601	1980-07-21									
USGS	272655080401601	1980-07-22									
USGS	272655080401601	1980-07-23									
USGS	272655080401601	1980-07-24									
USGS	272655080401601	1980-07-25									
USGS	272655080401601	1980-07-26									
USGS	272655080401601	1980-07-27									
USGS	272655080401601	1980-07-28									
USGS	272655080401601	1980-07-29 14:30	UTC					1.69	1:A		
USGS	272655080401601	1980-07-30									
USGS	272655080401601	1980-07-31									
USGS	272655080401601	1980-08-01									
USGS	272655080401601	1980-08-02									
USGS	272655080401601	1980-08-03									
USGS	272655080401601	1980-08-04									
USGS	272655080401601	1980-08-05									
USGS	272655080401601	1980-08-06									
USGS	272655080401601	1980-08-07									
USGS	272655080401601	1980-08-08									
USGS	272655080401601	1980-08-09									
USGS	272655080401601	1980-08-10									
USGS	272655080401601	1980-08-11									
USGS	272655080401601	1980-08-12									
USGS	272655080401601	1980-08-13									
USGS	272655080401601	1980-08-14									
USGS	272655080401601	1980-08-15									
USGS	272655080401601	1980-08-16									
USGS	272655080401601	1980-08-17									
USGS	272655080401601	1980-08-18									
USGS	272655080401601	1980-08-19									
USGS	272655080401601	1980-08-20									
USGS	272655080401601	1980-08-21									
USGS	272655080401601	1980-08-22 15:00	UTC					2.39	1:A		
USGS	272655080401601	1980-08-23									
USGS	272655080401601	1980-08-24									
USGS	272655080401601	1980-08-25									
USGS	272655080401601	1980-08-26									
USGS	272655080401601	1980-08-27									
USGS	272655080401601	1980-08-28									
USGS	272655080401601	1980-08-29									
USGS	272655080401601	1980-08-30									
USGS	272655080401601	1980-08-31									
USGS	272655080401601	1980-09-01									
USGS	272655080401601	1980-09-02									
USGS	272655080401601	1980-09-03									
USGS	272655080401601	1980-09-04									
USGS	272655080401601	1980-09-05									
USGS	272655080401601	1980-09-06									
USGS	272655080401601	1980-09-07									
USGS	272655080401601	1980-09-08									
USGS	272655080401601	1980-09-09									
USGS	272655080401601	1980-09-10									
USGS	272655080401601	1980-09-11									
USGS	272655080401601	1980-09-12									
USGS	272655080401601	1980-09-13									
USGS	272655080401601	1980-09-14									
USGS	272655080401601	1980-09-15									
USGS	272655080401601	1980-09-16									
USGS	272655080401601	1980-09-17									
USGS	272655080401601	1980-09-18									
USGS	272655080401601	1980-09-19									
USGS	272655080401601	1980-09-20									
USGS	272655080401601	1980-09-21									
USGS	272655080401601	1980-09-22									
USGS	272655080401601	1980-09-23									
USGS	272655080401601	1980-09-24									
USGS	272655080401601	1980-09-25									
USGS	272655080401601	1980-09-26									
USGS	272655080401601	1980-09-27									
USGS	272655080401601	1980-09-28									
USGS	272655080401601	1980-09-29 14:25	UTC					3.38	1:A		
USGS	272655080401601	1980-09-30									
USGS	272655080401601	1980-10-01									
USGS	272655080401601	1980-10-02									
USGS	272655080401601	1980-10-03									
USGS	272655080401601	1980-10-04									
USGS	272655080401601	1980-10-05									
USGS	272655080401601	1980-10-06									
USGS	272655080401601	1980-10-07									
USGS	272655080401601	1980-10-08									
USGS	272655080401601	1980-10-09									
USGS	272655080401601	1980-10-10									
USGS	272655080401601	1980-10-11									
USGS	272655080401601	1980-10-12									
USGS	272655080401601	1980-10-13									
USGS	272655080401601	1980-10-14									
USGS	272655080401601	1980-10-15									
USGS	272655080401601	1980-10-16									
USGS	272655080401601	1980-10-17									
USGS	272655080401601	1980-10-18									
USGS	272655080401601	1980-10-19									
USGS	272655080401601	1980-10-20									
USGS	272655080401601	1980-10-21									
USGS	272655080401601	1980-10-22									
USGS	272655080401601	1980-10-23									
USGS	272655080401601	1980-10-24									
USGS	272655080401601	1980-10-25									
USGS	272655080401601	1980-10-26									
USGS	272655080401601	1980-10-27									
USGS	272655080401601	1980-10-28									
USGS	272655080401601	1980-10-29									
USGS	272655080401601	1980-10-30									
USGS	272655080401601	1980-10-31 19:00	UTC					3.09	1:A		
USGS	272655080401601	1980-11-01									
USGS	272655080401601	1980-11-02									
USGS	272655080401601	1980-11-03									
USGS	272655080401601	1980-11-04									
USGS	272655080401601	1980-11-05									
USGS	272655080401601	1980-11-06									
USGS	272655080401601	1980-11-07									
USGS	272655080401601	1980-11-08									
USGS	272655080401601	1980-11-09									
USGS	272655080401601	1980-11-10									
USGS	272655080401601	1980-11-11									
USGS	272655080401601	1980-11-12									
USGS	272655080401601	1980-11-13									
USGS	272655080401601	1980-11-14									
USGS	272655080401601	1980-11-15									
USGS	272655080401601	1980-11-16									
USGS	272655080401601	1980-11-17									
USGS	272655080401601	1980-11-18									
USGS	272655080401601	1980-11-19									
USGS	272655080401601	1980-11-20									
USGS	272655080401601	1980-11-21									
USGS	272655080401601	1980-11-22									
USGS	272655080401601	1980-11-23									
USGS	272655080401601	1980-11-24									
USGS	272655080401601	1980-11-25									
USGS	272655080401601	1980-11-26 19:15	UTC					2.26	1:A		
USGS	272655080401601	1980-11-27									
USGS	272655080401601	1980-11-28									
USGS	272655080401601	1980-11-29									
USGS	272655080401601	1980-11-30									
USGS	272655080401601	1980-12-01									
USGS	272655080401601	1980-12-02									
USGS	272655080401601	1980-12-03									
USGS	272655080401601	1980-12-04									
USGS	272655080401601	1980-12-05									
USGS	272655080401601	1980-12-06									
USGS	272655080401601	1980-12-07									
USGS	272655080401601	1980-12-08									
USGS	272655080401601	1980-12-09									
USGS	272655080401601	1980-12-10									
USGS	272655080401601	1980-12-11									
USGS	272655080401601	1980-12-12									
USGS	272655080401601	1980-12-13									
USGS	272655080401601	1980-12-14									
USGS	272655080401601	1980-12-15									
USGS	272655080401601	1980-12-16									
USGS	272655080401601	1980-12-17									
USGS	272655080401601	1980-12-18									
USGS	272655080401601	1980-12-19									
USGS	272655080401601	1980-12-20									
USGS	272655080401601	1980-12-21									
USGS	272655080401601	1980-12-22									
USGS	272655080401601	1980-12-23									
USGS	272655080401601	1980-12-24									
USGS	272655080401601	1980-12-25									
USGS	272655080401601	1980-12-26									
USGS	272655080401601	1980-12-27									
USGS	272655080401601	1980-12-28									
USGS	272655080401601	1980-12-29									
USGS	272655080401601	1980-12-30 19:16	UTC					2.47	1:A		
USGS	272655080401601	1980-12-31									
USGS	272655080401601	1981-01-01									
USGS	272655080401601	1981-01-02									
USGS	272655080401601	1981-01-03									
USGS	272655080401601	1981-01-04									
USGS	272655080401601	1981-01-05									
USGS	272655080401601	1981-01-06									
USGS	272655080401601	1981-01-07									
USGS	272655080401601	1981-01-08									
USGS	272655080401601	1981-01-09									
USGS	272655080401601	1981-01-10									
USGS	272655080401601	1981-01-11									
USGS	272655080401601	1981-01-12									
USGS	272655080401601	1981-01-13									
USGS	272655080401601	1981-01-14									
USGS	272655080401601	1981-01-15									
USGS	272655080401601	1981-01-16									
USGS	272655080401601	1981-01-17									
USGS	272655080401601	1981-01-18									
USGS	272655080401601	1981-01-19									
USGS	272655080401601	1981-01-20									
USGS	272655080401601	1981-01-21									
USGS	272655080401601	1981-01-22									
USGS	272655080401601	1981-01-23									
USGS	272655080401601	1981-01-24									
USGS	272655080401601	1981-01-25									
USGS	272655080401601	1981-01-26									
USGS	272655080401601	1981-01-27									
USGS	272655080401601	1981-01-28									
USGS	272655080401601	1981-01-29 18:30	UTC					3.21	1:A		
USGS	272655080401601	1981-01-30									
USGS	272655080401601	1981-01-31									
USGS	272655080401601	1981-02-01									
USGS	272655080401601	1981-02-02									
USGS	272655080401601	1981-02-03									
USGS	272655080401601	1981-02-04									
USGS	272655080401601	1981-02-05									
USGS	272655080401601	1981-02-06									
USGS	272655080401601	1981-02-07									
USGS	272655080401601	1981-02-08									
USGS	272655080401601	1981-02-09									
USGS	272655080401601	1981-02-10									
USGS	272655080401601	1981-02-11									
USGS	272655080401601	1981-02-12									
USGS	272655080401601	1981-02-13									
USGS	272655080401601	1981-02-14									
USGS	272655080401601	1981-02-15									
USGS	272655080401601	1981-02-16									
USGS	272655080401601	1981-02-17									
USGS	272655080401601	1981-02-18									
USGS	272655080401601	1981-02-19									
USGS	272655080401601	1981-02-20									
USGS	272655080401601	1981-02-21									
USGS	272655080401601	1981-02-22									
USGS	272655080401601	1981-02-23									
USGS	272655080401601	1981-02-24									
USGS	272655080401601	1981-02-25									
USGS	272655080401601	1981-02-26 18:00	UTC					3.06	1:A		
USGS	272655080401601	1981-02-27									
USGS	272655080401601	1981-02-28									
USGS	272655080401601	1981-03-01									
USGS	272655080401601	1981-03-02									
USGS	272655080401601	1981-03-03									
USGS	272655080401601	1981-03-04									
USGS	272655080401601	1981-03-05									
USGS	272655080401601	1981-03-06									
USGS	272655080401601	1981-03-07									
USGS	272655080401601	1981-03-08									
USGS	272655080401601	1981-03-09									
USGS	272655080401601	1981-03-10									
USGS	272655080401601	1981-03-11									
USGS	272655080401601	1981-03-12									
USGS	272655080401601	1981-03-13									
USGS	272655080401601	1981-03-14									
USGS	272655080401601	1981-03-15									
USGS	272655080401601	1981-03-16									
USGS	272655080401601	1981-03-17									
USGS	272655080401601	1981-03-18									
USGS	272655080401601	1981-03-19									
USGS	272655080401601	1981-03-20									
USGS	272655080401601	1981-03-21									
USGS	272655080401601	1981-03-22									
USGS	272655080401601	1981-03-23									
USGS	272655080401601	1981-03-24									
USGS	272655080401601	1981-03-25									
USGS	272655080401601	1981-03-26 17:40	UTC					2.75	1:A		
USGS	272655080401601	1981-03-27									
USGS	272655080401601	1981-03-28									
USGS	272655080401601	1981-03-29									
USGS	272655080401601	1981-03-30									
USGS	272655080401601	1981-03-31									
USGS	272655080401601	1981-04-01									
USGS	272655080401601	1981-04-02									
USGS	272655080401601	1981-04-03									
USGS	272655080401601	1981-04-04									
USGS	272655080401601	1981-04-05									
USGS	272655080401601	1981-04-06									
USGS	272655080401601	1981-04-07									
USGS	272655080401601	1981-04-08									
USGS	272655080401601	1981-04-09									
USGS	272655080401601	1981-04-10									
USGS	272655080401601	1981-04-11									
USGS	272655080401601	1981-04-12									
USGS	272655080401601	1981-04-13									
USGS	272655080401601	1981-04-14									
USGS	272655080401601	1981-04-15									
USGS	272655080401601	1981-04-16									
USGS	272655080401601	1981-04-17									
USGS	272655080401601	1981-04-18									
USGS	272655080401601	1981-04-19									
USGS	272655080401601	1981-04-20									
USGS	272655080401601	1981-04-21									
USGS	272655080401601	1981-04-22									
USGS	272655080401601	1981-04-23									
USGS	272655080401601	1981-04-24									
USGS	272655080401601	1981-04-25									
USGS	272655080401601	1981-04-26									
USGS	272655080401601	1981-04-27									
USGS	272655080401601	1981-04-28 18:00	UTC					3.70	1:A		
USGS	272655080401601	1981-04-29									
USGS	272655080401601	1981-04-30									
USGS	272655080401601	1981-05-01									
USGS	272655080401601	1981-05-02									
USGS	272655080401601	1981-05-03									
USGS	272655080401601	1981-05-04									
USGS	272655080401601	1981-05-05									
USGS	272655080401601	1981-05-06									
USGS	272655080401601	1981-05-07									
USGS	272655080401601	1981-05-08									
USGS	272655080401601	1981-05-09									
USGS	272655080401601	1981-05-10									
USGS	272655080401601	1981-05-11									
USGS	272655080401601	1981-05-12									
USGS	272655080401601	1981-05-13									
USGS	272655080401601	1981-05-14									
USGS	272655080401601	1981-05-15									
USGS	272655080401601	1981-05-16									
USGS	272655080401601	1981-05-17									
USGS	272655080401601	1981-05-18									
USGS	272655080401601	1981-05-19									
USGS	272655080401601	1981-05-20									
USGS	272655080401601	1981-05-21									
USGS	272655080401601	1981-05-22									
USGS	272655080401601	1981-05-23									
USGS	272655080401601	1981-05-24									
USGS	272655080401601	1981-05-25									
USGS	272655080401601	1981-05-26									
USGS	272655080401601	1981-05-27 17:35	UTC					2.86	1:A		
USGS	272655080401601	1981-05-28									
USGS	272655080401601	1981-05-29									
USGS	272655080401601	1981-05-30									
USGS	272655080401601	1981-05-31									
USGS	272655080401601	1981-06-01									
USGS	272655080401601	1981-06-02									
USGS	272655080401601	1981-06-03									
USGS	272655080401601	1981-06-04									
USGS	272655080401601	1981-06-05									
USGS	272655080401601	1981-06-06									
USGS	272655080401601	1981-06-07									
USGS	272655080401601	1981-06-08									
USGS	272655080401601	1981-06-09									
USGS	272655080401601	1981-06-10									
USGS	272655080401601	1981-06-11									
USGS	272655080401601	1981-06-12									
USGS	272655080401601	1981-06-13									
USGS	272655080401601	1981-06-14									
USGS	272655080401601	1981-06-15									
USGS	272655080401601	1981-06-16									
USGS	272655080401601	1981-06-17									
USGS	272655080401601	1981-06-18									
USGS	272655080401601	1981-06-19									
USGS	272655080401601	1981-06-20									
USGS	272655080401601	1981-06-21									
USGS	272655080401601	1981-06-22									
USGS	272655080401601	1981-06-23									
USGS	272655080401601	1981-06-24									
USGS	272655080401601	1981-06-25 15:48	UTC					3.07	1:A		
USGS	272655080401601	1981-06-26									
USGS	272655080401601	1981-06-27									
USGS	272655080401601	1981-06-28									
USGS	272655080401601	1981-06-29									
USGS	272655080401601	1981-06-30									
USGS	272655080401601	1981-07-01									
USGS	272655080401601	1981-07-02									
USGS	272655080401601	1981-07-03									
USGS	272655080401601	1981-07-04									
USGS	272655080401601	1981-07-05									
USGS	272655080401601	1981-07-06									
USGS	272655080401601	1981-07-07									
USGS	272655080401601	1981-07-08									
USGS	272655080401601	1981-07-09									
USGS	272655080401601	1981-07-10									
USGS	272655080401601	1981-07-11									
USGS	272655080401601	1981-07-12									
USGS	272655080401601	1981-07-13									
USGS	272655080401601	1981-07-14									
USGS	272655080401601	1981-07-15									
USGS	272655080401601	1981-07-16									
USGS	272655080401601	1981-07-17									
USGS	272655080401601	1981-07-18									
USGS	272655080401601	1981-07-19									
USGS	272655080401601	1981-07-20									
USGS	272655080401601	1981-07-21									
USGS	272655080401601	1981-07-22									
USGS	272655080401601	1981-07-23									
USGS	272655080401601	1981-07-24									
USGS	272655080401601	1981-07-25									
USGS	272655080401601	1981-07-26									
USGS	272655080401601	1981-07-27									
USGS	272655080401601	1981-07-28									
USGS	272655080401601	1981-07-29 17:15	UTC					3.60	1:A		
USGS	272655080401601	1981-07-30									
USGS	272655080401601	1981-07-31									
USGS	272655080401601	1981-08-01									
USGS	272655080401601	1981-08-02									
USGS	272655080401601	1981-08-03									
USGS	272655080401601	1981-08-04									
USGS	272655080401601	1981-08-05									
USGS	272655080401601	1981-08-06									
USGS	272655080401601	1981-08-07									
USGS	272655080401601	1981-08-08									
USGS	272655080401601	1981-08-09									
USGS	272655080401601	1981-08-10									
USGS	272655080401601	1981-08-11									
USGS	272655080401601	1981-08-12									
USGS	272655080401601	1981-08-13									
USGS	272655080401601	1981-08-14									
USGS	272655080401601	1981-08-15									
USGS	272655080401601	1981-08-16									
USGS	272655080401601	1981-08-17									
USGS	272655080401601	1981-08-18									
USGS	272655080401601	1981-08-19									
USGS	272655080401601	1981-08-20									
USGS	272655080401601	1981-08-21									
USGS	272655080401601	1981-08-22									
USGS	272655080401601	1981-08-23									
USGS	272655080401601	1981-08-24									
USGS	272655080401601	1981-08-25									
USGS	272655080401601	1981-08-26									
USGS	272655080401601	1981-08-27 18:03	UTC					1.33	1:A		
USGS	272655080401601	1981-08-28									
USGS	272655080401601	1981-08-29									
USGS	272655080401601	1981-08-30									
USGS	272655080401601	1981-08-31									
USGS	272655080401601	1981-09-01									
USGS	272655080401601	1981-09-02									
USGS	272655080401601	1981-09-03									
USGS	272655080401601	1981-09-04									
USGS	272655080401601	1981-09-05									
USGS	272655080401601	1981-09-06									
USGS	272655080401601	1981-09-07									
USGS	272655080401601	1981-09-08									
USGS	272655080401601	1981-09-09									
USGS	272655080401601	1981-09-10									
USGS	272655080401601	1981-09-11									
USGS	272655080401601	1981-09-12									
USGS	272655080401601	1981-09-13									
USGS	272655080401601	1981-09-14									
USGS	272655080401601	1981-09-15									
USGS	272655080401601	1981-09-16									
USGS	272655080401601	1981-09-17									
USGS	272655080401601	1981-09-18									
USGS	272655080401601	1981-09-19									
USGS	272655080401601	1981-09-20									
USGS	272655080401601	1981-09-21									
USGS	272655080401601	1981-09-22									
USGS	272655080401601	1981-09-23									
USGS	272655080401601	1981-09-24									
USGS	272655080401601	1981-09-25									
USGS	272655080401601	1981-09-26									
USGS	272655080401601	1981-09-27									
USGS	272655080401601	1981-09-28									
USGS	272655080401601	1981-09-29 18:31	UTC					1.14	1:A		
USGS	272655080401601	1981-09-30									
USGS	272655080401601	1981-10-01									
USGS	272655080401601	1981-10-02									
USGS	272655080401601	1981-10-03									
USGS	272655080401601	1981-10-04									
USGS	272655080401601	1981-10-05									
USGS	272655080401601	1981-10-06									
USGS	272655080401601	1981-10-07									
USGS	272655080401601	1981-10-08									
USGS	272655080401601	1981-10-09									
USGS	272655080401601	1981-10-10									
USGS	272655080401601	1981-10-11									
USGS	272655080401601	1981-10-12									
USGS	272655080401601	1981-10-13									
USGS	272655080401601	1981-10-14									
USGS	272655080401601	1981-10-15									
USGS	272655080401601	1981-10-16									
USGS	272655080401601	1981-10-17									
USGS	272655080401601	1981-10-18									
USGS	272655080401601	1981-10-19									
USGS	272655080401601	1981-10-20									
USGS	272655080401601	1981-10-21									
USGS	272655080401601	1981-10-22									
USGS	272655080401601	1981-10-23									
USGS	272655080401601	1981-10-24									
USGS	272655080401601	1981-10-25									
USGS	272655080401601	1981-10-26									
USGS	272655080401601	1981-10-27									
USGS	272655080401601	1981-10-28									
USGS	272655080401601	1981-10-29 18:06	UTC					2.66	1:A		
USGS	272655080401601	1981-10-30									
USGS	272655080401601	1981-10-31									
USGS	272655080401601	1981-11-01									
USGS	272655080401601	1981-11-02									
USGS	272655080401601	1981-11-03									
USGS	272655080401601	1981-11-04									
USGS	272655080401601	1981-11-05									
USGS	272655080401601	1981-11-06									
USGS	272655080401601	1981-11-07									
USGS	272655080401601	1981-11-08									
USGS	272655080401601	1981-11-09									
USGS	272655080401601	1981-11-10									
USGS	272655080401601	1981-11-11									
USGS	272655080401601	1981-11-12									
USGS	272655080401601	1981-11-13									
USGS	272655080401601	1981-11-14									
USGS	272655080401601	1981-11-15									
USGS	272655080401601	1981-11-16									
USGS	272655080401601	1981-11-17									
USGS	272655080401601	1981-11-18									
USGS	272655080401601	1981-11-19									
USGS	272655080401601	1981-11-20									
USGS	272655080401601	1981-11-21									
USGS	272655080401601	1981-11-22									
USGS	272655080401601	1981-11-23									
USGS	272655080401601	1981-11-24 19:25	UTC					2.87	1:A		
USGS	272655080401601	1981-11-25									
USGS	272655080401601	1981-11-26									
USGS	272655080401601	1981-11-27									
USGS	272655080401601	1981-11-28									
