date,prcp(mm/day),tmean(C),dayl(day),srad(W/m2),vp(Pa),flow(mm),GW(Feet)
18/4/1981,0,22.465,0.531999884,476.64,1451.66,0.012027681,31.89
19/4/1981,0,23.185,0.531999884,505.7,1385.44,0.010595814,31.89
20/4/1981,0,23.455,0.531999884,478.44,1526.32,0.009736694,31.74
21/4/1981,0,23.935,0.53336412,459.9,1642.38,0.008877574,31.54
22/4/1981,0,24.235,0.535999884,466.94,1604.76,0.008591201,31.15
23/4/1981,0,24.63,0.535999884,456.62,1682.3,0.008018454,30.36
24/4/1981,0,24.13,0.535999884,472.03,1576.59,0.00773208,30.36
25/4/1981,0,24.125,0.538919213,474.14,1541.47,0.007159334,29.35
26/4/1981,0,24.155,0.540000231,434.3,1716.4,0.006300214,28.4
27/4/1981,0,23.195,0.540000231,361.86,1922.61,0.00601384,28.45
28/4/1981,0,23.795,0.540000231,384.49,1895.16,0.00601384,28.4
29/4/1981,0,23.59,0.54291956,501.1,1401.52,0.005441094,28.33
30/4/1981,0,24.075,0.544000116,488.29,1486.75,0.004868347,28.1
1/5/1981,0,25.115,0.544000116,473.66,1630.49,0.004581974,27.72
2/5/1981,0,26,0.544000116,410.47,1996.71,0.0042956,26.77
3/5/1981,0,21.88,0.546075116,528,1178.98,0.004009227,26.47
4/5/1981,0,21.53,0.547999537,527.64,1081.78,0.004009227,26.07
5/5/1981,0,21.91,0.547999537,547.63,987.66,0.003722854,26
6/5/1981,0,24.36,0.547999537,495.98,1327.02,0.003722854,25.94
7/5/1981,0.43,26.655,0.548750347,363.57,2124.14,0.00343648,25.81
8/5/1981,0,24.975,0.552,433.32,1647.9,0.00343648,24.93
9/5/1981,0,22.405,0.552,515.04,1135.93,0.002863734,24.93
10/5/1981,0,25.23,0.552,495.56,1034.44,0.002863734,24.31
11/5/1981,0,24.475,0.552,538.74,675.76,0.002863734,23.99
12/5/1981,0,22.515,0.554919329,574.5,545.34,0.00257736,24.03
13/5/1981,0,22.925,0.555999884,569.8,560,0.00257736,23.98
14/5/1981,0,24.945,0.555999884,515.7,720.22,0.002290987,23.97
15/5/1981,0,25.31,0.555999884,527.37,720,0.002033251,23.89
16/5/1981,0,25.17,0.555999884,551.33,681.2,0.001804152,23.64
17/5/1981,0,26.82,0.558919329,530.94,800,0.001603691,22.75
18/5/1981,0,27.35,0.559999653,511.55,856.1,0.001403229,22.36
19/5/1981,0,26.51,0.559999653,519.46,800.28,0.001260043,22.28
20/5/1981,3.5,27.245,0.559999653,452.33,909.34,0.001460504,22.29
21/5/1981,16.75,25.31,0.559999653,327.22,931.85,0.001260043,22.23
22/5/1981,0,22.59,0.560750463,527.24,639.91,0.001345955,22.05
23/5/1981,0,22.725,0.563663657,523.31,641.21,0.001345955,20.85
24/5/1981,0,23.5,0.564000116,524.63,682.52,0.001231405,20.62
25/5/1981,0,24.42,0.564000116,520.1,732.54,0.001002307,20.62
26/5/1981,0,25.105,0.564000116,483.95,828.76,0.008018454,20.25
27/5/1981,34.54,26.435,0.564000116,296.09,1354.21,0.045819736,20.3
28/5/1981,5.6,27.17,0.564010069,304.35,2070.55,0.040092269,20.22
29/5/1981,0,25.68,0.565364005,480.57,1227.09,0.019187015,20.08
30/5/1981,0,26.315,0.56796794,495.18,1202.29,0.015750534,19.3
31/5/1981,0,27.25,0.567999769,494.39,1261.51,0.013745921,19.3
1/6/1981,8.53,27.61,0.567999769,314.12,1933.93,0.012600427,18.74
2/6/1981,2.7,27.065,0.567999769,385.65,1724.1,0.011741307,18.83
3/6/1981,0,28.125,0.567999769,415.01,1838.25,0.008877574,18.83
4/6/1981,6.61,27.995,0.567999769,330.11,2168.17,0.011168561,18.72
5/6/1981,20.59,27.93,0.567999769,285.99,2332.94,0.017755148,18.85
6/6/1981,0,28.57,0.568326736,375.31,2343.06,0.028064588,18.52
7/6/1981,26.9,28.73,0.56936412,285.64,2582.55,0.080184538,18.55
8/6/1981,9.8,28.465,0.570919329,326.55,2596.63,0.085912005,18.86
9/6/1981,11.82,27.82,0.571968171,253.4,2717.75,0.05727467,18.86
10/6/1981,13.87,28.645,0.572,288.24,2794.99,0.065865871,19.76
11/6/1981,21.5,28.265,0.572,311.22,2557.32,0.131731742,20.57
12/6/1981,15.41,28.235,0.572,312.78,2553.99,0.266327217,20.94
13/6/1981,0,28.245,0.572,394.37,2640,0.148914143,21.95
14/6/1981,0,28.01,0.572,432.22,2465.43,0.083048272,22.72
15/6/1981,0,27.815,0.572,459.68,2313.32,0.054410937,23.59
16/6/1981,0,28.2,0.572,478.75,2260.28,0.040092269,24.37
17/6/1981,0,29.56,0.572,457.05,2538.2,0.031501069,25.14
18/6/1981,0,29.725,0.572,437.93,2651.05,0.024914482,25.88
19/6/1981,0,28.535,0.572,425.37,2563.76,0.020905255,26.64
20/6/1981,1.17,28.75,0.572,411.53,2610.62,0.017468774,27.25
21/6/1981,18.22,27.865,0.572,330.11,2445.1,0.016036908,27.89
22/6/1981,3.03,27.405,0.572,360.38,2538.75,0.015464161,28.42
23/6/1981,8.16,27.41,0.572,323.23,2618,0.016036908,29.02
24/6/1981,6.56,27.925,0.572,316.3,2552.5,0.015177788,29.45
25/6/1981,3.87,27.98,0.572,337.81,2511.92,0.016609654,30.05
26/6/1981,0,27.72,0.572,454.59,2384.65,0.023768988,30.05
27/6/1981,0,27.08,0.572,455.3,2294.45,0.024341735,30.53
28/6/1981,19.12,27.245,0.572,327.4,2397.63,0.040092269,30.84
29/6/1981,0,26.78,0.572,400.1,2465.4,0.031501069,31.1
30/6/1981,0,25.765,0.572,435.99,2251.34,0.020905255,31.4
1/7/1981,0,24.82,0.572,489.44,1943.49,0.015464161,31.8
2/7/1981,0,26.1,0.572,472.47,2152.16,0.012886801,32.2
3/7/1981,0,27.215,0.572,416.16,2480.98,0.013173174,32.6
4/7/1981,0,27.75,0.571663889,456.54,2399.4,0.014032294,33
5/7/1981,0,28.235,0.570074769,452.75,2474.92,0.008304827,33.4
6/7/1981,1.67,28.725,0.56875081,413.32,2631.33,0.00687296,33.6
7/7/1981,0,29.175,0.568009722,423.29,2712.08,0.005727467,34
8/7/1981,0,29.06,0.567999769,440.81,2620.82,0.004581974,34.4
9/7/1981,0,28.505,0.567999769,454.79,2480.96,0.004009227,34.4
10/7/1981,0,28.51,0.567999769,415.69,2629.82,0.004009227,34.84
11/7/1981,0,29.145,0.567999769,402.24,2766.39,0.005441094,35.13
12/7/1981,22.82,27.85,0.567999769,346.72,2352.72,0.025200855,35.45
13/7/1981,0.02,28.07,0.567999769,447.64,2441.06,0.05727467,35.68
14/7/1981,0.41,28.965,0.566919097,428.91,2629.46,0.028350962,35.88
15/7/1981,0,29.565,0.564750926,403.01,2818.3,0.015177788,36.12
16/7/1981,0,29.74,0.564000116,395.25,2877.5,0.009450321,36.38
17/7/1981,1.27,29.635,0.564000116,400.55,2829.68,0.008591201,36.58
18/7/1981,13.84,29.17,0.564000116,304.79,2814.25,0.010023067,36.75
19/7/1981,6.72,28.78,0.564000116,293.79,2767.71,0.00773208,37.05
20/7/1981,12.13,27.84,0.564000116,293.86,2729.9,0.00601384,37.15
21/7/1981,3.99,27.33,0.562074653,333.13,2551.06,0.004581974,37.35
22/7/1981,0,27.965,0.560009606,421.17,2564.47,0.003722854,37.49
23/7/1981,16.5,28.225,0.559999653,290.72,2709.63,0.002749184,37.62
24/7/1981,16.21,27.2,0.559999653,329.8,2418.31,0.002262349,37.84
25/7/1981,1.74,27.935,0.559999653,394.38,2595.24,0.002004613,37.59
26/7/1981,8.57,28.495,0.55996794,299.27,2717.78,0.003722854,37.61
27/7/1981,6.66,28.41,0.55675081,284.89,2772.08,0.010595814,37.75
28/7/1981,0,28.4,0.555999884,384.87,2757.98,0.05727467,38.05
29/7/1981,0.25,28.6,0.555999884,403.36,2704.93,0.037228536,38.05
30/7/1981,0,27.91,0.555999884,411.38,2605.58,0.025773602,38.4
31/7/1981,0,27.75,0.555999884,405.98,2606.22,0.018041521,38.57
1/8/1981,21.89,28.2,0.552750926,344.1,2624.58,0.014891414,38.72
2/8/1981,4.62,28.245,0.552,375.7,2720,0.013459548,38.93
3/8/1981,0,27.195,0.552,400.41,2555.94,0.011741307,39.03
4/8/1981,13.13,27.365,0.552,306.8,2558.85,0.011741307,39.04
5/8/1981,10.45,27.55,0.551663426,309.42,2576.13,0.019187015,39.11
6/8/1981,0,28.39,0.547999537,415.39,2685.42,0.031501069,39.26
7/8/1981,0.87,28.51,0.547999537,416.48,2652.81,0.031501069,39.32
8/8/1981,0,28.545,0.547999537,409.52,2734.97,0.037228536,39.34
9/8/1981,9.55,29.045,0.547999537,319.34,2783.91,0.040092269,39.27
10/8/1981,0,28.465,0.544010069,412.41,2714.7,0.077320805,39.45
11/8/1981,5,27.875,0.544000116,291.1,2716.67,0.054410937,39.65
12/8/1981,0,27.375,0.544000116,439.5,2480.89,0.042956003,39.84
13/8/1981,6,28.015,0.544000116,330.83,2564.07,0.040092269,39.84
14/8/1981,7.58,28.05,0.540327083,312.23,2657.46,0.037228536,40.06
15/8/1981,0,28.015,0.540000231,396.03,2719.76,0.031501069,40.21
16/8/1981,0,27.825,0.540000231,405.74,2664.08,0.027205468,40.32
17/8/1981,1.75,27.765,0.540000231,286.62,2879.35,0.022623495,40.47
18/8/1981,5.04,27.08,0.536009838,238.66,2812.73,0.022623495,40.63
19/8/1981,7.45,26.765,0.535999884,252.74,2714.39,0.020332508,40.79
20/8/1981,7.25,26.77,0.535999884,239.3,2800,0.027778215,40.91
21/8/1981,29.74,26,0.535999884,247.83,2630.03,0.100230673,40.9
22/8/1981,5.97,25.97,0.531999884,307.78,2489.66,0.16323281,40.94
23/8/1981,38.84,27.745,0.531999884,332.08,2559,0.191870146,41.02
24/8/1981,0.39,27.915,0.531999884,431.21,2612.89,0.312146953,41
25/8/1981,4.74,28,0.531663542,314.25,2720,0.289237085,41.09
26/8/1981,17.74,27.885,0.528000347,300.46,2718.31,0.217643747,41.18
27/8/1981,18.82,27.43,0.528000347,288.19,2701.89,0.177551478,41.18
28/8/1981,21.16,26.815,0.528000347,268.96,2686.26,0.349375489,41.28
29/8/1981,20.55,27.45,0.524326968,286.77,2720,0.31787442,41.31
30/8/1981,10.01,27.54,0.524000116,306.06,2652.73,0.306419486,41.32
31/8/1981,2.34,27.24,0.524000116,358.6,2633.35,0.512608299,41.43
1/9/1981,5.62,27.49,0.524000116,332.15,2653.64,0.412377626,41.61
