# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-02-08 06:17:00 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 300740084293001 USGS WELL(BENCHMARK)NR CRAWFORDVILLE,FLA.
# -----------------------------------------------------------------------------------
#
# Data provided for site 300740084293001
#            TS   parameter     statistic     Description
#         29918       62610     00001     Groundwater level above NGVD 1929, feet (Maximum)
#            00       72019     00011     Depth to water level, feet below land surface (Instantaneous)
#            00       62610     00011     Groundwater level above NGVD 1929, feet (Instantaneous)
#            00       62611     00011     Groundwater level above NAVD 1988, feet (Instantaneous)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
# Discrete groundwater status codes included in this output:
#  '00_62610_00011_cd'
#  '00_62611_00011_cd'
#  '00_72019_00011_cd'
#
#     ""         The reported water-level measurement represents a static level
#     1          Not determined
#
#     A          Approved for publication -- Processing and review completed.
#
agency_cd	site_no	datetime	tz_cd	29918_62610_00001	29918_62610_00001_cd	00_62610_00011	00_62610_00011_cd	00_72019_00011	00_72019_00011_cd	00_62611_00011	00_62611_00011_cd
USGS	300740084293001	1980-03-07		32.85	A						
USGS	300740084293001	1980-03-07 22:55	UTC					13.88	1:A		
USGS	300740084293001	1980-03-08		32.84	A						
USGS	300740084293001	1980-03-09		33.70	A						
USGS	300740084293001	1980-03-10		34.45	A						
USGS	300740084293001	1980-03-11		34.94	A						
USGS	300740084293001	1980-03-12		35.06	A						
USGS	300740084293001	1980-03-13		35.05	A						
USGS	300740084293001	1980-03-14		34.79	A						
USGS	300740084293001	1980-03-15		34.52	A						
USGS	300740084293001	1980-03-16		34.31	A						
USGS	300740084293001	1980-03-17		34.16	A						
USGS	300740084293001	1980-03-18		34.03	A						
USGS	300740084293001	1980-03-19		33.90	A						
USGS	300740084293001	1980-03-20		33.80	A						
USGS	300740084293001	1980-03-21		33.76	A						
USGS	300740084293001	1980-03-22		33.60	A						
USGS	300740084293001	1980-03-23		33.51	A						
USGS	300740084293001	1980-03-24		33.43	A						
USGS	300740084293001	1980-03-25		33.35	A						
USGS	300740084293001	1980-03-26		33.22	A						
USGS	300740084293001	1980-03-27		33.14	A						
USGS	300740084293001	1980-03-28		33.11	A						
USGS	300740084293001	1980-03-29		33.18	A						
USGS	300740084293001	1980-03-30		33.36	A						
USGS	300740084293001	1980-03-31		33.44	A						
USGS	300740084293001	1980-04-01		33.44	A						
USGS	300740084293001	1980-04-02		33.64	A						
USGS	300740084293001	1980-04-03		33.89	A						
USGS	300740084293001	1980-04-04		34.32	A						
USGS	300740084293001	1980-04-05		34.48	A						
USGS	300740084293001	1980-04-06		34.48	A						
USGS	300740084293001	1980-04-07		34.43	A						
USGS	300740084293001	1980-04-08		34.31	A						
USGS	300740084293001	1980-04-09		34.25	A						
USGS	300740084293001	1980-04-10		34.19	A						
USGS	300740084293001	1980-04-11		34.08	A						
USGS	300740084293001	1980-04-12		33.99	A						
USGS	300740084293001	1980-04-13		33.96	A						
USGS	300740084293001	1980-04-14		33.93	A						
USGS	300740084293001	1980-04-15		33.81	A						
USGS	300740084293001	1980-04-16		33.71	A						
USGS	300740084293001	1980-04-17		33.62	A						
USGS	300740084293001	1980-04-18		33.55	A						
USGS	300740084293001	1980-04-19		33.47	A						
USGS	300740084293001	1980-04-20		33.38	A						
USGS	300740084293001	1980-04-21		33.33	A						
USGS	300740084293001	1980-04-22		33.24	A						
USGS	300740084293001	1980-04-23		33.15	A						
USGS	300740084293001	1980-04-24		33.09	A						
USGS	300740084293001	1980-04-25		32.99	A						
USGS	300740084293001	1980-04-26		32.95	A						
USGS	300740084293001	1980-04-27		33.06	A						
USGS	300740084293001	1980-04-28		33.05	A						
USGS	300740084293001	1980-04-29		33.06	A						
USGS	300740084293001	1980-04-30		33.01	A						
USGS	300740084293001	1980-05-01		32.95	A						
USGS	300740084293001	1980-05-02		32.90	A						
USGS	300740084293001	1980-05-03		32.83	A						
USGS	300740084293001	1980-05-04		32.78	A						
USGS	300740084293001	1980-05-05		32.74	A						
USGS	300740084293001	1980-05-06		32.68	A						
USGS	300740084293001	1980-05-07		32.60	A						
USGS	300740084293001	1980-05-08		32.54	A						
USGS	300740084293001	1980-05-09		32.52	A						
USGS	300740084293001	1980-05-10		32.48	A						
USGS	300740084293001	1980-05-11		32.44	A						
USGS	300740084293001	1980-05-12		32.39	A						
USGS	300740084293001	1980-05-13		32.35	A						
USGS	300740084293001	1980-05-13 17:50	UTC					14.45	1:A		
USGS	300740084293001	1980-05-14		32.31	A						
USGS	300740084293001	1980-05-15		32.27	A						
USGS	300740084293001	1980-05-16		32.21	A						
USGS	300740084293001	1980-05-17		32.19	A						
USGS	300740084293001	1980-05-18		32.19	A						
USGS	300740084293001	1980-05-19		32.19	A						
USGS	300740084293001	1980-05-20		32.20	A						
USGS	300740084293001	1980-05-21		32.16	A						
USGS	300740084293001	1980-05-22		32.16	A						
USGS	300740084293001	1980-05-23		32.22	A						
USGS	300740084293001	1980-05-24		32.37	A						
USGS	300740084293001	1980-05-25		32.72	A						
USGS	300740084293001	1980-05-26		32.95	A						
USGS	300740084293001	1980-05-27		33.14	A						
USGS	300740084293001	1980-05-28		33.18	A						
USGS	300740084293001	1980-05-29		33.14	A						
USGS	300740084293001	1980-05-30		33.03	A						
USGS	300740084293001	1980-05-31		32.91	A						
USGS	300740084293001	1980-06-01		32.78	A						
USGS	300740084293001	1980-06-02		32.66	A						
USGS	300740084293001	1980-06-03		32.52	A						
USGS	300740084293001	1980-06-04		32.40	A						
USGS	300740084293001	1980-06-05		32.30	A						
USGS	300740084293001	1980-06-06		32.17	A						
USGS	300740084293001	1980-06-07		32.07	A						
USGS	300740084293001	1980-06-08		31.97	A						
USGS	300740084293001	1980-06-09		32.20	A						
USGS	300740084293001	1980-06-10		32.34	A						
USGS	300740084293001	1980-06-11		32.37	A						
USGS	300740084293001	1980-06-12		32.36	A						
USGS	300740084293001	1980-06-13		32.31	A						
USGS	300740084293001	1980-06-14		32.25	A						
USGS	300740084293001	1980-06-15		32.18	A						
USGS	300740084293001	1980-06-16		32.10	A						
USGS	300740084293001	1980-06-17		32.02	A						
USGS	300740084293001	1980-06-18		32.07	A						
USGS	300740084293001	1980-06-19		32.09	A						
USGS	300740084293001	1980-06-20		32.18	A						
USGS	300740084293001	1980-06-21		32.52	A						
USGS	300740084293001	1980-06-22		32.72	A						
USGS	300740084293001	1980-06-23		32.86	A						
USGS	300740084293001	1980-06-24		33.01	A						
USGS	300740084293001	1980-06-25		33.16	A						
USGS	300740084293001	1980-06-26		33.25	A						
USGS	300740084293001	1980-06-27		33.25	A						
USGS	300740084293001	1980-06-28		33.21	A						
USGS	300740084293001	1980-06-29		33.16	A						
USGS	300740084293001	1980-06-30		33.09	A						
USGS	300740084293001	1980-07-01		33.02	A						
USGS	300740084293001	1980-07-02		32.89	A						
USGS	300740084293001	1980-07-03		32.76	A						
USGS	300740084293001	1980-07-04		32.65	A						
USGS	300740084293001	1980-07-05		32.55	A						
USGS	300740084293001	1980-07-06		32.44	A						
USGS	300740084293001	1980-07-07		32.38	A						
USGS	300740084293001	1980-07-08		32.29	A						
USGS	300740084293001	1980-07-09		32.20	A						
USGS	300740084293001	1980-07-10		32.12	A						
USGS	300740084293001	1980-07-11		32.05	A						
USGS	300740084293001	1980-07-12		31.97	A						
USGS	300740084293001	1980-07-13		31.89	A						
USGS	300740084293001	1980-07-14		31.82	A						
USGS	300740084293001	1980-07-15		31.79	A						
USGS	300740084293001	1980-07-16		31.77	A						
USGS	300740084293001	1980-07-17		31.75	A						
USGS	300740084293001	1980-07-18		31.72	A						
USGS	300740084293001	1980-07-19		31.99	A						
USGS	300740084293001	1980-07-20		32.31	A						
USGS	300740084293001	1980-07-21		32.49	A						
USGS	300740084293001	1980-07-22		32.59	A						
USGS	300740084293001	1980-07-23		32.61	A						
USGS	300740084293001	1980-07-24		33.27	A						
USGS	300740084293001	1980-07-25		34.47	A						
USGS	300740084293001	1980-07-26		35.06	A						
USGS	300740084293001	1980-07-27		35.27	A						
USGS	300740084293001	1980-07-28		35.27	A						
USGS	300740084293001	1980-07-29		35.25	A						
USGS	300740084293001	1980-07-30		35.22	A						
USGS	300740084293001	1980-07-31		34.94	A						
USGS	300740084293001	1980-08-01		34.64	A						
USGS	300740084293001	1980-08-02		34.39	A						
USGS	300740084293001	1980-08-03		34.17	A						
USGS	300740084293001	1980-08-04		33.96	A						
USGS	300740084293001	1980-08-05		33.71	A						
USGS	300740084293001	1980-08-06		33.51	A						
USGS	300740084293001	1980-08-07		33.31	A						
USGS	300740084293001	1980-08-08		33.11	A						
USGS	300740084293001	1980-08-09		32.91	A						
USGS	300740084293001	1980-08-10		32.71	A						
USGS	300740084293001	1980-08-11		32.51	A						
USGS	300740084293001	1980-08-12		32.31	A						
USGS	300740084293001	1980-08-13		32.11	A						
USGS	300740084293001	1980-08-14		32.46	A						
USGS	300740084293001	1980-08-15		32.51	A						
USGS	300740084293001	1980-08-16		32.46	A						
USGS	300740084293001	1980-08-17		32.41	A						
USGS	300740084293001	1980-08-18		32.36	A						
USGS	300740084293001	1980-08-19		32.31	A						
USGS	300740084293001	1980-08-20		32.26	A						
USGS	300740084293001	1980-08-21		32.21	A						
USGS	300740084293001	1980-08-22		32.16	A						
USGS	300740084293001	1980-08-23		32.31	A						
USGS	300740084293001	1980-08-24		32.36	A						
USGS	300740084293001	1980-08-25		32.41	A						
USGS	300740084293001	1980-08-26		32.36	A						
USGS	300740084293001	1980-08-27		32.31	A						
USGS	300740084293001	1980-08-28		32.26	A						
USGS	300740084293001	1980-08-29		32.21	A						
USGS	300740084293001	1980-08-30		32.16	A						
USGS	300740084293001	1980-08-31		32.11	A						
USGS	300740084293001	1980-09-01		32.09	A						
USGS	300740084293001	1980-09-02		32.07	A						
USGS	300740084293001	1980-09-03		32.05	A						
USGS	300740084293001	1980-09-04		32.03	A						
USGS	300740084293001	1980-09-05		32.01	A						
USGS	300740084293001	1980-09-06		31.99	A						
USGS	300740084293001	1980-09-07		31.97	A						
USGS	300740084293001	1980-09-08		31.95	A						
USGS	300740084293001	1980-09-09		31.93	A						
USGS	300740084293001	1980-09-10		31.91	A						
USGS	300740084293001	1980-09-11		31.91	A						
USGS	300740084293001	1980-09-12		31.91	A						
USGS	300740084293001	1980-09-13		31.93	A						
USGS	300740084293001	1980-09-14		31.95	A						
USGS	300740084293001	1980-09-15		31.97	A						
USGS	300740084293001	1980-09-16		31.99	A						
USGS	300740084293001	1980-09-17		32.03	A						
USGS	300740084293001	1980-09-18		32.17	A						
USGS	300740084293001	1980-09-19		32.19	A						
USGS	300740084293001	1980-09-20		32.20	A						
USGS	300740084293001	1980-09-21		32.20	A						
USGS	300740084293001	1980-09-22		32.19	A						
USGS	300740084293001	1980-09-23		32.18	A						
USGS	300740084293001	1980-09-24		32.14	A						
USGS	300740084293001	1980-09-25		32.12	A						
USGS	300740084293001	1980-09-26		32.13	A						
USGS	300740084293001	1980-09-27		32.13	A						
USGS	300740084293001	1980-09-28		32.14	A						
USGS	300740084293001	1980-09-29		32.16	A						
USGS	300740084293001	1980-09-30		32.18	A						
USGS	300740084293001	1980-10-01		32.17	A						
USGS	300740084293001	1980-10-02		32.15	A						
USGS	300740084293001	1980-10-03		32.13	A						
USGS	300740084293001	1980-10-04		32.08	A						
USGS	300740084293001	1980-10-05		32.02	A						
USGS	300740084293001	1980-10-06		31.94	A						
USGS	300740084293001	1980-10-07		31.90	A						
USGS	300740084293001	1980-10-08		31.87	A						
USGS	300740084293001	1980-10-09		31.82	A						
USGS	300740084293001	1980-10-10		31.76	A						
USGS	300740084293001	1980-10-11		31.71	A						
USGS	300740084293001	1980-10-12		31.65	A						
USGS	300740084293001	1980-10-13		31.56	A						
USGS	300740084293001	1980-10-14		31.51	A						
USGS	300740084293001	1980-10-15		31.48	A						
USGS	300740084293001	1980-10-16		31.43	A						
USGS	300740084293001	1980-10-17		31.40	A						
USGS	300740084293001	1980-10-18		31.39	A						
USGS	300740084293001	1980-10-19		31.40	A						
USGS	300740084293001	1980-10-20		31.39	A						
USGS	300740084293001	1980-10-21		31.36	A						
USGS	300740084293001	1980-10-22		31.34	A						
USGS	300740084293001	1980-10-23		31.39	A						
USGS	300740084293001	1980-10-24		31.45	A						
USGS	300740084293001	1980-10-25		31.47	A						
USGS	300740084293001	1980-10-26		31.43	A						
USGS	300740084293001	1980-10-27		31.45	A						
USGS	300740084293001	1980-10-28		31.63	A						
USGS	300740084293001	1980-10-29		31.83	A						
USGS	300740084293001	1980-10-30		32.02	A						
USGS	300740084293001	1980-10-31		32.17	A						
USGS	300740084293001	1980-11-01		32.26	A						
USGS	300740084293001	1980-11-02		32.29	A						
USGS	300740084293001	1980-11-03		32.30	A						
USGS	300740084293001	1980-11-03 14:55	UTC					14.48	1:A		
USGS	300740084293001	1980-11-04		32.32	A						
USGS	300740084293001	1980-11-05		32.28	A						
USGS	300740084293001	1980-11-06		32.22	A						
USGS	300740084293001	1980-11-07		32.17	A						
USGS	300740084293001	1980-11-08		32.15	A						
USGS	300740084293001	1980-11-09		32.10	A						
USGS	300740084293001	1980-11-10		32.04	A						
USGS	300740084293001	1980-11-11		31.99	A						
USGS	300740084293001	1980-11-12		31.92	A						
USGS	300740084293001	1980-11-13		31.87	A						
USGS	300740084293001	1980-11-14		31.87	A						
USGS	300740084293001	1980-11-15		31.86	A						
USGS	300740084293001	1980-11-16		31.83	A						
USGS	300740084293001	1980-11-17		31.82	A						
USGS	300740084293001	1980-11-18		31.80	A						
USGS	300740084293001	1980-11-19		31.70	A						
USGS	300740084293001	1980-11-20		31.68	A						
USGS	300740084293001	1980-11-21		31.66	A						
USGS	300740084293001	1980-11-22		31.63	A						
USGS	300740084293001	1980-11-23		31.67	A						
USGS	300740084293001	1980-11-24		31.88	A						
USGS	300740084293001	1980-11-25		32.02	A						
USGS	300740084293001	1980-11-26		32.24	A						
USGS	300740084293001	1980-11-27		32.37	A						
USGS	300740084293001	1980-11-28		32.45	A						
USGS	300740084293001	1980-11-29		32.49	A						
USGS	300740084293001	1980-11-30		32.49	A						
USGS	300740084293001	1980-12-01		32.52	A						
USGS	300740084293001	1980-12-02		32.50	A						
USGS	300740084293001	1980-12-03		32.44	A						
USGS	300740084293001	1980-12-04		32.39	A						
USGS	300740084293001	1980-12-05		32.37	A						
USGS	300740084293001	1980-12-06		32.31	A						
USGS	300740084293001	1980-12-07		32.25	A						
USGS	300740084293001	1980-12-08		32.22	A						
USGS	300740084293001	1980-12-08 18:00	UTC					14.53	1:A		
USGS	300740084293001	1980-12-09		32.19	A						
USGS	300740084293001	1980-12-10		32.16	A						
USGS	300740084293001	1980-12-11		32.08	A						
USGS	300740084293001	1980-12-12		32.03	A						
USGS	300740084293001	1980-12-13		32.01	A						
USGS	300740084293001	1980-12-14		31.97	A						
USGS	300740084293001	1980-12-15		31.97	A						
USGS	300740084293001	1980-12-16		32.00	A						
USGS	300740084293001	1980-12-17		31.97	A						
USGS	300740084293001	1980-12-18		31.93	A						
USGS	300740084293001	1980-12-19		31.92	A						
USGS	300740084293001	1980-12-20		31.90	A						
USGS	300740084293001	1980-12-21		31.86	A						
USGS	300740084293001	1980-12-22		31.88	A						
USGS	300740084293001	1980-12-23		31.94	A						
USGS	300740084293001	1980-12-24		32.00	A						
USGS	300740084293001	1980-12-25		31.95	A						
USGS	300740084293001	1980-12-26		31.96	A						
USGS	300740084293001	1980-12-27		31.96	A						
USGS	300740084293001	1980-12-28		31.99	A						
USGS	300740084293001	1980-12-29		31.96	A						
USGS	300740084293001	1980-12-30		31.94	A						
USGS	300740084293001	1980-12-31		31.89	A						
USGS	300740084293001	1981-01-01		31.86	A						
USGS	300740084293001	1981-01-02		31.79	A						
USGS	300740084293001	1981-01-03		31.79	A						
USGS	300740084293001	1981-01-04		31.79	A						
USGS	300740084293001	1981-01-05		31.71	A						
USGS	300740084293001	1981-01-06		31.75	A						
USGS	300740084293001	1981-01-07		31.83	A						
USGS	300740084293001	1981-01-08		31.82	A						
USGS	300740084293001	1981-01-09		31.82	A						
USGS	300740084293001	1981-01-10		31.80	A						
USGS	300740084293001	1981-01-11		31.82	A						
USGS	300740084293001	1981-01-12		31.80	A						
USGS	300740084293001	1981-01-13		31.81	A						
USGS	300740084293001	1981-01-14		31.83	A						
USGS	300740084293001	1981-01-15		31.83	A						
USGS	300740084293001	1981-01-16		31.80	A						
USGS	300740084293001	1981-01-17		31.74	A						
USGS	300740084293001	1981-01-18		31.74	A						
USGS	300740084293001	1981-01-19		31.77	A						
USGS	300740084293001	1981-01-20		31.83	A						
USGS	300740084293001	1981-01-21		31.81	A						
USGS	300740084293001	1981-01-22		31.83	A						
USGS	300740084293001	1981-01-23		31.88	A						
USGS	300740084293001	1981-01-24		31.89	A						
USGS	300740084293001	1981-01-25		31.86	A						
USGS	300740084293001	1981-01-26		31.86	A						
USGS	300740084293001	1981-01-27		31.86	A						
USGS	300740084293001	1981-01-28		31.87	A						
USGS	300740084293001	1981-01-29		31.86	A						
USGS	300740084293001	1981-01-30		31.92	A						
USGS	300740084293001	1981-01-31		31.91	A						
USGS	300740084293001	1981-02-01		31.98	A						
USGS	300740084293001	1981-02-02		31.99	A						
USGS	300740084293001	1981-02-03		31.94	A						
USGS	300740084293001	1981-02-04		31.99	A						
USGS	300740084293001	1981-02-05		31.99	A						
USGS	300740084293001	1981-02-06		32.06	A						
USGS	300740084293001	1981-02-07		32.13	A						
USGS	300740084293001	1981-02-08		32.15	A						
USGS	300740084293001	1981-02-09		32.11	A						
USGS	300740084293001	1981-02-10		32.17	A						
USGS	300740084293001	1981-02-11		33.15	A						
USGS	300740084293001	1981-02-12		34.35	A						
USGS	300740084293001	1981-02-13		34.59	A						
USGS	300740084293001	1981-02-14		34.60	A						
USGS	300740084293001	1981-02-15		34.43	A						
USGS	300740084293001	1981-02-16		34.16	A						
USGS	300740084293001	1981-02-17		33.91	A						
USGS	300740084293001	1981-02-18		33.72	A						
USGS	300740084293001	1981-02-19		33.57	A						
USGS	300740084293001	1981-02-20		33.46	A						
USGS	300740084293001	1981-02-21		33.35	A						
USGS	300740084293001	1981-02-22		33.22	A						
USGS	300740084293001	1981-02-23		33.12	A						
USGS	300740084293001	1981-02-24		33.01	A						
USGS	300740084293001	1981-02-24 15:36	UTC					13.80	1:A		
USGS	300740084293001	1981-02-25		32.91	A						
USGS	300740084293001	1981-02-26		32.79	A						
USGS	300740084293001	1981-02-27		32.73	A						
USGS	300740084293001	1981-02-28		32.60	A						
USGS	300740084293001	1981-03-01		32.57	A						
USGS	300740084293001	1981-03-02		32.52	A						
USGS	300740084293001	1981-03-03		32.42	A						
USGS	300740084293001	1981-03-04		32.43	A						
USGS	300740084293001	1981-03-05		32.73	A						
USGS	300740084293001	1981-03-06		33.03	A						
USGS	300740084293001	1981-03-07		33.19	A						
USGS	300740084293001	1981-03-08		33.19	A						
USGS	300740084293001	1981-03-09		33.16	A						
USGS	300740084293001	1981-03-10		33.13	A						
USGS	300740084293001	1981-03-11		33.06	A						
USGS	300740084293001	1981-03-12		33.00	A						
USGS	300740084293001	1981-03-13		32.92	A						
USGS	300740084293001	1981-03-14		32.86	A						
USGS	300740084293001	1981-03-15		32.73	A						
USGS	300740084293001	1981-03-16		32.74	A						
USGS	300740084293001	1981-03-17		32.58	A						
USGS	300740084293001	1981-03-18		32.60	A						
USGS	300740084293001	1981-03-19		32.51	A						
USGS	300740084293001	1981-03-20		32.37	A						
USGS	300740084293001	1981-03-21		32.30	A						
USGS	300740084293001	1981-03-22		32.48	A						
USGS	300740084293001	1981-03-23		32.52	A						
USGS	300740084293001	1981-03-24		32.58	A						
USGS	300740084293001	1981-03-25		32.59	A						
USGS	300740084293001	1981-03-26		32.58	A						
USGS	300740084293001	1981-03-27		32.56	A						
USGS	300740084293001	1981-03-28		32.54	A						
USGS	300740084293001	1981-03-29		32.52	A						
USGS	300740084293001	1981-03-30		32.63	A						
USGS	300740084293001	1981-03-31		32.74	A						
USGS	300740084293001	1981-04-01		32.92	A						
USGS	300740084293001	1981-04-02		33.10	A						
USGS	300740084293001	1981-04-03		33.19	A						
USGS	300740084293001	1981-04-04		33.19	A						
USGS	300740084293001	1981-04-05		33.13	A						
USGS	300740084293001	1981-04-06		33.04	A						
USGS	300740084293001	1981-04-07		32.99	A						
USGS	300740084293001	1981-04-08		32.91	A						
USGS	300740084293001	1981-04-09		32.85	A						
USGS	300740084293001	1981-04-10		32.76	A						
USGS	300740084293001	1981-04-11		32.67	A						
USGS	300740084293001	1981-04-12		32.60	A						
USGS	300740084293001	1981-04-13		32.52	A						
USGS	300740084293001	1981-04-14		32.43	A						
USGS	300740084293001	1981-04-15		32.33	A						
USGS	300740084293001	1981-04-16		32.21	A						
USGS	300740084293001	1981-04-17		32.19	A						
USGS	300740084293001	1981-04-18		32.16	A						
USGS	300740084293001	1981-04-19		32.13	A						
USGS	300740084293001	1981-04-20		32.10	A						
USGS	300740084293001	1981-04-21		32.05	A						
USGS	300740084293001	1981-04-22		31.95	A						
USGS	300740084293001	1981-04-23		31.94	A						
USGS	300740084293001	1981-04-24		31.93	A						
USGS	300740084293001	1981-04-25		31.86	A						
USGS	300740084293001	1981-04-26		31.78	A						
USGS	300740084293001	1981-04-27		31.73	A						
USGS	300740084293001	1981-04-28		31.68	A						
USGS	300740084293001	1981-04-29		31.65	A						
USGS	300740084293001	1981-04-30		31.64	A						
USGS	300740084293001	1981-05-01		31.62	A						
USGS	300740084293001	1981-05-02		31.56	A						
USGS	300740084293001	1981-05-03		31.49	A						
USGS	300740084293001	1981-05-04		31.44	A						
USGS	300740084293001	1981-05-05		31.42	A						
USGS	300740084293001	1981-05-06		31.54	A						
USGS	300740084293001	1981-05-07		31.57	A						
USGS	300740084293001	1981-05-08		31.57	A						
USGS	300740084293001	1981-05-09		31.58	A						
USGS	300740084293001	1981-05-10		31.59	A						
USGS	300740084293001	1981-05-11		31.59	A						
USGS	300740084293001	1981-05-11 16:05	UTC					15.20	1:A		
USGS	300740084293001	1981-05-12		31.50	A						
USGS	300740084293001	1981-05-13		31.46	A						
USGS	300740084293001	1981-05-14		31.43	A						
USGS	300740084293001	1981-05-15		31.39	A						
USGS	300740084293001	1981-05-16		31.30	A						
USGS	300740084293001	1981-05-17		31.25	A						
USGS	300740084293001	1981-05-18		31.20	A						
