date,prcp(mm/day),tmean(C),dayl(day),srad(W/m2),vp(Pa),flow(mm),GW(feet)
19/10/1980,3.32,24.76,0.463999884,215.7,2203.39,0.045398599,31.4
20/10/1980,3.09,22.46,0.46,232.29,1893.45,0.045398599,31.39
21/10/1980,0,20.285,0.46,295.53,1662.53,0.043545595,31.36
22/10/1980,2.31,19.24,0.46,256.69,1598.39,0.043545595,31.34
23/10/1980,15.02,19.19,0.45640081,145.67,1779.09,0.055590121,31.39
24/10/1980,0,18.02,0.456,145.49,1762.69,0.065781643,31.45
25/10/1980,14.17,14.425,0.456,229.15,1153.38,0.055590121,31.47
26/10/1980,0,11.525,0.456,409.99,731.16,0.050957611,31.43
27/10/1980,0,13.42,0.452000116,416.35,800,0.045398599,31.45
28/10/1980,53.35,18.37,0.452000116,150.36,1679.34,0.138975303,31.63
29/10/1980,17.12,18.7,0.452000116,114.28,1800,0.370600808,31.83
30/10/1980,17.65,18.5,0.449359722,115.99,1781.33,0.750466636,32.02
31/10/1980,0.05,15.565,0.448,196.84,1408.46,1.167392545,32.17
1/11/1980,0,12.72,0.448,378.88,841.06,1.204452626,32.26
2/11/1980,0,15.5,0.448,391.46,925.81,1.084007363,32.29
3/11/1980,0,18.305,0.444000231,346.75,1288.74,0.880176919,32.3
4/11/1980,0,21.435,0.444000231,285.83,1756.75,0.704141535,32.31
5/11/1980,0,15.92,0.444000231,366.85,1039.05,0.574431252,32.32
6/11/1980,0,12.08,0.444000231,381.64,772.66,0.46325101,32.28
7/11/1980,0,12.445,0.44,394.72,720,0.370600808,32.22
8/11/1980,0,14.2,0.44,393.25,800,0.296480646,32.17
9/11/1980,0,16.775,0.44,377.03,1010.69,0.240890525,32.15
10/11/1980,0,18.06,0.44,355.44,1189.2,0.203830444,32.1
11/11/1980,0,17.23,0.43640081,278.38,1360,0.166770364,32.04
12/11/1980,0,14.25,0.436,327.99,1012.94,0.148240323,31.99
13/11/1980,0,13.86,0.436,361.81,895.67,0.129710283,31.92
14/11/1980,0,17.715,0.436,294.05,1357.33,0.111180242,31.87
15/11/1980,0,20.01,0.436,262.79,1640,0.092650202,31.87
16/11/1980,0,20.245,0.432000116,233.12,1759.12,0.08709119,31.86
17/11/1980,0,19.435,0.432000116,168.44,1831.67,0.078752672,31.83
18/11/1980,0,15.475,0.432000116,254.37,1278.7,0.072267158,31.82
19/11/1980,0,9.01,0.432000116,300.14,761.9,0.067634647,31.8
20/11/1980,0,8.62,0.432000116,339.04,657.26,0.061149133,31.7
21/11/1980,0,8.705,0.427999884,363.8,598.5,0.057443125,31.68
22/11/1980,0,9.97,0.427999884,334.15,718.21,0.052810615,31.66
23/11/1980,0,15.665,0.427999884,252.48,1259.02,0.052810615,31.63
24/11/1980,30.04,17.58,0.427999884,141.15,1573.51,0.379865828,31.67
25/11/1980,0,12.675,0.427999884,288.54,947.7,1.056212303,31.88
26/11/1980,10.14,13.03,0.427474769,169.14,1124.36,1.195187606,32.02
27/11/1980,16.15,13.19,0.424000231,154.12,1169.03,2.084629545,32.24
28/11/1980,0,8.3,0.424000231,306.32,678.62,2.594205656,32.37
29/11/1980,0,7.455,0.424000231,352.01,524.53,2.640530757,32.45
30/11/1980,0,8.855,0.424000231,348.96,578.32,2.381110191,32.49
1/12/1980,0,10.32,0.424000231,352.1,610.88,2.029039424,32.49
2/12/1980,0,14.255,0.424000231,323.73,909.87,1.732558777,32.52
3/12/1980,0,14.77,0.424000231,293.22,1034.81,1.473138212,32.5
4/12/1980,0,10.87,0.422424074,330.55,702.01,1.260042747,32.44
5/12/1980,0,13.61,0.420400694,318.02,880.03,1.056212303,32.39
6/12/1980,0,15.275,0.419999884,306.72,1006.05,0.898706959,32.37
7/12/1980,0,14.915,0.419999884,318.56,927.83,0.759731656,32.31
8/12/1980,0,14.88,0.419999884,330.84,901.11,0.639286394,32.25
9/12/1980,0,17.12,0.419999884,296.49,1179.26,0.546636192,32.22
10/12/1980,0,18.22,0.419999884,255.27,1395.45,0.47251603,32.205
11/12/1980,0,11.34,0.419999884,315.09,761.05,0.407660889,32.19
12/12/1980,0,8.64,0.419999884,336.06,568.84,0.361335788,32.16
13/12/1980,0,10.655,0.419999884,342.21,624.7,0.305745667,32.08
14/12/1980,0,11.25,0.419999884,325.07,710.1,0.268685586,32.03
15/12/1980,0,9.815,0.419999884,338.86,591.14,0.231625505,32.01
16/12/1980,6.89,10.325,0.419999884,233.93,688.55,0.213095465,31.97
17/12/1980,0,10.175,0.419999884,249.16,800,0.277950606,31.97
18/12/1980,0,7.235,0.419999884,321.03,523.67,0.296480646,32
19/12/1980,0,10.71,0.419999884,315.58,671.16,0.277950606,31.97
20/12/1980,0,11.25,0.419999884,245.17,880,0.259420566,31.93
21/12/1980,0,9.03,0.419999884,173.66,880,0.231625505,31.92
22/12/1980,0,5.25,0.419999884,126.68,720,0.213095465,31.9
23/12/1980,6.65,6.86,0.419999884,124.22,774.09,0.259420566,31.86
24/12/1980,0,9.04,0.419999884,280.37,708.29,0.296480646,31.88
25/12/1980,4.03,9.075,0.419999884,224.37,646.37,0.342805747,31.94
26/12/1980,0,4.44,0.419999884,263.18,520,0.361335788,32
27/12/1980,0,4.025,0.419999884,226.15,560,0.342805747,31.95
28/12/1980,0,4.65,0.419999884,253.78,560,0.315010687,31.96
29/12/1980,1.98,9.705,0.419999884,238.47,801.46,0.287215626,31.96
30/12/1980,0,9.64,0.419999884,254.52,800,0.259420566,31.99
31/12/1980,0.99,9.67,0.419999884,246.49,800.73,0.240890525,31.96
1/1/1981,0,8.295,0.419999884,327.1,551.13,0.222360485,31.94
2/1/1981,0,8.455,0.419999884,312.9,600,0.203830444,31.89
3/1/1981,0,6.09,0.419999884,338.74,440,0.185300404,31.86
4/1/1981,0,8.8,0.419999884,323.02,582.52,0.166770364,31.79
5/1/1981,0,5.795,0.421359722,303.06,520,0.157505343,31.79
6/1/1981,0,4.29,0.423475,290.47,480,0.138975303,31.79
7/1/1981,13.78,8.885,0.424000231,201.03,712.34,0.166770364,31.71
8/1/1981,0,4.025,0.424000231,316.33,440,0.231625505,31.75
9/1/1981,0,4.465,0.424000231,317.12,440,0.259420566,31.83
10/1/1981,0,5.43,0.424000231,288.07,525.14,0.277950606,31.82
11/1/1981,0,3.415,0.424000231,305.23,440,0.259420566,31.82
12/1/1981,0,0.22,0.424000231,302.81,360,0.231625505,31.8
13/1/1981,0,-1.955,0.425359606,341.16,253.93,0.213095465,31.82
14/1/1981,0,3.68,0.427999884,317.42,435.58,0.194565424,31.8
15/1/1981,0,8.235,0.427999884,301.32,629.43,0.194565424,31.81
16/1/1981,0,8.345,0.427999884,339.18,565.24,0.194565424,31.83
17/1/1981,0,5.43,0.427999884,299.67,520,0.185300404,31.83
18/1/1981,0,3.505,0.427999884,327.34,440,0.166770364,31.8
19/1/1981,0,6.725,0.429359606,340.94,520,0.157505343,31.74
20/1/1981,12,9.71,0.432000116,218.3,720.37,0.166770364,31.74
21/1/1981,4.08,8.66,0.432000116,145.82,826.78,0.287215626,31.77
22/1/1981,0,6.24,0.432000116,199.59,703.99,0.324275707,31.83
23/1/1981,0,5.71,0.432000116,270.9,599.35,0.333540727,31.81
24/1/1981,0,6.62,0.433359838,337.63,520,0.305745667,31.83
25/1/1981,0,7.605,0.436,361.51,521.44,0.277950606,31.88
26/1/1981,0,9.695,0.436,367.63,600,0.250155545,31.89
27/1/1981,0,11.795,0.436,348.17,728.27,0.222360485,31.86
28/1/1981,18.37,14,0.436,207.76,1040,0.296480646,31.86
29/1/1981,0,8.5,0.44,372.43,560,0.48178105,31.86
30/1/1981,0,9.715,0.44,391.2,558.11,0.528106151,31.87
31/1/1981,0,10.21,0.44,340.71,712.49,0.509576111,31.86
1/2/1981,0,12.71,0.44,244.97,1033.88,0.46325101,31.92
2/2/1981,16.58,12.15,0.442423958,252.1,817.37,0.509576111,31.91
3/2/1981,0,3.505,0.444000231,352.69,440,0.685611495,31.98
4/2/1981,0,2.63,0.444000231,356.23,408.84,0.713406555,31.99
5/2/1981,0,5.405,0.444000231,357.99,503.53,0.685611495,31.94
6/2/1981,12.15,7.175,0.447474769,199.38,708.44,0.648551414,31.99
7/2/1981,9.55,10.47,0.448,181.31,920,0.843116838,31.99
8/2/1981,0.54,12.675,0.448,238.13,1082.38,0.972827121,32.06
9/2/1981,0,8.82,0.448,372.12,635.13,0.982092141,32.13
10/2/1981,0,12.16,0.452000116,343.45,869.97,0.917237,32.15
11/2/1981,122.92,14.15,0.452000116,237.64,1051.79,8.403373321,32.11
12/2/1981,0,4.305,0.452000116,420.82,400,23.90375212,32.17
13/2/1981,0,4.075,0.452400926,354.9,487.84,28.44361201,33.15
14/2/1981,0,9.645,0.456,304.12,800,21.49484686,34.35
15/2/1981,0,14.23,0.456,260.14,1196.71,13.06367848,34.59
16/2/1981,0,16,0.456,246.96,1360,8.143952756,34.6
17/2/1981,0,18.255,0.46,211.54,1640,5.892552847,34.43
18/2/1981,7.17,19.615,0.46,154.73,1800.04,4.660305161,34.16
19/2/1981,0,17.185,0.46,360.18,1262.63,3.835718363,33.91
20/2/1981,0,17.365,0.461359491,366.75,1258.7,3.205696989,33.72
21/2/1981,0,14.615,0.463999884,444.2,818.66,2.612735696,33.57
22/2/1981,0,16.74,0.463999884,398.96,1117.65,2.112424606,33.46
23/2/1981,0,14.88,0.463999884,406.29,967.81,1.704763717,33.35
24/2/1981,0,12.285,0.468,443.39,734.75,1.361957969,33.22
25/2/1981,0,12.575,0.468,450.93,737.74,1.093272384,33.12
26/2/1981,0,15.245,0.468,444.76,917.65,0.880176919,33.01
27/2/1981,0,16.325,0.471999884,446.52,953.31,0.704141535,32.96
28/2/1981,0,16.25,0.471999884,454.8,920,0.574431252,32.91
1/3/1981,0,17.78,0.471999884,400.57,1235.71,0.47251603,32.79
2/3/1981,0,19.75,0.475999884,300.99,1639.86,0.398395869,32.73
3/3/1981,0,13.705,0.475999884,440.96,873.48,0.342805747,32.6
4/3/1981,0,15.085,0.475999884,384.79,1093.83,0.296480646,32.57
5/3/1981,73.02,18.58,0.477360069,242.38,1488.25,2.547880555,32.52
6/3/1981,0,14.955,0.480000463,429.27,990.58,6.161238433,32.42
7/3/1981,0,14.035,0.480000463,364.96,1076.05,7.541726443,32.43
8/3/1981,0,13.12,0.480000463,396.96,944.8,6.522574221,32.73
9/3/1981,0,13.59,0.483999653,452.18,875.71,5.067966049,33.03
10/3/1981,0,12.51,0.483999653,458.32,798.71,3.909838524,33.19
11/3/1981,0,13.2,0.483999653,410.29,928.69,3.085251727,33.19
12/3/1981,0,11.91,0.487999884,471.53,741.74,2.445965333,33.16
13/3/1981,0,13.59,0.487999884,449.62,894.72,1.945654242,33.13
14/3/1981,0,13.895,0.487999884,469.98,864.36,1.537993353,33.06
15/3/1981,0,12.04,0.491999884,510.24,647.24,1.195187606,33
16/3/1981,2.07,16.99,0.491999884,388.63,1240,0.92650202,32.92
17/3/1981,0,10.395,0.491999884,512.02,600,0.713406555,32.86
18/3/1981,0,13.995,0.496,463.1,879.94,0.565166232,32.73
19/3/1981,0,13.385,0.496,436.56,899.03,0.44472097,32.74
20/3/1981,0,9.07,0.496,438.32,647.62,0.361335788,32.58
21/3/1981,0,10.255,0.5,475.29,640.66,0.296480646,32.6
22/3/1981,37.64,14.96,0.5,276.89,1118.6,0.48178105,32.51
23/3/1981,6.32,14.34,0.5,283.89,1064.22,1.297102828,32.37
24/3/1981,0,9.595,0.504000231,393.5,760,1.436078131,32.3
25/3/1981,0,11.585,0.504000231,475.59,733.37,1.38048801,32.48
26/3/1981,0,13.045,0.504000231,488.34,800,1.185922586,32.52
27/3/1981,0,14.95,0.508000231,482.64,920,0.982092141,32.58
28/3/1981,0,16.485,0.508000231,482.86,1008.91,0.806056757,32.59
29/3/1981,0,18.8,0.508000231,404.41,1374.94,0.657816434,32.58
30/3/1981,26.08,19.825,0.512,240.28,1657.14,0.843116838,32.56
31/3/1981,21.87,19.37,0.512,282.87,1497.45,1.806678939,32.54
1/4/1981,5.54,21.53,0.512,204.34,1943.45,2.946276424,32.52
2/4/1981,0.43,18.995,0.515999884,421.04,1358.92,5.642397302,32.63
3/4/1981,0,17.5,0.515999884,500.35,1080,5.55901212,32.74
4/4/1981,0,20.29,0.515999884,413.98,1504.04,4.419414635,32.92
5/4/1981,0.81,20.365,0.52,391.87,1582.11,3.483647595,33.1
6/4/1981,0,16.31,0.52,472.3,1078.04,2.78877108,33.19
7/4/1981,0,14.065,0.52,510.24,850.76,2.251399909,33.19
8/4/1981,0,17.525,0.522640162,418.79,1283.77,1.797413919,33.13
9/4/1981,0,18.845,0.523999884,424.93,1375.31,1.39901805,33.04
10/4/1981,0,20.145,0.523999884,440.42,1440.3,1.102537404,32.99
11/4/1981,0,20.54,0.523999884,437.84,1480,0.852381858,32.91
12/4/1981,0,20.005,0.527999769,458.44,1400.49,0.648551414,32.85
13/4/1981,0,21.44,0.527999769,460.22,1526.26,0.48178105,32.76
14/4/1981,0,22.305,0.527999769,482.21,1552.39,0.370600808,32.67
15/4/1981,0,23.285,0.532000347,460.12,1720,0.277950606,32.6
16/4/1981,0,22.215,0.532000347,433.58,1700.18,0.222360485,32.52
17/4/1981,0,19.965,0.532000347,451.26,1437.53,0.203830444,32.43
18/4/1981,0,21.02,0.536,481.76,1446.04,0.185300404,32.33
19/4/1981,0,22.6,0.536,456.45,1675.94,0.176035384,32.21
20/4/1981,0,22.53,0.536,464.86,1640,0.166770364,32.19
21/4/1981,0,24.26,0.538640394,383.71,2081.81,0.157505343,32.16
22/4/1981,0,22.45,0.54,430.66,1747.39,0.138975303,32.13
23/4/1981,0,20.975,0.54,409.16,1640,0.120445263,32.1
24/4/1981,0.15,22.835,0.54,370.86,1930.4,0.111180242,32.05
25/4/1981,0,19.03,0.544,493.47,1303.08,0.101915222,31.95
26/4/1981,0,19.85,0.544,470.55,1418.28,0.085238186,31.94
27/4/1981,0,20.01,0.544,502.56,1360.07,0.074120162,31.93
28/4/1981,0,20.815,0.54759919,505.25,1406.51,0.063002137,31.86
29/4/1981,0,21.585,0.548,490.86,1501.75,0.055590121,31.78
30/4/1981,4.21,23.74,0.548,358.22,1873.04,0.055590121,31.73
1/5/1981,0,25.66,0.548,385.74,2251.59,0.047251603,31.68
2/5/1981,0,21.835,0.551999884,494.35,1507.47,0.041692591,31.65
3/5/1981,0,18,0.551999884,545.61,1080,0.036133579,31.64
4/5/1981,0,20,0.551999884,495.56,1360,0.032427571,31.62
5/5/1981,0,21.265,0.552525116,462.57,1562.39,0.031501069,31.56
6/5/1981,24.71,22.295,0.556,276.8,1886.27,0.047251603,31.49
7/5/1981,0.02,21.36,0.556,300.28,1919.87,0.061149133,31.44
8/5/1981,0,19.83,0.556,349.28,1683,0.049104607,31.42
9/5/1981,0,19.75,0.557576157,415.81,1560,0.047251603,31.54
10/5/1981,0,20.28,0.560000231,465.17,1472.76,0.039839587,31.57
11/5/1981,0,20.45,0.560000231,429.96,1592.13,0.034280575,31.57
12/5/1981,0,16.75,0.560000231,553.16,1000,0.043545595,31.58
13/5/1981,0,18.32,0.560000231,547.19,1052.4,0.043545595,31.59
14/5/1981,0,20.22,0.564000347,531.26,1227.79,0.037986583,31.59
15/5/1981,0,22.625,0.564000347,461.5,1678.99,0.032427571,31.545
16/5/1981,0,19.085,0.564000347,536.84,1131.32,0.029648065,31.5
17/5/1981,0,20.99,0.564000347,518.43,1318.96,0.025942057,31.46
18/5/1981,0,21.675,0.566640509,548.77,1232.25,0.02316255,31.43
19/5/1981,0.69,24.04,0.567999769,432.62,1905.84,0.02316255,31.39
20/5/1981,0,22.73,0.567999769,441.56,1735.71,0.02316255,31.3
21/5/1981,0,20.515,0.567999769,502.59,1324.34,0.021309546,31.25
22/5/1981,0,19.145,0.567999769,542.48,1083.88,0.020383044,31.2
23/5/1981,0,20.975,0.570640278,510.07,1317.82,0.01853004,31.18
24/5/1981,0,22.44,0.572000231,468.32,1581.45,0.016677036,31.16
25/5/1981,0,23.035,0.572000231,470.53,1621.14,0.016677036,31.1
26/5/1981,5.07,23.535,0.572000231,292.03,2068.88,0.016677036,31.04
27/5/1981,8.82,24.145,0.572000231,267.54,2278.95,0.01853004,31
28/5/1981,0,23.94,0.572000231,432.65,1890.3,0.016677036,30.97
29/5/1981,0,24.625,0.574640278,444.1,1917.95,0.016677036,30.93
30/5/1981,0,26.045,0.575999769,419.16,2177.67,0.015750534,30.91
31/5/1981,0,25.66,0.575999769,429.16,2085.74,0.015750534,30.91
1/6/1981,0,25.11,0.575999769,443.03,1981.62,0.01389753,30.87
2/6/1981,0,26.39,0.575999769,395.57,2306.55,0.01389753,30.82
3/6/1981,0.01,26.205,0.575999769,409.67,2260.31,0.01389753,30.77
4/6/1981,0,26.905,0.575999769,417.07,2027.63,0.012971028,30.72
5/6/1981,0,27.25,0.576524884,396.82,2161.66,0.012971028,30.67
6/6/1981,0,28.39,0.578640046,376.37,2394.32,0.012971028,30.63
7/6/1981,19.19,28.32,0.579999884,248.42,2794.67,0.015750534,30.6
8/6/1981,27.02,27.455,0.579999884,219.71,2785.26,0.065781643,30.56
9/6/1981,19.71,28.17,0.579999884,251,2777.37,0.065781643,30.52
10/6/1981,12.77,28.555,0.579999884,219.1,3000,0.036133579,30.49
11/6/1981,5.03,28.23,0.579999884,243.67,2880.18,0.037986583,30.49
12/6/1981,0,27.745,0.579999884,396.05,2561.7,0.037986583,30.81
13/6/1981,0,27.885,0.579999884,382.31,2640,0.027795061,31.07
14/6/1981,0,27.345,0.579999884,444.73,2322.73,0.02316255,31.24
15/6/1981,0,28.485,0.579999884,453.64,2418.85,0.02316255,31.37
16/6/1981,0,29.415,0.579999884,446.57,2573.53,0.025942057,31.47
17/6/1981,0,29.89,0.579999884,431.92,2732.97,0.059296129,31.49
18/6/1981,0,29.495,0.579999884,452.24,2566.07,0.067634647,31.49
19/6/1981,13.31,28.655,0.579999884,349.03,2529.64,0.148240323,31.48
20/6/1981,0,28.54,0.579999884,435.11,2564.07,0.185300404,31.5
21/6/1981,0,28.545,0.579999884,448.28,2410.57,0.111180242,31.53
22/6/1981,13.32,27.21,0.579999884,362.65,2224.44,0.068561149,31.6
23/6/1981,4.1,28.035,0.579999884,401.2,2531.05,0.053737117,31.72
24/6/1981,12.37,27.035,0.579999884,344.99,2309.98,0.129710283,31.81
25/6/1981,0,27.25,0.579999884,419.99,2468.25,0.101915222,31.84
26/6/1981,0,27.5,0.579999884,449.6,2361.81,0.074120162,31.85
27/6/1981,13.14,26.78,0.579999884,333.44,2318.9,0.064855141,31.86
28/6/1981,0,27.75,0.579999884,391.59,2639.89,0.054663619,31.91
29/6/1981,0,25.04,0.579999884,485.27,1898.71,0.046325101,31.94
30/6/1981,0,24.48,0.579999884,473.62,1829.03,0.037060081,31.96
1/7/1981,0,24.32,0.579999884,500.65,1675.82,0.032427571,31.97
2/7/1981,2.69,25.015,0.579999884,326.94,2268.87,0.053737117,31.95
3/7/1981,9.38,23.365,0.579999884,199.85,2319.81,0.111180242,31.9
4/7/1981,13.96,23.745,0.579999884,247.91,2280,0.138975303,31.87
5/7/1981,12.77,25.805,0.579999884,286.85,2413.32,0.138975303,31.85
6/7/1981,0,26.75,0.57959919,406.2,2479.35,0.088944194,31.9
7/7/1981,0,27.5,0.57757581,458.29,2342.98,0.067634647,32.03
8/7/1981,4.41,28.745,0.575999769,430.08,2494.68,0.089870696,32.14
9/7/1981,26.69,27.88,0.575999769,332.97,2480,0.287215626,32.18
10/7/1981,0,28.175,0.575999769,409.55,2640,0.213095465,32.18
11/7/1981,0,27.745,0.575999769,434.85,2479.68,0.138975303,32.16
12/7/1981,0,28.25,0.575999769,431.22,2559.68,0.101915222,32.18
13/7/1981,2.35,29.275,0.575999769,378.48,2719.69,0.111180242,32.27
14/7/1981,0,29.83,0.575999769,402.79,2880,0.194565424,32.28
15/7/1981,0,30.515,0.572525347,407.21,2998.49,0.111180242,32.26
16/7/1981,0,31.055,0.572000231,387.83,3144.3,0.079679174,32.21
17/7/1981,0,31.22,0.572000231,390.63,3162.19,0.064855141,32.21
18/7/1981,21.61,30.175,0.572000231,363.08,2879.91,0.064855141,32.29
19/7/1981,16.96,28.485,0.572000231,302.55,2709.64,0.148240323,32.28
20/7/1981,11.15,26.915,0.572000231,240.36,2730.37,0.194565424,32.255
21/7/1981,19.31,25.975,0.567999769,204.59,2711.77,0.157505343,32.23
22/7/1981,0,26.97,0.567999769,336.58,2719.53,0.166770364,32.18
23/7/1981,0,27.885,0.567999769,413.55,2633.53,0.324275707,32.13
24/7/1981,0,28.24,0.567999769,405.03,2716.74,0.361335788,32.22
25/7/1981,0,27.985,0.567999769,417.41,2640.92,0.509576111,32.29
26/7/1981,0,27.91,0.564000347,424.42,2610.7,0.500311091,32.33
27/7/1981,0,28.28,0.564000347,430.92,2640,0.324275707,32.37
28/7/1981,0,28.48,0.564000347,437.48,2637.65,0.222360485,32.39
29/7/1981,0,28.39,0.564000347,443.48,2604.39,0.166770364,32.4
30/7/1981,16.85,27.535,0.563599653,313.25,2585.26,0.880176919,32.48
31/7/1981,9.18,25.5,0.560000231,242,2560,2.501555454,32.52
1/8/1981,8.52,25.715,0.560000231,227.59,2640,2.575675616,32.5
2/8/1981,5.32,26.23,0.560000231,275.45,2560,1.87153408,32.47
3/8/1981,5.52,25.925,0.560000231,310.98,2376.74,1.343427929,32.45
4/8/1981,0.05,26.655,0.556,411.28,2484.78,0.991357161,32.6
5/8/1981,6.59,26.35,0.556,292.62,2509.08,0.796791737,32.82
6/8/1981,0,26.6,0.556,427.73,2432.12,0.713406555,32.94
7/8/1981,0,27.865,0.556,419.61,2640,0.648551414,32.97
8/8/1981,7.66,27.3,0.551999884,276.35,2720,0.852381858,32.96
9/8/1981,19.15,27.59,0.551999884,288.47,2720,1.185922586,32.89
10/8/1981,10.23,27.185,0.551999884,319.15,2539.85,3.548502737,32.83
11/8/1981,7.78,27.5,0.550640509,339.92,2480.02,2.974071484,32.82
12/8/1981,5.79,26.75,0.548,335.89,2400,2.260664929,32.83
13/8/1981,0,26.94,0.548,432.93,2480.17,1.991979343,32.85
14/8/1981,0,26.915,0.548,453.21,2400,2.075364525,33
15/8/1981,0,26.995,0.544,434.4,2480,1.556523394,33.19
16/8/1981,0,27.225,0.544,461.6,2400,1.102537404,33.25
17/8/1981,0,27.755,0.544,458.53,2480,0.787526717,33.23
18/8/1981,0,28.495,0.544,442.4,2640,0.583696273,33.19
19/8/1981,0,27,0.54,405.66,2560.6,0.46325101,33.18
20/8/1981,0,26.095,0.54,357.43,2560,0.389130848,33.13
21/8/1981,16.15,24.295,0.54,207.38,2480,0.44472097,33.06
22/8/1981,4.21,24.04,0.536,193.89,2493.03,0.46325101,32.98
23/8/1981,11.26,24.66,0.536,231.07,2480,0.713406555,32.86
24/8/1981,0,23.895,0.536,401.79,2178.9,1.241512707,32.77
25/8/1981,0,25.035,0.532525579,461.97,2134.22,1.074742343,32.67
26/8/1981,0,25.41,0.532000347,457.58,2200,0.796791737,32.66
27/8/1981,0,25.425,0.532000347,365.19,2461.13,0.574431252,32.65
28/8/1981,3.73,26.01,0.532000347,253.4,2639.09,0.48178105,32.64
29/8/1981,2.01,26.45,0.527999769,391.57,2543.95,0.546636192,32.78
30/8/1981,7.5,26.5,0.527999769,290.67,2560,0.48178105,32.86
31/8/1981,9.91,26,0.527999769,309.24,2400,0.768996677,32.87
1/9/1981,0,26.485,0.523999884,406.15,2480,1.195187606,32.85
2/9/1981,5.64,26.5,0.523999884,325.48,2400.72,0.94503206,32.8
3/9/1981,12.13,26.78,0.523999884,325.5,2409.23,1.195187606,32.74
4/9/1981,17.44,26.25,0.52,310.73,2400,1.825208979,32.71
5/9/1981,3.03,26.26,0.52,373.2,2480,2.381110191,32.69
6/9/1981,1.84,25.08,0.52,324.88,2463.12,2.733180959,32.74
7/9/1981,0,25.755,0.515999884,415.95,2321.4,3.270552131,32.79
8/9/1981,12.27,26.5,0.515999884,314.68,2400,3.214962009,32.77
9/9/1981,0.21,26.445,0.515999884,393.48,2479.49,2.983336504,32.74
