date,prcp(mm/day),tmean(C),dayl(day),srad(W/m2),vp(Pa),flow(mm),GW(feet)
7/11/1997,0,9.785,0.43588912,169.12,958.8,0.491586184,42.38
8/11/1997,0,7.725,0.432,246.53,739.22,0.444970253,42.38
9/11/1997,0,8.015,0.432,296.57,683.75,0.394116509,42.41
10/11/1997,0,8.98,0.432,295.12,721.92,0.364451826,42.47
11/11/1997,0.68,8.08,0.429775116,236.37,775.42,0.339024954,42.51
12/11/1997,0,8.705,0.428,232.65,801.24,0.334787142,42.49
13/11/1997,7.56,8.065,0.428,83.74,927.95,0.355976202,42.33
14/11/1997,4.5,8.295,0.428,153.24,830.17,0.394116509,42.53
15/11/1997,0,6.15,0.424909954,152.03,788.5,0.389878698,42.63
16/11/1997,0,1.95,0.424000463,290.73,440,0.35173839,42.7
17/11/1997,0,1.23,0.424000463,331.83,364.25,0.326311519,42.71
18/11/1997,0,2.31,0.424000463,333.75,400.48,0.309360271,42.63
19/11/1997,0,6.035,0.421775347,324.16,547.26,0.309360271,42.6
20/11/1997,0,7.545,0.42,344.2,539.91,0.309360271,42.56
21/11/1997,0,9.67,0.42,326.9,668.09,0.381403074,42.48
22/11/1997,21.95,12.165,0.42,153.81,1087.65,2.623205585,42.47
23/11/1997,0,7.595,0.419889236,295.36,646.16,1.267105767,42.5
24/11/1997,0,7.14,0.416909491,324.69,560,0.860275822,42.55
25/11/1997,0,7.775,0.415999769,324.66,581.42,0.673812097,42.54
26/11/1997,0,8.69,0.415999769,315.89,640,0.576342422,42.44
27/11/1997,0,11.475,0.415999769,291.27,819.13,0.529726491,42.48
28/11/1997,0,12.915,0.415999769,282.68,923.19,0.487348372,42.48
29/11/1997,10.3,15.135,0.414576505,175.15,1225.39,0.584818046,42.43
30/11/1997,11.28,15.01,0.412196644,108.75,1401.43,0.872989258,42.31
1/12/1997,0.96,10.485,0.412000116,170.54,1003.34,0.864513634,42.46
2/12/1997,0,6.645,0.412000116,253.99,655.48,0.716190216,42.51
3/12/1997,0,7.195,0.412000116,231.31,724.29,0.70347678,42.45
4/12/1997,15.66,9.195,0.412000116,145.89,903.88,1.818021318,42.33
5/12/1997,0,4.965,0.412000116,253.24,600,1.606130721,42.28
6/12/1997,0,0.715,0.410576852,268.98,434.17,1.156922657,42.27
7/12/1997,0,-0.595,0.408909722,272.64,367.13,0.902653941,42.28
8/12/1997,3.17,0.98,0.408000116,203.53,437.16,0.796708643,42.21
9/12/1997,6.28,5.555,0.408000116,143.67,702.86,0.830611138,42.16
10/12/1997,7.11,10.25,0.408000116,173.91,903.05,0.868751446,42.24
11/12/1997,0,6.84,0.408000116,234.08,713.06,0.885702693,42.29
12/12/1997,0,3.31,0.408000116,142.35,640,0.775519583,42.32
13/12/1997,0,3.325,0.408000116,126.64,640,0.716190216,42.28
14/12/1997,1.13,2.485,0.408000116,137.4,602.03,0.673812097,42.28
15/12/1997,1.65,0.68,0.408000116,243.87,439.36,0.63567179,42.34
16/12/1997,0,3.955,0.408000116,317.62,432.47,0.589055858,42.33
17/12/1997,0,5.55,0.408000116,322.87,440,0.546677739,42.28
18/12/1997,0,6.675,0.408000116,321.2,480,0.521250867,42.32
19/12/1997,0,7.19,0.408000116,320.19,488.2,0.491586184,42.37
20/12/1997,0,9.52,0.408000116,318.86,576.12,0.457683688,42.34
21/12/1997,0,10.495,0.408000116,288.96,741.39,0.610244918,42.26
22/12/1997,21.63,10.645,0.408000116,190.42,842.37,2.012960667,42.07
23/12/1997,0,9.07,0.408000116,277.86,720,1.55951479,41.78
24/12/1997,39.93,8.86,0.408000116,177.83,800,6.950011565,41.43
25/12/1997,0,9.115,0.408000116,298.23,644.18,7.88233019,40.56
26/12/1997,0,6.82,0.408000116,264.92,640,3.53433515,40.12
27/12/1997,8.24,4.66,0.408000116,153.64,631.1,2.504546851,40.16
28/12/1997,0,1.385,0.408000116,276.08,435.76,1.949393488,40.24
29/12/1997,5.52,1.33,0.408000116,190.82,443.46,1.71207602,40.37
30/12/1997,2.57,1.64,0.408000116,132.93,560,1.648508841,40.56
31/12/1997,0,2.805,0.408000116,239.83,517.76,1.385764501,40.89
1/1/1998,0,1.725,0.408000116,305.78,402.06,1.148447033,40.96
2/1/1998,0,3.31,0.408000116,324.23,404.99,1.000123615,40.98
3/1/1998,0,7.05,0.408196528,326.96,514.1,0.928080813,41.03
4/1/1998,0,11.475,0.409775231,315.34,746.59,0.872989258,41.08
5/1/1998,11.4,13.815,0.411298032,210.31,1049.48,3.741987934,41.08
6/1/1998,33.45,16.395,0.412000116,109.76,1562.08,7.88233019,40.21
7/1/1998,58.78,17.35,0.412000116,72.82,1760,23.30796562,38.76
8/1/1998,43.21,13.5,0.412000116,184.49,1108.41,39.92018838,35.68
9/1/1998,1.96,8.02,0.412000116,207.91,798.5,15.17136671,34.44
10/1/1998,0,5.3,0.412000116,201.31,689.14,5.46677739,34.98
11/1/1998,0,6.98,0.412909606,269.27,680.72,3.585188893,35.67
12/1/1998,5.2,8.4,0.415888889,190.23,799.69,2.941041479,36.48
13/1/1998,4.94,11.105,0.415999769,138.53,1056.49,2.504546851,37.31
14/1/1998,0.29,10.305,0.415999769,192.28,978.12,2.080765658,37.84
15/1/1998,11.57,10.35,0.415999769,118.48,1043.57,2.572351842,38.03
16/1/1998,22.72,5.44,0.415999769,195.07,640,6.187205418,37.98
17/1/1998,0.01,2.55,0.418576736,171.66,600,6.356717895,36.57
18/1/1998,0,4.16,0.42,295.23,540.79,4.534458765,35.99
19/1/1998,16.56,4.605,0.42,198.73,600,6.780499088,36.04
20/1/1998,0,1.205,0.42,305.36,440,5.085374316,36.18
21/1/1998,0,4.005,0.420196644,339.97,463.57,3.792841677,36.77
22/1/1998,18.89,6.91,0.423889583,192.11,720,4.619215004,36.92
23/1/1998,12.49,8.11,0.424000463,158.88,837.93,7.967086428,36.39
24/1/1998,0,4.245,0.424000463,249.8,605.8,5.382021151,35.83
25/1/1998,0,2.83,0.424000463,327.88,460.38,3.479243595,36.43
26/1/1998,0,4.13,0.427297917,338.66,487.69,2.682534952,37.07
27/1/1998,5.29,5.025,0.428,205.51,628.93,2.593540901,37.74
28/1/1998,0,5.495,0.428,333.77,560.37,2.140095025,38.25
29/1/1998,0,7.75,0.428,367.94,560,1.813783506,38.65
30/1/1998,0,7.605,0.43188912,368.82,561.11,1.640033217,39.04
31/1/1998,0,6.135,0.432,375.4,502.85,1.474758552,39.34
1/2/1998,0,6.835,0.432,368.87,556.71,1.347624194,39.58
2/2/1998,1.83,8.46,0.432909491,276.47,800,1.262867955,39.73
3/2/1998,27.13,8.54,0.436000116,129.13,931.47,6.06007106,39.72
4/2/1998,28.41,6.015,0.436000116,177.51,729.6,14.36618244,38.4
5/2/1998,0,4.56,0.436000116,260.02,637.18,7.797573951,36.35
6/2/1998,0,3.195,0.439888889,192.75,639.56,3.987781026,36.25
7/2/1998,0,2.375,0.439999769,141.94,640,2.826620557,36.9
8/2/1998,0,3.745,0.439999769,221.41,640,2.250278135,37.61
9/2/1998,0,4.215,0.442576389,383.56,493.18,1.890064121,38.22
10/2/1998,0,7.055,0.443999769,405.96,544.26,8.814648814,38.56
11/2/1998,7.97,13.26,0.443999769,261.18,1007.07,8.560380099,39
12/2/1998,0,7.335,0.444909491,313.91,721.57,4.186958187,39.38
13/2/1998,0,6.335,0.448,367.84,600,2.593540901,39.67
14/2/1998,0,5.185,0.448,395.47,520,2.563876218,39.87
15/2/1998,0,7.17,0.448196528,406.12,569.69,2.534211534,39.93
16/2/1998,21.98,10.16,0.452000116,283.4,762.44,2.529973722,39.78
17/2/1998,27.68,14.655,0.452000116,244.66,1161.9,8.136598906,39.61
18/2/1998,0.22,11.255,0.452196644,306.18,940.94,9.06891753,38.25
19/2/1998,0,8.66,0.455999769,391.5,673.61,4.23781193,37.54
20/2/1998,0,9.075,0.455999769,396.32,698.88,2.932565856,38.05
21/2/1998,0,8.92,0.456196296,418.66,640,2.262991571,38.54
22/2/1998,0,9.335,0.460000116,406.63,679.48,1.945155676,38.67
23/2/1998,11.03,7.785,0.460000116,157.19,857.76,2.262991571,39.27
24/2/1998,0,8.86,0.461775116,419.52,640,1.907015369,39.58
25/2/1998,0,11.555,0.464000347,450.33,641.24,1.597655098,39.7
26/2/1998,0,13.115,0.464000347,431.11,800,2.309607502,39.75
27/2/1998,32.13,14.41,0.467888773,262.91,1105.59,9.6622112,39.48
28/2/1998,0,12.28,0.467999537,406.69,853.7,4.915861839,37.74
1/3/1998,0,10.225,0.467999537,423.69,719.93,2.957992727,37.49
2/3/1998,0,6.71,0.472,406.53,600,2.224851263,38.06
3/3/1998,0,4.445,0.472,393.62,528.64,1.796832258,38.63
4/3/1998,0,4.785,0.472,423.72,519.36,1.525612295,39.05
5/3/1998,28.97,7.745,0.476,321.82,609.6,10.38263923,39.14
6/3/1998,29.45,11.695,0.476,158.52,1130,18.4344819,37.9
7/3/1998,10.7,13.49,0.476,167.11,1257.26,9.831723678,35.86
8/3/1998,22.98,14.675,0.480000463,172.92,1341.29,12.84057015,34.93
9/3/1998,1.31,10.95,0.480000463,441.1,719.92,7.924708309,34.43
10/3/1998,0,0.695,0.483999537,256.02,493.42,4.280190049,35.24
11/3/1998,0,-0.45,0.483999537,380.09,379.84,2.962230539,36.16
12/3/1998,0,-0.505,0.483999537,435.15,346.91,2.343509997,36.92
13/3/1998,0,-0.13,0.487999769,435.74,357.36,2.012960667,37.54
14/3/1998,0,5.685,0.487999769,478.55,480,1.784118823,38.12
15/3/1998,0,10.12,0.487999769,446.36,720,1.584941662,38.57
16/3/1998,0,12.61,0.492000231,436.56,873.45,1.42814262,38.9
17/3/1998,12.43,16,0.492000231,316.08,1181.38,1.343386382,39.21
18/3/1998,9.01,13.905,0.495889352,173.05,1290.36,1.326435134,39.44
19/3/1998,20.3,14.31,0.496000116,190.44,1297.41,2.275705006,39.52
20/3/1998,10.26,12.87,0.496000116,343.42,870.99,3.186834571,39.77
21/3/1998,0.86,5.205,0.5,235.17,720,2.729150883,40
22/3/1998,0,3.14,0.5,398.12,520,1.970582547,40.15
23/3/1998,0,7.585,0.5,505.87,560,1.606130721,40.26
24/3/1998,0,11.215,0.503999884,502.2,720,1.411191373,40.43
25/3/1998,0.45,13.035,0.503999884,419.85,960,1.262867955,40.57
26/3/1998,0,16.965,0.50411088,477.47,1106.75,1.114544538,40.64
27/3/1998,0,18.77,0.508000231,463.12,1291.35,1.029788299,40.61
28/3/1998,0,19.88,0.508000231,429.1,1468.42,0.970458932,40.68
29/3/1998,0,21.12,0.511999884,410.67,1642.25,0.928080813,40.76
30/3/1998,0,22.07,0.511999884,412.68,1748.76,0.868751446,40.81
31/3/1998,0,21.835,0.511999884,420.58,1714.81,0.860275822,40.84
1/4/1998,23.59,16.885,0.515999884,384.89,1020.89,2.203662204,40.87
2/4/1998,0,15.8,0.515999884,514.62,943.71,1.644271029,40.88
3/4/1998,11.26,18.49,0.515999884,373.45,1190.91,2.76729119,40.85
4/4/1998,0,17.385,0.520000231,460.76,1228.44,3.267352998,40.29
5/4/1998,0,11.525,0.520000231,362.28,960.48,2.17399752,40.27
6/4/1998,0,12.37,0.524000694,519.31,764.85,1.678173524,40.38
7/4/1998,0,14.72,0.524000694,525.35,854.63,1.419666997,40.52
8/4/1998,0,18.94,0.524000694,413.53,1425.84,1.394240125,40.59
9/4/1998,17.94,18.52,0.527999769,325.94,1348.27,2.216375639,40.49
10/4/1998,0,11.185,0.527999769,259.3,1052.53,1.576466038,39.96
11/4/1998,0,9.325,0.527999769,465.18,720,1.262867955,40.07
12/4/1998,0,12.185,0.532,548.74,683.37,1.080642042,40.18
13/4/1998,0,13.895,0.532,536.79,799.82,0.974696744,40.32
14/4/1998,12.16,17,0.53211088,328.18,1240.31,1.538325731,40.41
15/4/1998,13.94,20.605,0.535999884,282.15,1746.73,1.834972566,40.49
16/4/1998,0,21.555,0.535999884,276.41,2000,1.457807304,40.62
17/4/1998,18.83,19.395,0.538225116,241.07,1672.28,2.479119979,40.7
18/4/1998,18.79,15.875,0.540000231,205.73,1406.6,5.382021151,40.67
19/4/1998,30.01,14.005,0.540000231,179.49,1308.27,15.5951479,39.08
20/4/1998,0,11.82,0.543803472,455.28,881.19,8.390867621,36.09
21/4/1998,0,12.5,0.543999884,498.36,837.8,4.055586017,35.88
22/4/1998,10.71,11.685,0.543999884,342.18,871.89,3.013084282,36.66
23/4/1998,0.94,11.755,0.547803472,448.58,876.04,2.351985621,37.56
24/4/1998,0,12.365,0.548,498.02,844.15,1.877350685,38.35
25/4/1998,0,14.4,0.548,537.97,882.45,1.555276978,38.92
26/4/1998,0,15.865,0.551803588,521.42,999.39,1.313721698,39.33
27/4/1998,0,17.73,0.552000231,473.43,1255.22,1.169636093,39.72
28/4/1998,3.95,18.905,0.552000231,315.48,1571.53,1.084879854,40.05
29/4/1998,0,18.76,0.555090509,279.87,1707.37,1.000123615,40.19
30/4/1998,4.93,17.765,0.555999884,176.25,1691.09,0.96622112,40.29
1/5/1998,4.38,15.58,0.555999884,365.55,1099.31,0.936556437,40.45
2/5/1998,0,16.365,0.557423148,507.05,1117.62,0.843324574,40.61
3/5/1998,1.04,17.89,0.559999769,474.51,1227.63,0.7458549,40.74
4/5/1998,0,16.495,0.559999769,502.81,1143.1,0.720428028,40.88
5/5/1998,0,17.64,0.560110764,503.85,1216.66,0.678049909,40.99
6/5/1998,0,19.645,0.564,505.56,1360,0.618720542,41.03
7/5/1998,6.33,21.75,0.564,314.59,1774.19,0.589055858,41.06
8/5/1998,0,23.005,0.564,405.56,1942.01,0.572104611,41.22
9/5/1998,0,20.95,0.567090394,487.23,1540.52,0.546677739,41.27
10/5/1998,37.36,21.075,0.568,345.19,1614.35,0.695001157,41.33
11/5/1998,0,19.495,0.568,424.38,1557.89,0.572104611,41.4
12/5/1998,0,20.54,0.56811088,520.33,1400,0.500061808,41.48
13/5/1998,0,21.695,0.572000116,523.21,1475.05,0.440732441,41.58
14/5/1998,0,23.465,0.572000116,517.26,1650.52,0.398354321,41.63
15/5/1998,0,23.615,0.572000116,475.57,1800,0.360214014,41.63
16/5/1998,0,23.795,0.572702199,440.58,1920,0.339024954,41.67
17/5/1998,0,23.8,0.576000116,484.85,1778.01,0.322073707,41.72
18/5/1998,0,22.21,0.576000116,525.1,1464.55,0.292409023,41.74
19/5/1998,0,22.95,0.576000116,532.02,1471.32,0.258506528,41.77
20/5/1998,0,23.73,0.576110995,517.97,1604.62,0.237317468,41.77
21/5/1998,0,24.25,0.579803356,474.37,1800,0.211890597,41.76
22/5/1998,0,24.705,0.58,433.14,2000,0.190701537,41.77
23/5/1998,0,25.66,0.58,390.86,2250.52,0.186463725,41.82
24/5/1998,0,25.755,0.58,363.6,2321.02,0.161036853,41.88
25/5/1998,0,25.1,0.58142338,372.02,2252.68,0.148323418,41.89
26/5/1998,0,25.02,0.584,450.22,2009.9,0.148323418,41.89
27/5/1998,0.78,24.765,0.584,416.17,2038.37,0.135609982,41.95
28/5/1998,0.02,25.715,0.584,435.23,2120.74,0.127134358,41.98
29/5/1998,9.16,25.59,0.584,329.04,2097.43,0.186463725,42
30/5/1998,10.95,23.935,0.58411088,249.7,2177.43,0.190701537,41.94
31/5/1998,0,25.205,0.587090509,376.58,2240.7,0.165274665,41.95
1/6/1998,0,26.655,0.588000116,399.55,2335.69,0.148323418,41.93
2/6/1998,0,28.225,0.588000116,398.17,2566.11,0.122896546,41.99
3/6/1998,0,27.57,0.588000116,426.01,2372.71,0.105945298,42.03
4/6/1998,0,27.425,0.588000116,385.77,2507.12,0.088994051,42.04
5/6/1998,14.41,26.07,0.588000116,289.57,2320,0.105945298,42.07
6/6/1998,32.27,22.55,0.588111111,295.58,1889.04,0.682287721,42.16
7/6/1998,0,16.9,0.590225231,458.14,1246.41,0.601769294,42.21
8/6/1998,0,18.635,0.591803472,497.46,1293.03,0.326311519,42.18
9/6/1998,0,21.47,0.592000116,490.05,1536.6,0.237317468,42.15
10/6/1998,0,26.4,0.592000116,377.37,2390.19,0.199177161,42.18
11/6/1998,0,26.94,0.592000116,357.13,2539.17,0.190701537,42.17
12/6/1998,0,27.055,0.592000116,352.53,2580.81,0.173750289,42.17
13/6/1998,11.23,27.29,0.592000116,286.71,2532.68,0.169512477,42.17
14/6/1998,1.28,27.65,0.592000116,392.82,2480.68,0.233079656,42.09
15/6/1998,7.57,27.065,0.592000116,319.22,2427.35,0.190701537,42.17
16/6/1998,4.37,25.82,0.592000116,349.28,2186.26,0.169512477,42.28
17/6/1998,0,25.37,0.592000116,470.35,2032.55,0.161036853,42.33
18/6/1998,0,26.83,0.592000116,465.7,2222.32,0.152561229,42.35
19/6/1998,0,27.83,0.592000116,398.42,2597.11,0.135609982,42.31
20/6/1998,0,27.35,0.592000116,427.1,2435.43,0.122896546,42.33
21/6/1998,0,26.98,0.592000116,443.18,2323.97,0.122896546,42.35
22/6/1998,0,27.75,0.592000116,438.56,2443.63,0.118658734,42.38
23/6/1998,0,28.51,0.592000116,440.94,2529.73,0.11018311,42.39
24/6/1998,0,29.08,0.592000116,452.64,2544.42,0.101707486,42.38
25/6/1998,0,28.85,0.592000116,459.6,2480.08,0.088994051,42.38
26/6/1998,0,28.75,0.592000116,438.24,2562.01,0.076280615,42.38
27/6/1998,0,28.495,0.592000116,449.09,2480,0.067804991,42.38
28/6/1998,0,28.105,0.592000116,464.64,2354.23,0.063567179,42.43
29/6/1998,0,28.485,0.592000116,445.68,2480,0.059329367,42.45
30/6/1998,0,28.77,0.592000116,439.04,2538.16,0.055091555,42.4
1/7/1998,5.41,28.46,0.592000116,344,2402.1,0.055091555,42.47
2/7/1998,0,28.245,0.592000116,433.99,2480,0.059329367,42.51
3/7/1998,0,27.675,0.592000116,420.99,2455.54,0.076280615,42.53
4/7/1998,3.17,28.13,0.592000116,402.13,2480,0.072042803,42.52
5/7/1998,1.64,27.995,0.591090509,418.41,2472.65,0.059329367,42.51
6/7/1998,0,28.72,0.589423611,429.23,2551.54,0.055091555,42.52
7/7/1998,0,29.23,0.588000116,420.91,2652.39,0.055091555,42.54
8/7/1998,0,29.86,0.588000116,420.82,2739.36,0.055091555,42.55
9/7/1998,9.35,29.555,0.588000116,311.72,2724.5,0.13137217,42.58
10/7/1998,11.09,28.41,0.588000116,312.14,2560,0.152561229,42.58
11/7/1998,3.79,27.745,0.588000116,309.18,2560,0.165274665,42.58
12/7/1998,9.32,26.25,0.587803704,217.08,2640,0.152561229,42.56
13/7/1998,14.87,25.085,0.585423495,165.31,2639.92,0.203414973,42.54
14/7/1998,34.77,25.015,0.584,198.22,2531.62,0.389878698,42.53
15/7/1998,35.34,25.12,0.584,197.56,2556.1,1.237441084,42.56
16/7/1998,7,26.04,0.584,231.71,2590.41,0.779757395,42.58
17/7/1998,0,26.845,0.584,390.34,2485.59,0.347500578,42.6
18/7/1998,0,26.6,0.583090509,420.13,2355.44,0.233079656,42.63
19/7/1998,0,27.415,0.58011088,421.2,2462.29,0.169512477,42.66
20/7/1998,0,28.185,0.58,421.91,2563.37,0.156799041,42.69
21/7/1998,8.84,27.38,0.58,333.48,2362.63,0.279695587,42.69
22/7/1998,0,27.28,0.58,408.06,2489.85,0.156799041,42.7
23/7/1998,0,27.435,0.578225,377.38,2618.43,0.127134358,42.69
24/7/1998,12.67,27.285,0.576000116,308.8,2495.82,0.741617088,42.67
25/7/1998,11.85,26.61,0.576000116,272.16,2555.07,0.720428028,42.67
26/7/1998,2.09,25.78,0.576000116,278.29,2573.28,0.339024954,42.67
27/7/1998,6.25,26.505,0.575090278,286.49,2503.88,0.233079656,42.67
28/7/1998,10.04,26.15,0.572000116,273.54,2511.15,0.250030904,42.67
29/7/1998,4.94,26.8,0.572000116,302.37,2497.43,0.237317468,42.67
30/7/1998,0,27.045,0.572000116,384.54,2597.99,0.190701537,42.68
31/7/1998,0,28.725,0.570225231,422.04,2714.43,0.156799041,42.72
1/8/1998,0,28.115,0.568,413.36,2665.43,0.135609982,42.75
2/8/1998,0,26.995,0.568,422.65,2480.84,0.122896546,42.77
3/8/1998,0,25.25,0.568,482.05,2080,0.114420922,42.78
4/8/1998,0,24.96,0.56411088,491.55,1987.4,0.101707486,42.8
5/8/1998,0,25.465,0.564,484.99,2082.14,0.093231862,42.81
6/8/1998,0,26.94,0.564,458.84,2323.15,0.080518427,42.79
7/8/1998,4.25,27.385,0.563090278,384.08,2461.53,0.169512477,42.83
8/8/1998,0,27,0.559999769,422.24,2479.37,0.309360271,42.87
9/8/1998,29.16,25.595,0.559999769,289.59,2400,0.792470831,42.87
10/8/1998,0,25.93,0.559999769,444.7,2285.72,0.279695587,42.83
11/8/1998,17.95,26.475,0.555999884,333.59,2316.13,0.521250867,42.83
12/8/1998,16.89,26.34,0.555999884,294.02,2465.89,1.813783506,42.74
13/8/1998,5.29,25.49,0.555999884,256.91,2476.59,1.165398281,42.7
14/8/1998,11.94,26.075,0.552000231,271.23,2504.7,0.61448273,42.64
15/8/1998,30.21,25.845,0.552000231,254.27,2530.35,3.610615764,42.66
16/8/1998,13.85,25.715,0.552000231,240.67,2560,2.962230539,42.69
17/8/1998,0,25.75,0.548,355.73,2480,2.241802511,42.75
18/8/1998,0,26.57,0.548,412.95,2422.96,1.165398281,42.75
19/8/1998,0,27.25,0.548,400.8,2560.36,0.63567179,42.73
20/8/1998,0,27.375,0.543999884,402.35,2575.54,0.432256817,42.8
21/8/1998,0,27.275,0.543999884,420.34,2493.66,0.343262766,42.83
22/8/1998,0,25.665,0.543999884,468.46,2106.38,0.275457775,42.81
23/8/1998,0,25.755,0.540000231,477.81,2080.67,0.228841844,42.78
24/8/1998,0,25.85,0.540000231,470.82,2096.35,0.194939349,42.78
25/8/1998,0,26.595,0.540000231,462.59,2189.56,0.177988101,42.8
26/8/1998,0,26.8,0.535999884,469.97,2153.6,0.161036853,42.82
27/8/1998,0,27.19,0.535999884,464.5,2211.11,0.144085606,42.87
28/8/1998,0,26.17,0.535999884,480.76,2000,0.13137217,42.89
29/8/1998,0,26.445,0.532,479.93,2011.19,0.118658734,42.91
30/8/1998,0,27.45,0.532,418.41,2382.59,0.105945298,42.92
31/8/1998,1.89,26.85,0.532,364.08,2369.67,0.097469674,42.93
1/9/1998,0,26.98,0.527999769,396.19,2394.17,0.088994051,42.91
2/9/1998,0,26.305,0.527999769,389.7,2324.42,0.088994051,42.91
3/9/1998,0,25.925,0.524702662,422.4,2175.5,0.088994051,42.97
4/9/1998,0,24.325,0.524000694,496.61,1663.79,0.084756239,43.03
5/9/1998,0,25.195,0.524000694,493.02,1743.09,0.067804991,43.09
6/9/1998,0,26.39,0.520000231,467.02,1964.41,0.063567179,43.07
7/9/1998,0,27,0.520000231,445.33,2119.78,0.059329367,43.03
8/9/1998,0,26.9,0.520000231,415.15,2247.17,0.055091555,43.03
9/9/1998,0,22.56,0.515999884,475.28,1533.74,0.050853743,43.11
10/9/1998,0,21.19,0.515999884,470.39,1423.29,0.046615931,43.13
11/9/1998,0,21.49,0.515999884,420.92,1608.95,0.041530557,43.14
12/9/1998,0,22.335,0.511999884,341.04,1894.79,0.046615931,43.12
13/9/1998,0,22.755,0.511999884,388.84,1797.71,0.036021401,43.11
14/9/1998,0,24.805,0.508000231,409.94,1927.07,0.032631152,43.15
15/9/1998,0,25.305,0.508000231,398.33,2016.66,0.029240902,43.19
16/9/1998,0,26.33,0.508000231,388.8,2148.43,0.025850653,43.19
17/9/1998,0,26.405,0.503999884,382.57,2170.04,0.025850653,43.16
18/9/1998,0,26.86,0.503999884,394.12,2154.8,0.026274434,43.16
19/9/1998,0,26.135,0.503999884,357.28,2215.24,0.027545778,43.18
20/9/1998,0,25.675,0.5,312.98,2299.73,0.033478714,43.2
21/9/1998,5.92,25.73,0.5,207.18,2496.51,0.055091555,43.21
22/9/1998,1.02,26.275,0.496000116,291.05,2406.71,0.03898787,43.25
23/9/1998,0,26.36,0.496000116,349.71,2268.3,0.030512246,43.29
24/9/1998,0,23.7,0.496000116,382.95,1822.22,0.028817121,43.31
25/9/1998,0,23.895,0.492000231,391.96,1798.63,0.027121996,43.32
26/9/1998,0,24.29,0.492000231,392.2,1833.53,0.026274434,43.32
27/9/1998,0,25.695,0.492000231,375.34,2055.89,0.02839334,43.31
28/9/1998,0,26.415,0.487999769,305.61,2397.69,0.033054933,43.27
29/9/1998,0.52,25.44,0.487999769,188.42,2627.19,0.042378119,43.27
30/9/1998,0,25.145,0.483999537,285.92,2304.82,0.033902495,43.32
1/10/1998,0,25.585,0.483999537,361.69,2091.75,0.029664684,43.36
2/10/1998,0,23.86,0.483999537,389.51,1767.99,0.027121996,43.39
3/10/1998,0,23.925,0.480000463,366.5,1854.59,0.030512246,43.4
4/10/1998,0.58,24.38,0.480000463,341.25,1961.29,0.033478714,43.41
5/10/1998,0,24.665,0.480000463,340.01,2052.64,0.02839334,43.42
6/10/1998,0,24.94,0.476,289.84,2261.37,0.027121996,43.43
