# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-02-08 06:31:13 EST       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 345809077301408 JO-035 (NC-173), NCDENR COMFORT RS (SURFICIAL)
# -----------------------------------------------------------------------------------
#
# Data provided for site 345809077301408
#            TS   parameter     statistic     Description
#         88387       72019     00003     Depth to water level, feet below land surface (Mean)
#            00       72019     00011     Depth to water level, feet below land surface (Instantaneous)
#            00       62610     00011     Groundwater level above NGVD 1929, feet (Instantaneous)
#            00       62611     00011     Groundwater level above NAVD 1988, feet (Instantaneous)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
# 
# Discrete groundwater status codes included in this output:
#  '00_62610_00011_cd'
#  '00_62611_00011_cd'
#  '00_72019_00011_cd'
#
#     1          Not determined
#     P          Site was being pumped.
#
#     A          Approved for publication -- Processing and review completed.
#
agency_cd	site_no	datetime	tz_cd	88387_72019_00003	88387_72019_00003_cd	00_72019_00011	00_72019_00011_cd	00_62610_00011	00_62610_00011_cd	00_62611_00011	00_62611_00011_cd
USGS	345809077301408	1986-10-16									
USGS	345809077301408	1986-10-17									
USGS	345809077301408	1986-10-18									
USGS	345809077301408	1986-10-19									
USGS	345809077301408	1986-10-20									
USGS	345809077301408	1986-10-21									
USGS	345809077301408	1986-10-22									
USGS	345809077301408	1986-10-23									
USGS	345809077301408	1986-10-24				10.30	1:A				
USGS	345809077301408	1986-10-25									
USGS	345809077301408	1986-10-26									
USGS	345809077301408	1986-10-27									
USGS	345809077301408	1986-10-28									
USGS	345809077301408	1986-10-29									
USGS	345809077301408	1986-10-30									
USGS	345809077301408	1986-10-31									
USGS	345809077301408	1986-11-01									
USGS	345809077301408	1986-11-02									
USGS	345809077301408	1986-11-03									
USGS	345809077301408	1986-11-04									
USGS	345809077301408	1986-11-05									
USGS	345809077301408	1986-11-06									
USGS	345809077301408	1986-11-07									
USGS	345809077301408	1986-11-08									
USGS	345809077301408	1986-11-09									
USGS	345809077301408	1986-11-10									
USGS	345809077301408	1986-11-11									
USGS	345809077301408	1986-11-12									
USGS	345809077301408	1986-11-13									
USGS	345809077301408	1986-11-14									
USGS	345809077301408	1986-11-15									
USGS	345809077301408	1986-11-16									
USGS	345809077301408	1986-11-17									
USGS	345809077301408	1986-11-18									
USGS	345809077301408	1986-11-19									
USGS	345809077301408	1986-11-20									
USGS	345809077301408	1986-11-21									
USGS	345809077301408	1986-11-22									
USGS	345809077301408	1986-11-23									
USGS	345809077301408	1986-11-24									
USGS	345809077301408	1986-11-25									
USGS	345809077301408	1986-11-26									
USGS	345809077301408	1986-11-27									
USGS	345809077301408	1986-11-28									
USGS	345809077301408	1986-11-29									
USGS	345809077301408	1986-11-30									
USGS	345809077301408	1986-12-01									
USGS	345809077301408	1986-12-02									
USGS	345809077301408	1986-12-03									
USGS	345809077301408	1986-12-04									
USGS	345809077301408	1986-12-05									
USGS	345809077301408	1986-12-06									
USGS	345809077301408	1986-12-07									
USGS	345809077301408	1986-12-08									
USGS	345809077301408	1986-12-09									
USGS	345809077301408	1986-12-10									
USGS	345809077301408	1986-12-11									
USGS	345809077301408	1986-12-12									
USGS	345809077301408	1986-12-13									
USGS	345809077301408	1986-12-14									
USGS	345809077301408	1986-12-15									
USGS	345809077301408	1986-12-16									
USGS	345809077301408	1986-12-17									
USGS	345809077301408	1986-12-18									
USGS	345809077301408	1986-12-19									
USGS	345809077301408	1986-12-20									
USGS	345809077301408	1986-12-21									
USGS	345809077301408	1986-12-22									
USGS	345809077301408	1986-12-23									
USGS	345809077301408	1986-12-24									
USGS	345809077301408	1986-12-25									
USGS	345809077301408	1986-12-26									
USGS	345809077301408	1986-12-27									
USGS	345809077301408	1986-12-28									
USGS	345809077301408	1986-12-29									
USGS	345809077301408	1986-12-30									
USGS	345809077301408	1986-12-31									
USGS	345809077301408	1987-01-01									
USGS	345809077301408	1987-01-02									
USGS	345809077301408	1987-01-03									
USGS	345809077301408	1987-01-04									
USGS	345809077301408	1987-01-05									
USGS	345809077301408	1987-01-06									
USGS	345809077301408	1987-01-07									
USGS	345809077301408	1987-01-08									
USGS	345809077301408	1987-01-09									
USGS	345809077301408	1987-01-10									
USGS	345809077301408	1987-01-11									
USGS	345809077301408	1987-01-12									
USGS	345809077301408	1987-01-13									
USGS	345809077301408	1987-01-14									
USGS	345809077301408	1987-01-15		2.88	A						
USGS	345809077301408	1987-01-16		2.94	A						
USGS	345809077301408	1987-01-17		2.56	A						
USGS	345809077301408	1987-01-18		2.10	A						
USGS	345809077301408	1987-01-19		1.60	A						
USGS	345809077301408	1987-01-20		1.69	A						
USGS	345809077301408	1987-01-21		1.85	A						
USGS	345809077301408	1987-01-22		0.78	A						
USGS	345809077301408	1987-01-23		0.92	A						
USGS	345809077301408	1987-01-24		1.21	A						
USGS	345809077301408	1987-01-25		1.21	A						
USGS	345809077301408	1987-01-26		1.04	A						
USGS	345809077301408	1987-01-27		1.40	A						
USGS	345809077301408	1987-01-28		1.60	A						
USGS	345809077301408	1987-01-29		1.75	A						
USGS	345809077301408	1987-01-30		1.77	A						
USGS	345809077301408	1987-01-31		1.96	A						
USGS	345809077301408	1987-02-01		2.11	A						
USGS	345809077301408	1987-02-02		2.16	A						
USGS	345809077301408	1987-02-03		2.31	A						
USGS	345809077301408	1987-02-04		2.46	A						
USGS	345809077301408	1987-02-05		2.57	A						
USGS	345809077301408	1987-02-06		2.62	A						
USGS	345809077301408	1987-02-07		2.55	A						
USGS	345809077301408	1987-02-08		2.57	A						
USGS	345809077301408	1987-02-09		2.77	A						
USGS	345809077301408	1987-02-10		2.86	A						
USGS	345809077301408	1987-02-11		2.93	A						
USGS	345809077301408	1987-02-12		2.98	A						
USGS	345809077301408	1987-02-13		3.11	A						
USGS	345809077301408	1987-02-14		3.16	A						
USGS	345809077301408	1987-02-15		3.25	A						
USGS	345809077301408	1987-02-16		3.23	A						
USGS	345809077301408	1987-02-17		2.37	A						
USGS	345809077301408	1987-02-18		2.24	A						
USGS	345809077301408	1987-02-19		2.37	A						
USGS	345809077301408	1987-02-20		2.49	A						
USGS	345809077301408	1987-02-21		2.58	A						
USGS	345809077301408	1987-02-22		2.60	A						
USGS	345809077301408	1987-02-23		2.41	A						
USGS	345809077301408	1987-02-24		2.56	A						
USGS	345809077301408	1987-02-25		2.67	A						
USGS	345809077301408	1987-02-26		2.78	A						
USGS	345809077301408	1987-02-27		2.56	A						
USGS	345809077301408	1987-02-28		1.49	A						
USGS	345809077301408	1987-03-01		0.64	A						
USGS	345809077301408	1987-03-02		0.95	A						
USGS	345809077301408	1987-03-03		1.23	A						
USGS	345809077301408	1987-03-04		1.51	A						
USGS	345809077301408	1987-03-05		1.73	A						
USGS	345809077301408	1987-03-06		1.89	A						
USGS	345809077301408	1987-03-07		2.01	A						
USGS	345809077301408	1987-03-08		2.07	A						
USGS	345809077301408	1987-03-09		2.12	A						
USGS	345809077301408	1987-03-10		2.33	A						
USGS	345809077301408	1987-03-11		2.44	A						
USGS	345809077301408	1987-03-12		2.50	A						
USGS	345809077301408	1987-03-13		2.60	A						
USGS	345809077301408	1987-03-14		2.72	A						
USGS	345809077301408	1987-03-15		2.82	A						
USGS	345809077301408	1987-03-16		2.92	A						
USGS	345809077301408	1987-03-17		3.01	A						
USGS	345809077301408	1987-03-18		3.10	A						
USGS	345809077301408	1987-03-19		3.07	A						
USGS	345809077301408	1987-03-20		2.89	A						
USGS	345809077301408	1987-03-21		2.98	A						
USGS	345809077301408	1987-03-22		3.12	A						
USGS	345809077301408	1987-03-23		3.26	A						
USGS	345809077301408	1987-03-24		3.36	A						
USGS	345809077301408	1987-03-25		3.45	A						
USGS	345809077301408	1987-03-26		3.52	A						
USGS	345809077301408	1987-03-27		3.55	A						
USGS	345809077301408	1987-03-28		3.40	A						
USGS	345809077301408	1987-03-29		3.31	A						
USGS	345809077301408	1987-03-30		3.26	A						
USGS	345809077301408	1987-03-31		3.16	A						
USGS	345809077301408	1987-04-01		3.15	A						
USGS	345809077301408	1987-04-02		3.22	A						
USGS	345809077301408	1987-04-03		3.30	A						
USGS	345809077301408	1987-04-04		3.30	A						
USGS	345809077301408	1987-04-05		3.36	A						
USGS	345809077301408	1987-04-06		3.46	A						
USGS	345809077301408	1987-04-07		3.57	A						
USGS	345809077301408	1987-04-08		3.67	A						
USGS	345809077301408	1987-04-09		3.78	A						
USGS	345809077301408	1987-04-10		3.89	A						
USGS	345809077301408	1987-04-11		3.97	A						
USGS	345809077301408	1987-04-12		4.06	A						
USGS	345809077301408	1987-04-13		4.17	A						
USGS	345809077301408	1987-04-14		4.24	A						
USGS	345809077301408	1987-04-15		4.11	A						
USGS	345809077301408	1987-04-16		3.26	A						
USGS	345809077301408	1987-04-17		3.07	A						
USGS	345809077301408	1987-04-18		3.10	A						
USGS	345809077301408	1987-04-19		3.16	A						
USGS	345809077301408	1987-04-20		3.24	A						
USGS	345809077301408	1987-04-21		3.35	A						
USGS	345809077301408	1987-04-22		3.51	A						
USGS	345809077301408	1987-04-23		3.61	A						
USGS	345809077301408	1987-04-24		3.66	A						
USGS	345809077301408	1987-04-25		3.64	A						
USGS	345809077301408	1987-04-26		3.55	A						
USGS	345809077301408	1987-04-27		3.58	A						
USGS	345809077301408	1987-04-28		3.70	A						
USGS	345809077301408	1987-04-29		3.86	A						
USGS	345809077301408	1987-04-30		4.01	A						
USGS	345809077301408	1987-05-01		4.12	A						
USGS	345809077301408	1987-05-02		4.26	A						
USGS	345809077301408	1987-05-03		4.40	A						
USGS	345809077301408	1987-05-04		4.51	A						
USGS	345809077301408	1987-05-05		4.57	A						
USGS	345809077301408	1987-05-06		4.66	A						
USGS	345809077301408	1987-05-07		4.79	A						
USGS	345809077301408	1987-05-08		4.85	A						
USGS	345809077301408	1987-05-09		4.98	A						
USGS	345809077301408	1987-05-10		5.10	A						
USGS	345809077301408	1987-05-11		5.22	A						
USGS	345809077301408	1987-05-12		5.32	A						
USGS	345809077301408	1987-05-13		5.43	A						
USGS	345809077301408	1987-05-14		5.42	A						
USGS	345809077301408	1987-05-15		5.46	A						
USGS	345809077301408	1987-05-16		5.61	A						
USGS	345809077301408	1987-05-17		5.72	A						
USGS	345809077301408	1987-05-18		5.84	A						
USGS	345809077301408	1987-05-19		5.97	A						
USGS	345809077301408	1987-05-20		5.71	A						
USGS	345809077301408	1987-05-21		5.15	A						
USGS	345809077301408	1987-05-22		4.85	A						
USGS	345809077301408	1987-05-23		4.72	A						
USGS	345809077301408	1987-05-24		4.72	A						
USGS	345809077301408	1987-05-25		4.82	A						
USGS	345809077301408	1987-05-26		4.95	A						
USGS	345809077301408	1987-05-27		5.09	A						
USGS	345809077301408	1987-05-28		5.25	A						
USGS	345809077301408	1987-05-29		5.40	A						
USGS	345809077301408	1987-05-30		5.60	A						
USGS	345809077301408	1987-05-31		5.78	A						
USGS	345809077301408	1987-06-01		5.95	A						
USGS	345809077301408	1987-06-02		6.11	A						
USGS	345809077301408	1987-06-03		6.29	A						
USGS	345809077301408	1987-06-04		6.31	A						
USGS	345809077301408	1987-06-04 17:10	UTC			6.34	1:A				
USGS	345809077301408	1987-06-05		6.34	A						
USGS	345809077301408	1987-06-06		6.54	A						
USGS	345809077301408	1987-06-07		6.70	A						
USGS	345809077301408	1987-06-08		6.84	A						
USGS	345809077301408	1987-06-09		6.99	A						
USGS	345809077301408	1987-06-10		7.17	A						
USGS	345809077301408	1987-06-11		7.32	A						
USGS	345809077301408	1987-06-12		7.40	A						
USGS	345809077301408	1987-06-13		7.51	A						
USGS	345809077301408	1987-06-14		7.26	A						
USGS	345809077301408	1987-06-15		7.10	A						
USGS	345809077301408	1987-06-16		7.24	A						
USGS	345809077301408	1987-06-17		7.47	A						
USGS	345809077301408	1987-06-18		7.49	A						
USGS	345809077301408	1987-06-19		7.43	A						
USGS	345809077301408	1987-06-20		7.25	A						
USGS	345809077301408	1987-06-21		7.20	A						
USGS	345809077301408	1987-06-22		7.26	A						
USGS	345809077301408	1987-06-23		7.33	A						
USGS	345809077301408	1987-06-24		7.38	A						
USGS	345809077301408	1987-06-25		7.47	A						
USGS	345809077301408	1987-06-26		7.58	A						
USGS	345809077301408	1987-06-27		7.70	A						
USGS	345809077301408	1987-06-28		7.97	A						
USGS	345809077301408	1987-06-29		8.10	A						
USGS	345809077301408	1987-06-30		8.16	A						
USGS	345809077301408	1987-07-01		8.09	A						
USGS	345809077301408	1987-07-02		8.04	A						
USGS	345809077301408	1987-07-03		8.05	A						
USGS	345809077301408	1987-07-04		7.48	A						
USGS	345809077301408	1987-07-05		7.44	A						
USGS	345809077301408	1987-07-06		7.50	A						
USGS	345809077301408	1987-07-07		7.56	A						
USGS	345809077301408	1987-07-08		7.66	A						
USGS	345809077301408	1987-07-09		7.85	A						
USGS	345809077301408	1987-07-10		7.98	A						
USGS	345809077301408	1987-07-11		8.10	A						
USGS	345809077301408	1987-07-12		8.13	A						
USGS	345809077301408	1987-07-13		8.20	A						
USGS	345809077301408	1987-07-14		8.30	A						
USGS	345809077301408	1987-07-15		8.29	A						
USGS	345809077301408	1987-07-16		8.30	A						
USGS	345809077301408	1987-07-17		8.48	A						
USGS	345809077301408	1987-07-18		8.55	A						
USGS	345809077301408	1987-07-19		8.62	A						
USGS	345809077301408	1987-07-20		8.69	A						
USGS	345809077301408	1987-07-21		8.74	A						
USGS	345809077301408	1987-07-22		8.79	A						
USGS	345809077301408	1987-07-23		8.84	A						
USGS	345809077301408	1987-07-24		8.88	A						
USGS	345809077301408	1987-07-25		8.92	A						
USGS	345809077301408	1987-07-26		8.95	A						
USGS	345809077301408	1987-07-27		8.99	A						
USGS	345809077301408	1987-07-28		9.00	A						
USGS	345809077301408	1987-07-29		9.03	A						
USGS	345809077301408	1987-07-30		9.05	A						
USGS	345809077301408	1987-07-31		9.08	A						
USGS	345809077301408	1987-08-01		9.09	A						
USGS	345809077301408	1987-08-02		9.11	A						
USGS	345809077301408	1987-08-03		9.15	A						
USGS	345809077301408	1987-08-04		9.18	A						
USGS	345809077301408	1987-08-05		9.20	A						
USGS	345809077301408	1987-08-06		9.23	A						
USGS	345809077301408	1987-08-07		9.23	A						
USGS	345809077301408	1987-08-08		9.20	A						
USGS	345809077301408	1987-08-09		9.22	A						
USGS	345809077301408	1987-08-10		9.25	A						
USGS	345809077301408	1987-08-11		9.24	A						
USGS	345809077301408	1987-08-12		9.15	A						
USGS	345809077301408	1987-08-13		9.11	A						
USGS	345809077301408	1987-08-14		9.11	A						
USGS	345809077301408	1987-08-15		9.02	A						
USGS	345809077301408	1987-08-16		8.90	A						
USGS	345809077301408	1987-08-17		8.83	A						
USGS	345809077301408	1987-08-18		8.79	A						
USGS	345809077301408	1987-08-19		8.77	A						
USGS	345809077301408	1987-08-20		8.70	A						
USGS	345809077301408	1987-08-21		8.51	A						
USGS	345809077301408	1987-08-22		8.31	A						
USGS	345809077301408	1987-08-23		8.15	A						
USGS	345809077301408	1987-08-24		8.09	A						
USGS	345809077301408	1987-08-25		8.00	A						
USGS	345809077301408	1987-08-26		7.89	A						
USGS	345809077301408	1987-08-27		7.85	A						
USGS	345809077301408	1987-08-28		7.88	A						
USGS	345809077301408	1987-08-29		7.94	A						
USGS	345809077301408	1987-08-30		7.88	A						
USGS	345809077301408	1987-08-31		7.74	A						
USGS	345809077301408	1987-09-01		7.69	A						
USGS	345809077301408	1987-09-02		7.78	A						
USGS	345809077301408	1987-09-03		7.88	A						
USGS	345809077301408	1987-09-04		7.89	A						
USGS	345809077301408	1987-09-05		7.75	A						
USGS	345809077301408	1987-09-06		7.63	A						
USGS	345809077301408	1987-09-07		7.54	A						
USGS	345809077301408	1987-09-08		7.22	A						
USGS	345809077301408	1987-09-09		7.00	A						
USGS	345809077301408	1987-09-10		6.89	A						
USGS	345809077301408	1987-09-11		6.85	A						
USGS	345809077301408	1987-09-12		6.84	A						
USGS	345809077301408	1987-09-13		6.80	A						
USGS	345809077301408	1987-09-14		6.86	A						
USGS	345809077301408	1987-09-15		6.94	A						
USGS	345809077301408	1987-09-16		7.03	A						
USGS	345809077301408	1987-09-17		7.05	A						
USGS	345809077301408	1987-09-18		7.12	A						
USGS	345809077301408	1987-09-19		7.23	A						
USGS	345809077301408	1987-09-20		7.28	A						
USGS	345809077301408	1987-09-21		7.42	A						
USGS	345809077301408	1987-09-22		7.57	A						
USGS	345809077301408	1987-09-23		7.72	A						
USGS	345809077301408	1987-09-24		7.82	A						
USGS	345809077301408	1987-09-25		7.97	A						
USGS	345809077301408	1987-09-26		8.12	A						
USGS	345809077301408	1987-09-27		8.21	A						
USGS	345809077301408	1987-09-28		8.23	A						
USGS	345809077301408	1987-09-29		8.21	A						
USGS	345809077301408	1987-09-30		8.12	A						
USGS	345809077301408	1987-10-01		8.22	A						
USGS	345809077301408	1987-10-02		8.44	A						
USGS	345809077301408	1987-10-03		8.45	A						
USGS	345809077301408	1987-10-04		8.55	A						
USGS	345809077301408	1987-10-05		8.60	A						
USGS	345809077301408	1987-10-06		8.63	A						
USGS	345809077301408	1987-10-07		8.68	A						
USGS	345809077301408	1987-10-08		8.77	A						
USGS	345809077301408	1987-10-09		8.84	A						
USGS	345809077301408	1987-10-10		8.87	A						
USGS	345809077301408	1987-10-11		8.88	A						
USGS	345809077301408	1987-10-12		8.90	A						
USGS	345809077301408	1987-10-13		8.95	A						
USGS	345809077301408	1987-10-14		8.99	A						
USGS	345809077301408	1987-10-15		9.02	A						
USGS	345809077301408	1987-10-16		9.05	A						
USGS	345809077301408	1987-10-17		9.08	A						
USGS	345809077301408	1987-10-18		9.10	A						
USGS	345809077301408	1987-10-19		9.13	A						
USGS	345809077301408	1987-10-20		9.17	A						
USGS	345809077301408	1987-10-21		9.19	A						
USGS	345809077301408	1987-10-22		9.24	A						
USGS	345809077301408	1987-10-23		9.28	A						
USGS	345809077301408	1987-10-24		9.29	A						
USGS	345809077301408	1987-10-25		9.31	A						
USGS	345809077301408	1987-10-26		9.34	A						
USGS	345809077301408	1987-10-27		9.36	A						
USGS	345809077301408	1987-10-28		9.37	A						
USGS	345809077301408	1987-10-29		9.39	A						
USGS	345809077301408	1987-10-30		9.41	A						
USGS	345809077301408	1987-10-31		9.42	A						
USGS	345809077301408	1987-11-01		9.44	A						
USGS	345809077301408	1987-11-02		9.45	A						
USGS	345809077301408	1987-11-03		9.46	A						
USGS	345809077301408	1987-11-04		9.47	A						
USGS	345809077301408	1987-11-05		9.50	A						
USGS	345809077301408	1987-11-06		9.54	A						
USGS	345809077301408	1987-11-07		9.55	A						
USGS	345809077301408	1987-11-08		9.55	A						
USGS	345809077301408	1987-11-09		9.56	A						
USGS	345809077301408	1987-11-10		9.57	A						
USGS	345809077301408	1987-11-11		9.58	A						
USGS	345809077301408	1987-11-12		9.59	A						
USGS	345809077301408	1987-11-13		9.59	A						
USGS	345809077301408	1987-11-14		9.60	A						
USGS	345809077301408	1987-11-15		9.61	A						
USGS	345809077301408	1987-11-16		9.62	A						
USGS	345809077301408	1987-11-17		9.63	A						
USGS	345809077301408	1987-11-18		9.64	A						
USGS	345809077301408	1987-11-19		9.64	A						
USGS	345809077301408	1987-11-20		9.65	A						
USGS	345809077301408	1987-11-21		9.67	A						
USGS	345809077301408	1987-11-22		9.68	A						
USGS	345809077301408	1987-11-23		9.70	A						
USGS	345809077301408	1987-11-24		9.70	A						
USGS	345809077301408	1987-11-25		9.70	A						
USGS	345809077301408	1987-11-26		9.70	A						
USGS	345809077301408	1987-11-27		9.72	A						
USGS	345809077301408	1987-11-28		9.72	A						
USGS	345809077301408	1987-11-29		9.67	A						
USGS	345809077301408	1987-11-30		9.62	A						
USGS	345809077301408	1987-12-01		9.58	A						
USGS	345809077301408	1987-12-02		9.56	A						
USGS	345809077301408	1987-12-03		9.52	A						
USGS	345809077301408	1987-12-04		9.46	A						
USGS	345809077301408	1987-12-05		9.43	A						
USGS	345809077301408	1987-12-06		9.40	A						
USGS	345809077301408	1987-12-07		9.35	A						
USGS	345809077301408	1987-12-08		9.30	A						
USGS	345809077301408	1987-12-09		9.26	A						
USGS	345809077301408	1987-12-10		9.23	A						
USGS	345809077301408	1987-12-11		9.19	A						
USGS	345809077301408	1987-12-12		9.14	A						
USGS	345809077301408	1987-12-13		9.10	A						
USGS	345809077301408	1987-12-14		9.04	A						
USGS	345809077301408	1987-12-15		8.95	A						
USGS	345809077301408	1987-12-16		8.86	A						
USGS	345809077301408	1987-12-17		8.77	A						
USGS	345809077301408	1987-12-18		8.68	A						
USGS	345809077301408	1987-12-19		8.56	A						
USGS	345809077301408	1987-12-20		8.44	A						
USGS	345809077301408	1987-12-21		8.35	A						
USGS	345809077301408	1987-12-22		8.25	A						
USGS	345809077301408	1987-12-23		8.19	A						
USGS	345809077301408	1987-12-24		8.11	A						
USGS	345809077301408	1987-12-25		7.98	A						
USGS	345809077301408	1987-12-26		7.87	A						
USGS	345809077301408	1987-12-27		7.80	A						
USGS	345809077301408	1987-12-28		7.50	A						
USGS	345809077301408	1987-12-29		6.94	A						
USGS	345809077301408	1987-12-30		6.58	A						
USGS	345809077301408	1987-12-31		6.33	A						
USGS	345809077301408	1988-01-01		6.21	A						
USGS	345809077301408	1988-01-02		6.20	A						
USGS	345809077301408	1988-01-03		5.96	A						
USGS	345809077301408	1988-01-04		5.20	A						
USGS	345809077301408	1988-01-05		4.98	A						
USGS	345809077301408	1988-01-06		4.89	A						
USGS	345809077301408	1988-01-07		4.83	A						
USGS	345809077301408	1988-01-08		4.06	A						
USGS	345809077301408	1988-01-09		3.76	A						
USGS	345809077301408	1988-01-10		3.69	A						
USGS	345809077301408	1988-01-11		3.60	A						
USGS	345809077301408	1988-01-12		3.53	A						
USGS	345809077301408	1988-01-13		3.40	A						
USGS	345809077301408	1988-01-14		3.38	A						
USGS	345809077301408	1988-01-15		3.32	A						
USGS	345809077301408	1988-01-16		3.38	A						
USGS	345809077301408	1988-01-17		3.39	A						
USGS	345809077301408	1988-01-18		3.35	A						
USGS	345809077301408	1988-01-19		3.32	A						
USGS	345809077301408	1988-01-20		3.25	A						
USGS	345809077301408	1988-01-21		3.20	A						
USGS	345809077301408	1988-01-22		3.25	A						
USGS	345809077301408	1988-01-23		3.30	A						
USGS	345809077301408	1988-01-24		3.40	A						
USGS	345809077301408	1988-01-25		3.31	A						
USGS	345809077301408	1988-01-26		3.19	A						
USGS	345809077301408	1988-01-27		3.22	A						
USGS	345809077301408	1988-01-28		3.25	A						
USGS	345809077301408	1988-01-29		3.32	A						
USGS	345809077301408	1988-01-30		3.38	A						
USGS	345809077301408	1988-01-31		3.46	A						
USGS	345809077301408	1988-02-01		3.53	A						
USGS	345809077301408	1988-02-02		3.58	A						
USGS	345809077301408	1988-02-03		3.63	A						
USGS	345809077301408	1988-02-04		3.53	A						
USGS	345809077301408	1988-02-05		3.63	A						
USGS	345809077301408	1988-02-06		3.70	A						
USGS	345809077301408	1988-02-07		3.75	A						
USGS	345809077301408	1988-02-08		3.74	A						
USGS	345809077301408	1988-02-09		3.81	A						
USGS	345809077301408	1988-02-10		3.90	A						
USGS	345809077301408	1988-02-11		3.89	A						
USGS	345809077301408	1988-02-12		3.88	A						
USGS	345809077301408	1988-02-13		4.00	A						
USGS	345809077301408	1988-02-14		4.05	A						
USGS	345809077301408	1988-02-15		3.96	A						
USGS	345809077301408	1988-02-16		4.02	A						
USGS	345809077301408	1988-02-17		4.05	A						
USGS	345809077301408	1988-02-18		4.05	A						
USGS	345809077301408	1988-02-19		3.99	A						
USGS	345809077301408	1988-02-20		3.98	A						
USGS	345809077301408	1988-02-21		3.88	A						
USGS	345809077301408	1988-02-22		3.78	A						
USGS	345809077301408	1988-02-23		3.73	A						
USGS	345809077301408	1988-02-24		3.83	A						
USGS	345809077301408	1988-02-25		3.90	A						
USGS	345809077301408	1988-02-26		3.97	A						
USGS	345809077301408	1988-02-27		3.96	A						
USGS	345809077301408	1988-02-28		4.12	A						
USGS	345809077301408	1988-02-29		4.16	A						
USGS	345809077301408	1988-03-01		4.26	A						
USGS	345809077301408	1988-03-02		4.33	A						
