date,prcp(mm/day),tmean(C),dayl(day),srad(W/m2),vp(Pa),flow(mm),GW(feet)
14/3/1987,0,5.765,0.488000116,455.22,523.92,1.288168701,2.72
15/3/1987,0,8.73,0.488000116,469.02,624.63,1.170039694,2.82
16/3/1987,0,10.01,0.491999769,451.41,720,1.040660305,2.92
17/3/1987,0,4.54,0.491999769,431.11,520,0.933781679,3.01
18/3/1987,0,6.05,0.491999769,464.29,543.7,0.855029007,3.1
19/3/1987,10.79,8.34,0.495999769,181.07,894.04,0.81002748,3.07
20/3/1987,6.09,8.335,0.495999769,312.8,719.08,0.911280915,2.89
21/3/1987,0,9.6,0.500000116,432.17,735.88,1.018159541,2.98
22/3/1987,0,8.7,0.500000116,473.07,640,1.040660305,3.12
23/3/1987,0,8.655,0.500000116,492.3,600,0.973158015,3.26
24/3/1987,0,9.75,0.504000116,492.3,640,0.87752977,3.36
25/3/1987,0,10.655,0.504000116,482.14,705.64,0.781901526,3.45
26/3/1987,0,15.965,0.507999769,407.07,1183.48,0.697523664,3.52
27/3/1987,17.92,18.6,0.507999769,268.61,1474.27,0.866279389,3.55
28/3/1987,21.46,17.955,0.507999769,211.58,1583.96,1.721308396,3.4
29/3/1987,0,14.28,0.512000116,420.35,1040,2.362580151,3.31
30/3/1987,7.61,16.895,0.512000116,227.35,1432.51,4.449525951,3.26
31/3/1987,10.57,15.63,0.516000116,262.42,1271.13,5.906450377,3.16
1/4/1987,0,6.165,0.516000116,441.82,591.86,5.546438164,3.15
2/4/1987,0,7.895,0.516000116,470.6,629.89,4.37639847,3.22
3/4/1987,0,11.45,0.519999769,466.65,800,3.425741219,3.3
4/4/1987,8.57,9.52,0.519999769,305.39,799.15,2.801345036,3.3
5/4/1987,0,5.92,0.519999769,392.67,640,2.379455723,3.36
6/4/1987,0,9.015,0.524,447.86,720,2.01944351,3.46
7/4/1987,0,11.465,0.524,476.95,800,1.670681678,3.57
8/4/1987,0,13.995,0.527999884,434.18,1039.59,1.361296182,3.67
9/4/1987,0,13.84,0.527999884,494.47,920,1.068786259,3.78
10/4/1987,0,13.68,0.527999884,515.77,840,0.866279389,3.89
11/4/1987,0,15.265,0.531999884,520.87,919.55,0.748150381,3.97
12/4/1987,0,18.635,0.531999884,471.93,1275.4,0.669397709,4.06
13/4/1987,0,18.495,0.535932176,467.44,1279.61,0.596270229,4.17
14/4/1987,0,16.59,0.536000231,426.15,1237.57,0.523142748,4.24
15/4/1987,12.08,15.555,0.536000231,219.53,1408.9,0.523142748,4.11
16/4/1987,45.55,17.605,0.539999769,205.64,1589.17,1.771935113,3.26
17/4/1987,4.67,16.245,0.539999769,307.97,1263.58,3.223234349,3.07
18/4/1987,2.85,15.075,0.539999769,339.49,1226.32,5.737694652,3.1
19/4/1987,3,15.975,0.544,240.06,1373.79,5.850198469,3.16
20/4/1987,1.35,18.115,0.544,257.16,1677.2,4.618281676,3.24
21/4/1987,0,18.24,0.544190856,289.68,1643.16,3.403240456,3.35
22/4/1987,0,19.125,0.547999884,459.53,1419.91,2.553836639,3.51
23/4/1987,0,19.41,0.547999884,436.31,1508.72,1.963191602,3.61
24/4/1987,0,19.17,0.55193206,339.5,1694.32,1.501925953,3.66
25/4/1987,25.55,15.34,0.552,311.74,1238.71,1.665056487,3.64
26/4/1987,9.6,10.92,0.552,279.17,960,3.048853433,3.55
27/4/1987,0,11.585,0.555999884,494.68,859.54,5.625190836,3.58
28/4/1987,0,14.75,0.555999884,483.49,1080,5.906450377,3.7
29/4/1987,0,13.485,0.555999884,559.45,800.03,4.708284729,3.86
30/4/1987,0,20.48,0.559999884,488.42,1466.88,3.178232822,4.01
1/5/1987,2.64,20.53,0.559999884,442.45,1356.4,2.255701525,4.12
2/5/1987,0,21.78,0.559999884,470.03,1640,1.558177861,4.26
3/5/1987,0,22.995,0.563999769,455.33,1800,1.125038167,4.4
4/5/1987,0,21.815,0.563999769,454.91,1707.36,0.826903053,4.51
5/5/1987,5.41,15.39,0.563999769,339.08,1172.36,0.663772519,4.57
6/5/1987,0,14.05,0.567931944,533.09,920,0.562519084,4.66
7/5/1987,0,17.135,0.567999884,521.76,1141.59,0.489391603,4.79
8/5/1987,2.59,18.295,0.567999884,367.06,1420.74,0.433139694,4.85
9/5/1987,0,15.55,0.568190856,541.82,968.03,0.376887786,4.98
10/5/1987,0,19.195,0.572000116,528.71,1268.03,0.320635878,5.1
11/5/1987,0,20.095,0.572000116,503.97,1407.65,0.27000916,5.22
12/5/1987,0,21.195,0.572000116,454.59,1639.79,0.225007633,5.32
13/5/1987,9.75,21.73,0.576000116,308.42,1800,0.20250687,5.43
14/5/1987,11.08,19.675,0.576000116,292.45,1642.55,0.225007633,5.42
15/5/1987,0,21.375,0.576000116,419.05,1760,0.258758778,5.46
16/5/1987,0.07,21.54,0.576191088,393.96,1812.16,0.315010687,5.61
17/5/1987,0,20.01,0.58,519.39,1362.85,0.421889313,5.72
18/5/1987,0,24.07,0.58,447.1,1945.77,0.495016794,5.84
19/5/1987,0,25.01,0.58,423.66,2119.44,0.416264122,5.97
20/5/1987,24.07,23.07,0.580190972,279.02,2036.36,0.770651144,5.71
21/5/1987,0,18.85,0.583999884,354.22,1605.49,1.220666411,5.15
22/5/1987,0.47,22.31,0.583999884,358.14,1956.97,1.051910686,4.85
23/5/1987,9.39,23.5,0.583999884,305.04,2079.95,0.984408396,4.72
24/5/1987,0,24.25,0.583999884,412.94,2081.75,0.888780152,4.72
25/5/1987,0,24.285,0.58793206,438.02,1992.58,0.6750229,4.82
26/5/1987,0,23.66,0.588000116,427.36,1935.77,0.500641984,4.95
27/5/1987,0,23.235,0.588000116,372.51,2054.91,0.376887786,5.09
28/5/1987,0,22.505,0.588000116,431.51,1801.75,0.292509923,5.25
29/5/1987,0,23.405,0.588000116,458.44,1838.77,0.236258015,5.4
30/5/1987,0,24.5,0.591931829,447.66,2000,0.196881679,5.6
31/5/1987,0,24.46,0.591999769,465.11,1929.29,0.163130534,5.78
1/6/1987,0,26.18,0.591999769,410.72,2312.7,0.13500458,5.95
2/6/1987,0,26.88,0.591999769,400.87,2441.02,0.118129008,6.11
3/6/1987,0,26.735,0.591999769,437.55,2303.07,0.101253435,6.29
4/6/1987,21.91,26.02,0.591999769,316.95,2282.27,0.101253435,6.31
5/6/1987,4.72,23.36,0.593335764,288.75,2076.73,0.157505343,6.325
6/6/1987,0,21.34,0.596000116,494.39,1576.52,0.191256488,6.34
7/6/1987,0,22.53,0.596000116,482.41,1724.24,0.157505343,6.54
8/6/1987,0,25.5,0.596000116,447.38,2138.15,0.123754198,6.7
9/6/1987,0,26.35,0.596000116,418.16,2338.01,0.106878626,6.84
10/6/1987,0,25.25,0.596000116,403.54,2279.41,0.090003053,6.99
11/6/1987,0,19.725,0.596000116,501.48,1418.59,0.073127481,7.17
12/6/1987,0,23.31,0.596000116,473.44,1819.25,0.061877099,7.32
13/6/1987,0,25.985,0.596000116,383.9,2395.58,0.061877099,7.4
14/6/1987,34.39,23.75,0.596000116,216.01,2320,0.118129008,7.51
15/6/1987,4.67,25.39,0.596191088,230.47,2525.52,0.264383969,7.26
16/6/1987,0,26.75,0.597336111,342.72,2649.23,0.40501374,7.1
17/6/1987,3.41,27.005,0.598912269,260.28,2684.8,0.382512977,7.24
18/6/1987,0,26.285,0.598912269,324.64,2641.54,0.315010687,7.47
19/6/1987,0,24.79,0.599932292,353.87,2350.29,0.292509923,7.49
20/6/1987,3.1,26.33,0.599932292,317.34,2505.83,0.33751145,7.43
21/6/1987,0,27.47,0.599932292,361.7,2720,0.27000916,7.25
22/6/1987,0,27.595,0.599932292,345.84,2783.21,0.208132061,7.2
23/6/1987,0,26.705,0.599932292,303.98,2765.42,0.157505343,7.26
24/6/1987,0,25.215,0.599932292,338.93,2468.63,0.129379389,7.33
25/6/1987,0,22.865,0.598912269,468.38,1862.49,0.106878626,7.38
26/6/1987,0,25.405,0.597336111,378.6,2396.34,0.095628244,7.47
27/6/1987,4.41,26.215,0.597336111,276.23,2549.03,0.084377863,7.58
28/6/1987,0,23.83,0.596191088,474.4,1947.43,0.073127481,7.7
29/6/1987,0,23.135,0.596000116,520.45,1708.37,0.061877099,7.97
30/6/1987,0,25.265,0.596000116,467.74,2128.61,0.054001832,8.1
1/7/1987,0,27.15,0.596000116,357.53,2720,0.049501679,8.16
2/7/1987,9.43,27.63,0.596000116,243.03,2880,0.047251603,8.09
3/7/1987,11.15,26.23,0.596000116,323.26,2640.06,0.05512687,8.04
4/7/1987,18.06,26.48,0.596000116,269.91,2640,0.13500458,8.05
5/7/1987,5.49,27.24,0.596000116,265.77,2767.65,0.236258015,7.48
6/7/1987,7.56,27.115,0.596000116,326.65,2517.24,0.315010687,7.44
7/7/1987,0,28.95,0.59593206,432.09,2784.82,0.292509923,7.5
8/7/1987,0,28.54,0.592190741,471.47,2560.13,0.281259542,7.56
9/7/1987,0,29.935,0.591999769,427.36,2958.89,0.258758778,7.66
10/7/1987,0.13,30.05,0.591999769,436.66,2903.16,0.20250687,7.85
11/7/1987,19.26,28.98,0.591999769,323.12,2794.15,0.140629771,7.98
12/7/1987,17.72,27.405,0.591999769,346.29,2464,0.101253435,8.1
13/7/1987,0,26.66,0.591999769,438.57,2451.37,0.078752672,8.13
14/7/1987,0.51,27.245,0.589336111,424.53,2558.02,0.06750229,8.2
15/7/1987,4.93,25.295,0.588000116,291.53,2397.95,0.06750229,8.3
16/7/1987,1.03,23.86,0.588000116,324.04,2297.63,0.056251908,8.29
17/7/1987,0,23.57,0.588000116,431.61,2090.84,0.04893916,8.3
18/7/1987,0,22,0.588000116,516.6,1640,0.040501374,8.48
19/7/1987,0,23.5,0.58533588,519.51,1759.03,0.032626107,8.55
20/7/1987,0,25.76,0.583999884,504.27,2028.51,0.026438397,8.62
21/7/1987,0,28.325,0.583999884,476.29,2423.91,0.021375725,8.69
22/7/1987,0,29.67,0.583999884,453.66,2695.04,0.019125649,8.74
23/7/1987,0,28.805,0.58393206,455.25,2560,0.016313053,8.79
24/7/1987,0,26.945,0.58,451.15,2320.01,0.013500458,8.84
25/7/1987,0,27.67,0.58,434.85,2483.1,0.011250382,8.88
26/7/1987,0,28.01,0.58,444.56,2463.45,0.009562824,8.92
27/7/1987,8.15,28.6,0.579932176,342.09,2709.74,0.019688168,8.95
28/7/1987,10.91,27.25,0.576000116,374.48,2480,0.025875878,8.99
29/7/1987,10.38,26.055,0.576000116,291.83,2411.23,0.016313053,9
30/7/1987,0,24.94,0.576000116,444.02,2111.95,0.012937939,9.03
31/7/1987,0,26.395,0.573336111,446.55,2279.81,0.010125344,9.05
1/8/1987,10.74,27.585,0.572000116,288.37,2623.41,0.009000305,9.08
2/8/1987,0.4,26.46,0.572000116,388.06,2425.71,0.009562824,9.09
3/8/1987,0,28.23,0.572000116,376.81,2725.68,0.009000305,9.11
4/8/1987,0,29.375,0.567999884,349.22,3009.27,0.007312748,9.15
5/8/1987,1.51,29.95,0.567999884,331,3066.66,0.00618771,9.18
6/8/1987,10.87,28.695,0.567999884,278.33,2804.71,0.00618771,9.2
7/8/1987,22.58,26.525,0.563999769,211.5,2746.2,0.011812901,9.23
8/8/1987,24.48,25.935,0.563999769,248.93,2536.46,0.015188015,9.23
9/8/1987,0,26.91,0.563999769,374.22,2560,0.095628244,9.2
10/8/1987,0,28.79,0.559999884,349.34,2916.46,0.106878626,9.22
11/8/1987,44.22,27.185,0.559999884,256.77,2699.58,0.078752672,9.25
12/8/1987,0,24.49,0.559999884,356.27,2294.61,0.06750229,9.24
13/8/1987,0,24.66,0.555999884,358.04,2307.74,0.06750229,9.15
14/8/1987,0,23.84,0.555999884,350.79,2228.69,0.06750229,9.11
15/8/1987,29.69,25.695,0.555999884,240.06,2540.36,0.095628244,9.11
16/8/1987,11.51,27.485,0.552,235.37,2846.82,0.20250687,9.02
17/8/1987,0,27.75,0.552,339.73,2800,0.303760305,8.9
18/8/1987,0,28.76,0.552,362.95,2884.29,0.230632824,8.83
19/8/1987,0,28.52,0.547999884,401.2,2726.7,0.196881679,8.79
20/8/1987,18.92,26.995,0.547999884,292.83,2558.38,0.303760305,8.77
21/8/1987,0,25.945,0.547999884,398.98,2386.07,0.562519084,8.7
22/8/1987,0.56,26,0.544,417.94,2320,0.545643511,8.51
23/8/1987,0,27.015,0.544,354.59,2682.87,0.388138168,8.31
24/8/1987,0,24.27,0.544,386.87,2236.44,0.264383969,8.15
25/8/1987,4.32,23.09,0.539999769,313.6,2149.18,0.191256488,8.09
26/8/1987,0,25.39,0.539999769,420.34,2283.12,0.146254962,8
27/8/1987,0,28.69,0.536000231,397.88,2785.6,0.112503817,7.89
28/8/1987,0,29.825,0.536000231,361.94,3103.34,0.090003053,7.85
29/8/1987,0,28.915,0.536000231,386.83,2855.56,0.078752672,7.88
30/8/1987,16,26.41,0.531999884,284.23,2532.3,0.073127481,7.94
31/8/1987,0.23,24.26,0.531999884,350.13,2305.03,0.05512687,7.88
1/9/1987,0.38,24.18,0.531999884,313.74,2386.86,0.050064198,7.74
2/9/1987,0,23.475,0.527999884,393.05,2123.08,0.045564046,7.69
3/9/1987,0,24.03,0.527999884,384.23,2216.86,0.038813817,7.78
4/9/1987,0,24.015,0.524,329.59,2325.31,0.034313664,7.88
5/9/1987,11.11,23.275,0.524,247.82,2255.45,0.03712626,7.89
6/9/1987,8.08,25.615,0.524,268.86,2480,0.038251298,7.75
7/9/1987,21.38,26.96,0.519999769,230.2,2813.94,0.052314275,7.63
8/9/1987,16.58,27.54,0.519999769,219.37,2966.34,0.073127481,7.54
9/9/1987,0,27.265,0.518912037,356.62,2721.65,0.151880153,7.22
10/9/1987,5.03,26.095,0.516000116,299.31,2411.57,0.157505343,7
11/9/1987,0,26.27,0.516000116,377.72,2495.7,0.140629771,6.89
12/9/1987,0,26.52,0.512000116,366.19,2565.65,0.146254962,6.85
13/9/1987,16.59,26.04,0.512000116,260.43,2550.63,0.140629771,6.84
14/9/1987,0,25.46,0.512000116,347.2,2461.41,0.163130534,6.8
15/9/1987,0,24.41,0.507999769,430.63,2052.38,0.208132061,6.86
16/9/1987,0,24.075,0.507999769,423.81,2024.32,0.20250687,6.94
17/9/1987,0,25.52,0.504000116,398.38,2283.37,0.191256488,7.03
18/9/1987,0.01,27.095,0.504000116,362.71,2601.08,0.185631298,7.05
19/9/1987,0,25.855,0.504000116,397.03,2299.66,0.174380916,7.12
20/9/1987,13.89,25.195,0.500000116,243.55,2444.7,0.140629771,7.23
21/9/1987,0,24.015,0.500000116,350.16,2234.12,0.112503817,7.28
22/9/1987,0,22.68,0.495999769,425.13,1805.5,0.090003053,7.42
23/9/1987,0,20.635,0.495999769,450.56,1495.03,0.078752672,7.57
24/9/1987,0,18.645,0.495999769,454.94,1319.09,0.06750229,7.72
25/9/1987,0,19.715,0.491999769,449.7,1394.21,0.056251908,7.82
26/9/1987,0,21.615,0.491999769,418.62,1666.81,0.050064198,7.97
27/9/1987,0,21.895,0.488000116,424.32,1647.77,0.041063893,8.12
28/9/1987,0,22.49,0.488000116,394,1806.57,0.032626107,8.21
29/9/1987,0,22.145,0.488000116,402.96,1742.4,0.027000916,8.23
30/9/1987,9.84,21.515,0.483999884,264.99,1809.14,0.024188321,8.21
1/10/1987,6.86,17.135,0.483999884,286.35,1341.33,0.020813206,8.12
2/10/1987,0,15.785,0.481087847,457.22,968.08,0.017438092,8.22
3/10/1987,0,17.155,0.48,429.67,1168.55,0.014625496,8.44
4/10/1987,0,12.165,0.48,439.95,800,0.013500458,8.45
5/10/1987,0,12.075,0.476000116,448.65,760,0.012937939,8.55
6/10/1987,0,15.44,0.476000116,432.92,960,0.011250382,8.6
7/10/1987,0,17.68,0.476000116,369.21,1311.59,0.011250382,8.63
8/10/1987,0,13.135,0.472,408.46,888.03,0.010125344,8.68
9/10/1987,0,13.14,0.472,424.75,806.4,0.008437786,8.77
10/10/1987,0,16.425,0.467999769,404.28,1057.82,0.007312748,8.84
11/10/1987,0,18.56,0.467999769,332.32,1410.06,0.006750229,8.87
12/10/1987,0,16.835,0.467999769,315.41,1311.83,0.007312748,8.88
13/10/1987,0,12.235,0.464,257.63,1062.5,0.007312748,8.9
14/10/1987,0,12.14,0.464,337.85,920,0.009562824,8.95
15/10/1987,0,13.33,0.464,354.34,940.26,0.009000305,8.99
16/10/1987,0,13.135,0.460000116,388.62,838.64,0.007875267,9.02
17/10/1987,0,17.695,0.460000116,361.74,1206.75,0.007312748,9.05
18/10/1987,0,17.845,0.455999884,355.52,1222.07,0.007312748,9.08
19/10/1987,0,15.985,0.455999884,374.96,1000.41,0.007312748,9.1
20/10/1987,0,17.915,0.455999884,366.51,1146.5,0.007875267,9.13
21/10/1987,0,18.42,0.451999884,297.26,1386.99,0.014625496,9.17
22/10/1987,0,11.38,0.451999884,389.33,659.3,0.016875573,9.19
23/10/1987,0,10.155,0.451999884,380.3,627.22,0.015750534,9.24
24/10/1987,0,14.38,0.448,367.41,860.51,0.012937939,9.28
25/10/1987,0,16.38,0.448,329.71,1100.97,0.011250382,9.29
26/10/1987,0,14.97,0.448,302.45,1072.74,0.01237542,9.31
27/10/1987,8.43,15.695,0.444,183.47,1263.65,0.016875573,9.34
28/10/1987,7.85,14.21,0.444,193.1,1119.51,0.018000611,9.36
29/10/1987,0,9.9,0.444,344.13,658.03,0.016875573,9.37
30/10/1987,0,12.01,0.44,332.66,800,0.016313053,9.39
31/10/1987,0,15.675,0.44,328.31,988.07,0.015750534,9.41
1/11/1987,0,17.71,0.44,270.35,1321.3,0.014625496,9.42
2/11/1987,0,16.74,0.435999769,286.74,1198.22,0.014062977,9.44
3/11/1987,0,18.315,0.435999769,286.5,1310.35,0.01237542,9.45
4/11/1987,0,18.865,0.435999769,299.71,1298.31,0.011250382,9.46
5/11/1987,0.36,20.435,0.432,263.38,1562.15,0.010687863,9.47
6/11/1987,0,12.65,0.432,334.98,761.48,0.010125344,9.5
7/11/1987,0,9.105,0.432,341.75,569.58,0.009562824,9.54
8/11/1987,0,13.13,0.428,328.1,799.68,0.009562824,9.55
9/11/1987,0,17.855,0.428,288.09,1223.39,0.008437786,9.55
10/11/1987,1.66,18.135,0.428,243.16,1365.09,0.009000305,9.56
11/11/1987,10.32,12.075,0.426664236,249.06,691.74,0.011250382,9.57
12/11/1987,1.27,4.8,0.424,236.21,560,0.039376336,9.58
13/11/1987,0,8.655,0.424,310.33,600,0.027563435,9.59
14/11/1987,0,12.295,0.424,306.02,754.26,0.017438092,9.59
15/11/1987,0,11.43,0.420068056,323.52,640.02,0.019125649,9.6
16/11/1987,0,15.75,0.420000116,263.46,1080,0.023063282,9.61
17/11/1987,1.62,19.685,0.420000116,187.99,1635.09,0.020813206,9.62
18/11/1987,7.23,18.735,0.420000116,141.02,1556.5,0.020813206,9.63
19/11/1987,0,12.555,0.416068056,222.76,968.72,0.020813206,9.64
20/11/1987,0,10.645,0.416,198.53,920,0.020813206,9.64
21/11/1987,0,5.42,0.416,257.79,560,0.021938244,9.65
22/11/1987,0,1.955,0.416,255.26,440,0.023625802,9.67
23/11/1987,0,6.62,0.414663773,311.7,480,0.024188321,9.68
24/11/1987,0,12.65,0.412,288.68,799.62,0.023063282,9.7
25/11/1987,0,14.475,0.412,275.44,921,0.023063282,9.7
26/11/1987,0,17.785,0.412,208.13,1384.25,0.022500763,9.7
27/11/1987,0,17.035,0.412,147.36,1487.75,0.027000916,9.7
28/11/1987,13.74,14.765,0.41066412,92.84,1364.41,0.061877099,9.72
29/11/1987,22.75,17.315,0.408,104.44,1566.21,0.061877099,9.72
30/11/1987,0,13.855,0.408,208.44,1102.36,0.112503817,9.67
1/12/1987,0,9.94,0.408,161.16,921.52,0.163130534,9.62
2/12/1987,0,6.65,0.408,228.35,640,0.180006107,9.58
3/12/1987,0,5.215,0.408,275.63,496.85,0.180006107,9.56
4/12/1987,0,8.6,0.407809028,189.34,806.79,0.185631298,9.52
5/12/1987,0,4.915,0.404068056,215.25,600,0.196881679,9.46
6/12/1987,0,3.27,0.404,253.59,480,0.168755725,9.43
7/12/1987,0,3.96,0.404,258.31,480,0.140629771,9.4
8/12/1987,0,7.6,0.404,270.7,604.22,0.118129008,9.35
9/12/1987,0,12.155,0.404,286.35,745.09,0.095628244,9.3
10/12/1987,0,17.1,0.404,221.87,1312.52,0.084377863,9.26
11/12/1987,26.69,13.145,0.404,187.81,920,0.101253435,9.23
12/12/1987,0,11.14,0.404,239.21,852.78,0.118129008,9.19
13/12/1987,0,8.13,0.404,262.39,640,0.13500458,9.14
14/12/1987,0,6.69,0.403809144,269.62,562.15,0.146254962,9.1
15/12/1987,9.71,14.295,0.402664005,178.92,1064.21,0.157505343,9.04
16/12/1987,5.12,11.535,0.402664005,201.41,806.36,0.163130534,8.95
17/12/1987,0,4.64,0.401087847,227.86,560,0.174380916,8.86
18/12/1987,0,2.26,0.400067824,233.03,480,0.180006107,8.77
19/12/1987,0,4.225,0.400067824,280.51,440,0.174380916,8.68
20/12/1987,0,11.99,0.400067824,269.13,800,0.163130534,8.56
21/12/1987,0,15.33,0.400067824,185.76,1283.77,0.151880153,8.44
22/12/1987,8.5,9.78,0.400067824,118.54,922.55,0.146254962,8.35
23/12/1987,0.93,8.585,0.400067824,237.96,720.41,0.146254962,8.25
24/12/1987,0,9.67,0.401087847,281.98,651.51,0.163130534,8.19
25/12/1987,0,16.245,0.401087847,204.5,1327.88,0.168755725,8.11
26/12/1987,1.21,17.78,0.402664005,203.62,1446.1,0.196881679,7.98
27/12/1987,6.01,12.32,0.403809144,158.28,1012.6,0.213757252,7.87
28/12/1987,13.02,7.85,0.404,45.72,975.41,0.241883206,7.8
29/12/1987,17.41,6.275,0.404,95.89,798.35,0.40501374,7.5
30/12/1987,0,2.635,0.404,259.33,452.4,0.568144274,6.94
31/12/1987,0,4.49,0.404,284.66,480,0.646896946,6.58
1/1/1988,0,12.22,0.404,282.49,880.21,0.635646564,6.33
2/1/1988,6.68,10.695,0.404,213.75,799.65,0.585019847,6.21
3/1/1988,20.67,3.33,0.404,90.63,657.24,0.60752061,6.2
4/1/1988,17.8,3.525,0.404,102.82,647.66,1.08003664,5.96
5/1/1988,0,2.41,0.404,226.62,525.33,1.530051907,5.2
6/1/1988,0,-1.41,0.406664005,221.92,401.71,1.777560304,4.98
7/1/1988,0,-3.11,0.408,182.47,374.21,1.873188548,4.89
8/1/1988,32.24,-2.335,0.408,134.28,410.72,2.070070228,4.83
9/1/1988,0,-1.99,0.408,173.52,427.47,2.216325189,4.06
10/1/1988,0,-0.445,0.408,158.58,486.57,2.300703052,3.76
11/1/1988,2.22,-0.55,0.408,139.87,485.56,2.334454197,3.69
12/1/1988,1.12,0.795,0.408067824,283.24,396.48,2.227575571,3.6
13/1/1988,0,3.105,0.412,296.53,485.6,2.013818319,3.53
14/1/1988,0,0.395,0.412,286.92,415.08,1.766309922,3.4
15/1/1988,0,-2.925,0.412,222.07,360,1.541302289,3.38
16/1/1988,0,-1.845,0.412,325.81,302.6,1.333170228,3.32
17/1/1988,0,3.215,0.41206794,340.83,403.12,1.130663358,3.38
18/1/1988,4.95,9.455,0.416,180.56,878.71,1.029409923,3.39
19/1/1988,1.97,8.24,0.416,172.54,852.88,1.023784732,3.35
20/1/1988,6.11,13.48,0.416,224.06,1000.6,1.091287022,3.32
21/1/1988,3.1,14.645,0.416,152.29,1319.95,1.186915266,3.25
22/1/1988,0.71,8.61,0.419809259,238.56,832.48,1.254417556,3.2
23/1/1988,0,4.775,0.420000116,294.43,572.93,1.260042747,3.25
24/1/1988,0,4.7,0.420000116,325.15,520.51,1.164414503,3.3
25/1/1988,8.21,6.675,0.420000116,182.99,724.63,1.046285495,3.4
26/1/1988,6.22,2.915,0.423809028,166.85,578.11,1.063161068,3.31
27/1/1988,0,-2.02,0.424,326.48,320,1.14753893,3.19
28/1/1988,0,-0.725,0.424,344.16,320,1.153164121,3.22
29/1/1988,0,2.31,0.424,359.45,393.45,1.046285495,3.25
30/1/1988,0,6.925,0.428,364.96,520,0.928156488,3.32
31/1/1988,0,11.665,0.428,352.35,771.65,0.832528244,3.38
1/2/1988,0,15.8,0.428,328.34,1129.62,0.753775572,3.46
2/2/1988,1,18.27,0.431809144,284.57,1451.38,0.686273282,3.53
3/2/1988,10.13,14.44,0.432,246.92,1030.08,0.658147328,3.58
4/2/1988,2.08,11.005,0.432,274.39,922.55,0.680648091,3.63
5/2/1988,0,7.065,0.432068056,340.61,611.55,0.714399236,3.53
6/2/1988,0,0.775,0.435999769,254.03,475.14,0.714399236,3.63
7/2/1988,0,-2.125,0.435999769,323.83,320,0.669397709,3.7
8/2/1988,0,1.925,0.435999769,332.46,440,0.613145801,3.75
9/2/1988,0.96,6.285,0.44,311.51,628.44,0.573769465,3.74
